,from,to,link_type
1140,Detritus,Channa punctata,0
1141,Herbaceous aquatic plants,Channa punctata,0
1142,Parambassis baculis,Channa punctata,0
1143,Aplocheilus panchax,Channa punctata,0
1144,Netuma thalassina,Channa punctata,0
1145,Badis badis,Channa punctata,0
1146,Mystus tengara,Channa punctata,0
1147,Mystus vittatus,Channa punctata,0
1148,Xenentodon cancila,Channa punctata,0
1149,Channa punctata,Channa punctata,0
1150,Channa striata,Channa punctata,0
1151,Channa gachua,Channa punctata,0
1152,Oreochromis niloticus,Channa punctata,0
1153,Puntius vittatus,Channa punctata,0
1154,Rasbora daniconius,Channa punctata,0
1155,Pethia phutunio,Channa punctata,0
1156,Glossogobius giuris,Channa punctata,0
1157,Heteropneustes fossilis,Channa punctata,0
1158,Macrognathus pancalus,Channa punctata,0
1159,Mastacembelus armatus,Channa punctata,0
1160,Notopterus notopterus,Channa punctata,0
1161,Trichogaster lalius,Channa punctata,0
1162,Trichogaster fasciata,Channa punctata,0
1163,Big fish juveniles,Channa punctata,0
1164,Parambassis baculis,Channa striata,0
1165,Aplocheilus panchax,Channa striata,0
1166,Netuma thalassina,Channa striata,0
1167,Badis badis,Channa striata,0
1168,Mystus tengara,Channa striata,0
1169,Mystus vittatus,Channa striata,0
1170,Xenentodon cancila,Channa striata,0
1171,Channa punctata,Channa striata,0
1172,Channa striata,Channa striata,0
1173,Channa gachua,Channa striata,0
1174,Oreochromis niloticus,Channa striata,0
1175,Puntius vittatus,Channa striata,0
1176,Rasbora daniconius,Channa striata,0
1177,Pethia phutunio,Channa striata,0
1178,Glossogobius giuris,Channa striata,0
1179,Heteropneustes fossilis,Channa striata,0
1180,Macrognathus pancalus,Channa striata,0
1181,Mastacembelus armatus,Channa striata,0
1182,Notopterus notopterus,Channa striata,0
1183,Trichogaster lalius,Channa striata,0
1184,Trichogaster fasciata,Channa striata,0
1185,Macrobrachium malcolmsonii,Channa striata,0
1186,Macrobrachium rosenbergii,Channa striata,0
1187,Macrobrachium rude,Channa striata,0
1188,Macrobrachium equidens,Channa striata,0
1189,Diplonychus annulatus,Channa striata,0
1190,Diplonychus rusticus,Channa striata,0
1191,Aquarius adelaides,Channa striata,0
1192,Limnogonus fossarum,Channa striata,0
1193,Laccotrephes griseus,Channa striata,0
1194,Laccotrephes ruber,Channa striata,0
1195,Ranatra elongata,Channa striata,0
1196,Ranatra filiformis,Channa striata,0
1197,Ranatra varipes,Channa striata,0
1198,Anisops campbelli,Channa striata,0
1199,Hydrovatus confertus,Channa striata,0
1200,Green Algae,Channa striata,0
1201,Detritus,Channa striata,0
1202,Herbaceous aquatic plants,Channa striata,0
1203,Big fish juveniles,Channa striata,0
1204,Duttaphrynus melanostictus,Channa gachua,0
1205,Duttaphrynus scaber,Channa gachua,0
1206,Fejervarya orissaensis,Channa gachua,0
1207,Minervarya agricola,Channa gachua,0
1208,Minervarya pierrei,Channa gachua,0
1209,Euphlyctis cyanophlyctis,Channa gachua,0
1210,Hoplobatrachus tigerinus,Channa gachua,0
1211,Hoplobatrachus crassus,Channa gachua,0
1212,Sphaerotheca breviceps,Channa gachua,0
1213,Sphaerotheca rolandae,Channa gachua,0
1214,Microhyla mymensinghensis,Channa gachua,0
1215,Uperodon systoma,Channa gachua,0
1216,Hylarana tytleri,Channa gachua,0
1217,Polypedates maculatus,Channa gachua,0
1218,Parambassis baculis,Channa gachua,0
1219,Aplocheilus panchax,Channa gachua,0
1220,Badis badis,Channa gachua,0
1221,Puntius vittatus,Channa gachua,0
1222,Rasbora daniconius,Channa gachua,0
1223,Pethia phutunio,Channa gachua,0
1224,Trichogaster lalius,Channa gachua,0
1225,Trichogaster fasciata,Channa gachua,0
1226,Macrobrachium malcolmsonii,Channa gachua,0
1227,Macrobrachium rosenbergii,Channa gachua,0
1228,Macrobrachium rude,Channa gachua,0
1229,Macrobrachium equidens,Channa gachua,0
1230,Diplonychus annulatus,Channa gachua,0
1231,Diplonychus rusticus,Channa gachua,0
1232,Aquarius adelaides,Channa gachua,0
1233,Limnogonus fossarum,Channa gachua,0
1234,Laccotrephes griseus,Channa gachua,0
1235,Laccotrephes ruber,Channa gachua,0
1236,Ranatra elongata,Channa gachua,0
1237,Ranatra filiformis,Channa gachua,0
1238,Ranatra varipes,Channa gachua,0
1239,Anisops campbelli,Channa gachua,0
1240,Hydrovatus confertus,Channa gachua,0
1241,Green Algae,Channa gachua,0
1242,Detritus,Channa gachua,0
1243,Herbaceous aquatic plants,Channa gachua,0
1244,Big fish juveniles,Channa gachua,0
1245,Arcella discoides,Oreochromis niloticus,0
1246,Centropyxis aculeata,Oreochromis niloticus,0
1247,Brachionus calyciflorus,Oreochromis niloticus,0
1248,Brachionus forficula,Oreochromis niloticus,0
1249,Keratella lenzi,Oreochromis niloticus,0
1250,Lecane aculeata,Oreochromis niloticus,0
1251,Lecane bulla,Oreochromis niloticus,0
1252,Asplanchna brightwelli,Oreochromis niloticus,0
1253,Mesocyclops leukarti,Oreochromis niloticus,0
1254,Scapholeberis kingi,Oreochromis niloticus,0
1255,Macrothrix spinosa,Oreochromis niloticus,0
1256,Macrothrix goeldi,Oreochromis niloticus,0
1257,Alona pulchella,Oreochromis niloticus,0
1258,Coronatella rectangula,Oreochromis niloticus,0
1259,Diplonychus annulatus,Oreochromis niloticus,0
1260,Diplonychus rusticus,Oreochromis niloticus,0
1261,Aquarius adelaides,Oreochromis niloticus,0
1262,Limnogonus fossarum,Oreochromis niloticus,0
1263,Laccotrephes griseus,Oreochromis niloticus,0
1264,Laccotrephes ruber,Oreochromis niloticus,0
1265,Ranatra elongata,Oreochromis niloticus,0
1266,Ranatra filiformis,Oreochromis niloticus,0
1267,Ranatra varipes,Oreochromis niloticus,0
1268,Anisops campbelli,Oreochromis niloticus,0
1269,Hydrovatus confertus,Oreochromis niloticus,0
1270,Green Algae,Oreochromis niloticus,0
1271,Detritus,Oreochromis niloticus,0
1272,Herbaceous aquatic plants,Oreochromis niloticus,0
1273,Diplonychus annulatus,Puntius vittatus,0
1274,Diplonychus rusticus,Puntius vittatus,0
1275,Aquarius adelaides,Puntius vittatus,0
1276,Limnogonus fossarum,Puntius vittatus,0
1277,Laccotrephes griseus,Puntius vittatus,0
1278,Laccotrephes ruber,Puntius vittatus,0
1279,Ranatra elongata,Puntius vittatus,0
1280,Ranatra filiformis,Puntius vittatus,0
1281,Ranatra varipes,Puntius vittatus,0
1282,Anisops campbelli,Puntius vittatus,0
1283,Hydrovatus confertus,Puntius vittatus,0
1284,Macrobrachium malcolmsonii,Puntius vittatus,0
1285,Macrobrachium rosenbergii,Puntius vittatus,0
1286,Macrobrachium rude,Puntius vittatus,0
1287,Macrobrachium equidens,Puntius vittatus,0
1288,Diplonychus annulatus,Rasbora daniconius,0
1289,Diplonychus rusticus,Rasbora daniconius,0
1290,Aquarius adelaides,Rasbora daniconius,0
1291,Limnogonus fossarum,Rasbora daniconius,0
1292,Laccotrephes griseus,Rasbora daniconius,0
1293,Laccotrephes ruber,Rasbora daniconius,0
1294,Ranatra elongata,Rasbora daniconius,0
1295,Ranatra filiformis,Rasbora daniconius,0
1296,Ranatra varipes,Rasbora daniconius,0
1297,Anisops campbelli,Rasbora daniconius,0
1298,Hydrovatus confertus,Rasbora daniconius,0
1299,Mosquito larvae,Rasbora daniconius,0
1300,Green Algae,Rasbora daniconius,0
1301,Mesocyclops leukarti,Rasbora daniconius,0
1302,Scapholeberis kingi,Rasbora daniconius,0
1303,Odonata sp.,Rasbora daniconius,0
1304,Detritus,Rasbora daniconius,0
1305,Herbaceous aquatic plants,Rasbora daniconius,0
1306,Diplonychus annulatus,Pethia phutunio,0
1307,Diplonychus rusticus,Pethia phutunio,0
1308,Aquarius adelaides,Pethia phutunio,0
1309,Limnogonus fossarum,Pethia phutunio,0
1310,Laccotrephes griseus,Pethia phutunio,0
1311,Laccotrephes ruber,Pethia phutunio,0
1312,Ranatra elongata,Pethia phutunio,0
1313,Ranatra filiformis,Pethia phutunio,0
1314,Ranatra varipes,Pethia phutunio,0
1315,Anisops campbelli,Pethia phutunio,0
1316,Hydrovatus confertus,Pethia phutunio,0
1317,Macrobrachium malcolmsonii,Pethia phutunio,0
1318,Macrobrachium rosenbergii,Pethia phutunio,0
1319,Macrobrachium rude,Pethia phutunio,0
1320,Macrobrachium equidens,Pethia phutunio,0
1321,Arcella discoides,Pethia phutunio,0
1322,Centropyxis aculeata,Pethia phutunio,0
1323,Brachionus calyciflorus,Pethia phutunio,0
1324,Brachionus forficula,Pethia phutunio,0
1325,Keratella lenzi,Pethia phutunio,0
1326,Lecane aculeata,Pethia phutunio,0
1327,Lecane bulla,Pethia phutunio,0
1328,Asplanchna brightwelli,Pethia phutunio,0
1329,Mesocyclops leukarti,Pethia phutunio,0
1330,Scapholeberis kingi,Pethia phutunio,0
1331,Macrothrix spinosa,Pethia phutunio,0
1332,Macrothrix goeldi,Pethia phutunio,0
1333,Alona pulchella,Pethia phutunio,0
1334,Coronatella rectangula,Pethia phutunio,0
1335,Parambassis baculis,Glossogobius giuris,0
1336,Aplocheilus panchax,Glossogobius giuris,0
1337,Badis badis,Glossogobius giuris,0
1338,Puntius vittatus,Glossogobius giuris,0
1339,Rasbora daniconius,Glossogobius giuris,0
1340,Pethia phutunio,Glossogobius giuris,0
1341,Trichogaster lalius,Glossogobius giuris,0
1342,Trichogaster fasciata,Glossogobius giuris,0
1343,Diplonychus annulatus,Glossogobius giuris,0
1344,Diplonychus rusticus,Glossogobius giuris,0
1345,Aquarius adelaides,Glossogobius giuris,0
1346,Limnogonus fossarum,Glossogobius giuris,0
1347,Laccotrephes griseus,Glossogobius giuris,0
1348,Laccotrephes ruber,Glossogobius giuris,0
1349,Ranatra elongata,Glossogobius giuris,0
1350,Ranatra filiformis,Glossogobius giuris,0
1351,Ranatra varipes,Glossogobius giuris,0
1352,Anisops campbelli,Glossogobius giuris,0
1353,Hydrovatus confertus,Glossogobius giuris,0
1354,Macrobrachium malcolmsonii,Glossogobius giuris,0
1355,Macrobrachium rosenbergii,Glossogobius giuris,0
1356,Macrobrachium rude,Glossogobius giuris,0
1357,Macrobrachium equidens,Glossogobius giuris,0
1358,Herbaceous aquatic plants,Glossogobius giuris,0
1360,Green Algae,Glossogobius giuris,0
1361,Big fish juveniles,Glossogobius giuris,0
1362,Arcella discoides,Heteropneustes fossilis,0
1363,Centropyxis aculeata,Heteropneustes fossilis,0
1364,Brachionus calyciflorus,Heteropneustes fossilis,0
1365,Brachionus forficula,Heteropneustes fossilis,0
1366,Keratella lenzi,Heteropneustes fossilis,0
1367,Lecane aculeata,Heteropneustes fossilis,0
1368,Lecane bulla,Heteropneustes fossilis,0
1369,Asplanchna brightwelli,Heteropneustes fossilis,0
1370,Mesocyclops leukarti,Heteropneustes fossilis,0
1371,Scapholeberis kingi,Heteropneustes fossilis,0
1372,Macrothrix spinosa,Heteropneustes fossilis,0
1373,Macrothrix goeldi,Heteropneustes fossilis,0
1374,Alona pulchella,Heteropneustes fossilis,0
1375,Coronatella rectangula,Heteropneustes fossilis,0
1376,Macrobrachium malcolmsonii,Heteropneustes fossilis,0
1377,Macrobrachium rosenbergii,Heteropneustes fossilis,0
1378,Macrobrachium rude,Heteropneustes fossilis,0
1379,Macrobrachium equidens,Heteropneustes fossilis,0
1380,Detritus,Heteropneustes fossilis,0
1381,Herbaceous aquatic plants,Heteropneustes fossilis,0
1382,Arcella discoides,Macrognathus pancalus,0
1383,Centropyxis aculeata,Macrognathus pancalus,0
1384,Brachionus calyciflorus,Macrognathus pancalus,0
1385,Brachionus forficula,Macrognathus pancalus,0
1386,Keratella lenzi,Macrognathus pancalus,0
1387,Lecane aculeata,Macrognathus pancalus,0
1388,Lecane bulla,Macrognathus pancalus,0
1389,Asplanchna brightwelli,Macrognathus pancalus,0
1390,Mesocyclops leukarti,Macrognathus pancalus,0
1391,Scapholeberis kingi,Macrognathus pancalus,0
1392,Macrothrix spinosa,Macrognathus pancalus,0
1393,Macrothrix goeldi,Macrognathus pancalus,0
1394,Alona pulchella,Macrognathus pancalus,0
1395,Coronatella rectangula,Macrognathus pancalus,0
1396,Diplonychus annulatus,Macrognathus pancalus,0
1397,Diplonychus rusticus,Macrognathus pancalus,0
1398,Aquarius adelaides,Macrognathus pancalus,0
1399,Limnogonus fossarum,Macrognathus pancalus,0
1400,Laccotrephes griseus,Macrognathus pancalus,0
1401,Laccotrephes ruber,Macrognathus pancalus,0
1402,Ranatra elongata,Macrognathus pancalus,0
1403,Ranatra filiformis,Macrognathus pancalus,0
1404,Ranatra varipes,Macrognathus pancalus,0
1405,Anisops campbelli,Macrognathus pancalus,0
1406,Hydrovatus confertus,Macrognathus pancalus,0
1407,Herbaceous aquatic plants,Macrognathus pancalus,0
1408,Parambassis baculis,Macrognathus pancalus,0
1409,Aplocheilus panchax,Macrognathus pancalus,0
1410,Badis badis,Macrognathus pancalus,0
1411,Puntius vittatus,Macrognathus pancalus,0
1412,Rasbora daniconius,Macrognathus pancalus,0
1413,Pethia phutunio,Macrognathus pancalus,0
1414,Trichogaster lalius,Macrognathus pancalus,0
1415,Trichogaster fasciata,Macrognathus pancalus,0
1416,Big fish juveniles,Macrognathus pancalus,0
1417,Macrobrachium malcolmsonii,Mastacembelus armatus,0
1418,Macrobrachium rosenbergii,Mastacembelus armatus,0
1419,Macrobrachium rude,Mastacembelus armatus,0
1420,Macrobrachium equidens,Mastacembelus armatus,0
1421,Parambassis baculis,Mastacembelus armatus,0
1422,Aplocheilus panchax,Mastacembelus armatus,0
1423,Badis badis,Mastacembelus armatus,0
1424,Puntius vittatus,Mastacembelus armatus,0
1425,Rasbora daniconius,Mastacembelus armatus,0
1426,Pethia phutunio,Mastacembelus armatus,0
1427,Trichogaster lalius,Mastacembelus armatus,0
1428,Trichogaster fasciata,Mastacembelus armatus,0
1429,Diplonychus annulatus,Mastacembelus armatus,0
1430,Diplonychus rusticus,Mastacembelus armatus,0
1431,Aquarius adelaides,Mastacembelus armatus,0
1432,Limnogonus fossarum,Mastacembelus armatus,0
1433,Laccotrephes griseus,Mastacembelus armatus,0
1434,Laccotrephes ruber,Mastacembelus armatus,0
1435,Ranatra elongata,Mastacembelus armatus,0
1436,Ranatra filiformis,Mastacembelus armatus,0
1437,Ranatra varipes,Mastacembelus armatus,0
1438,Anisops campbelli,Mastacembelus armatus,0
1439,Hydrovatus confertus,Mastacembelus armatus,0
1440,Big fish juveniles,Mastacembelus armatus,0
1441,Arcella discoides,Notopterus notopterus,0
1442,Centropyxis aculeata,Notopterus notopterus,0
1443,Brachionus calyciflorus,Notopterus notopterus,0
1444,Brachionus forficula,Notopterus notopterus,0
1445,Keratella lenzi,Notopterus notopterus,0
1446,Lecane aculeata,Notopterus notopterus,0
1447,Lecane bulla,Notopterus notopterus,0
1448,Asplanchna brightwelli,Notopterus notopterus,0
1449,Mesocyclops leukarti,Notopterus notopterus,0
1450,Scapholeberis kingi,Notopterus notopterus,0
1451,Macrothrix spinosa,Notopterus notopterus,0
1452,Macrothrix goeldi,Notopterus notopterus,0
1453,Alona pulchella,Notopterus notopterus,0
1454,Coronatella rectangula,Notopterus notopterus,0
1455,Macrobrachium malcolmsonii,Notopterus notopterus,0
1456,Macrobrachium rosenbergii,Notopterus notopterus,0
1457,Macrobrachium rude,Notopterus notopterus,0
1458,Macrobrachium equidens,Notopterus notopterus,0
1459,Aplocheilus panchax,Notopterus notopterus,0
1460,Badis badis,Notopterus notopterus,0
1461,Puntius vittatus,Notopterus notopterus,0
1462,Rasbora daniconius,Notopterus notopterus,0
1463,Pethia phutunio,Notopterus notopterus,0
1464,Trichogaster lalius,Notopterus notopterus,0
1465,Trichogaster fasciata,Notopterus notopterus,0
1466,Big fish juveniles,Notopterus notopterus,0
1467,Diplonychus annulatus,Notopterus notopterus,0
1468,Diplonychus rusticus,Notopterus notopterus,0
1469,Aquarius adelaides,Notopterus notopterus,0
1470,Limnogonus fossarum,Notopterus notopterus,0
1471,Laccotrephes griseus,Notopterus notopterus,0
1472,Laccotrephes ruber,Notopterus notopterus,0
1473,Ranatra elongata,Notopterus notopterus,0
1474,Ranatra filiformis,Notopterus notopterus,0
1475,Ranatra varipes,Notopterus notopterus,0
1476,Anisops campbelli,Notopterus notopterus,0
1477,Hydrovatus confertus,Notopterus notopterus,0
1478,Detritus,Notopterus notopterus,0
1479,Green Algae,Trichogaster lalius,0
1480,Arcella discoides,Trichogaster lalius,0
1481,Centropyxis aculeata,Trichogaster lalius,0
1482,Brachionus calyciflorus,Trichogaster lalius,0
1483,Brachionus forficula,Trichogaster lalius,0
1484,Keratella lenzi,Trichogaster lalius,0
1485,Lecane aculeata,Trichogaster lalius,0
1486,Lecane bulla,Trichogaster lalius,0
1487,Asplanchna brightwelli,Trichogaster lalius,0
1488,Mesocyclops leukarti,Trichogaster lalius,0
1489,Scapholeberis kingi,Trichogaster lalius,0
1490,Macrothrix spinosa,Trichogaster lalius,0
1491,Macrothrix goeldi,Trichogaster lalius,0
1492,Alona pulchella,Trichogaster lalius,0
1493,Coronatella rectangula,Trichogaster lalius,0
1494,Green Algae,Trichogaster fasciata,0
1495,Arcella discoides,Trichogaster fasciata,0
1496,Centropyxis aculeata,Trichogaster fasciata,0
1497,Brachionus calyciflorus,Trichogaster fasciata,0
1498,Brachionus forficula,Trichogaster fasciata,0
1499,Keratella lenzi,Trichogaster fasciata,0
1500,Lecane aculeata,Trichogaster fasciata,0
1501,Lecane bulla,Trichogaster fasciata,0
1502,Asplanchna brightwelli,Trichogaster fasciata,0
1503,Mesocyclops leukarti,Trichogaster fasciata,0
1504,Scapholeberis kingi,Trichogaster fasciata,0
1505,Macrothrix spinosa,Trichogaster fasciata,0
1506,Macrothrix goeldi,Trichogaster fasciata,0
1507,Alona pulchella,Trichogaster fasciata,0
1508,Coronatella rectangula,Trichogaster fasciata,0
1509,Diplonychus annulatus,Trichogaster fasciata,0
1510,Diplonychus rusticus,Trichogaster fasciata,0
1511,Aquarius adelaides,Trichogaster fasciata,0
1512,Limnogonus fossarum,Trichogaster fasciata,0
1513,Laccotrephes griseus,Trichogaster fasciata,0
1514,Laccotrephes ruber,Trichogaster fasciata,0
1515,Ranatra elongata,Trichogaster fasciata,0
1516,Ranatra filiformis,Trichogaster fasciata,0
1517,Ranatra varipes,Trichogaster fasciata,0
1518,Anisops campbelli,Trichogaster fasciata,0
1519,Hydrovatus confertus,Trichogaster fasciata,0
1520,Mosquito larvae,Trichogaster fasciata,0
1521,Detritus,Trichogaster fasciata,0
1522,Diplonychus annulatus,Macrobrachium malcolmsonii,0
1523,Diplonychus rusticus,Macrobrachium malcolmsonii,0
1524,Aquarius adelaides,Macrobrachium malcolmsonii,0
1525,Limnogonus fossarum,Macrobrachium malcolmsonii,0
1526,Laccotrephes griseus,Macrobrachium malcolmsonii,0
1527,Laccotrephes ruber,Macrobrachium malcolmsonii,0
1528,Ranatra elongata,Macrobrachium malcolmsonii,0
1529,Ranatra filiformis,Macrobrachium malcolmsonii,0
1530,Ranatra varipes,Macrobrachium malcolmsonii,0
1531,Anisops campbelli,Macrobrachium malcolmsonii,0
1532,Hydrovatus confertus,Macrobrachium malcolmsonii,0
1533,Detritus,Macrobrachium malcolmsonii,0
1534,Diplonychus annulatus,Macrobrachium rosenbergii,0
1535,Diplonychus rusticus,Macrobrachium rosenbergii,0
1536,Aquarius adelaides,Macrobrachium rosenbergii,0
1537,Limnogonus fossarum,Macrobrachium rosenbergii,0
1538,Laccotrephes griseus,Macrobrachium rosenbergii,0
1539,Laccotrephes ruber,Macrobrachium rosenbergii,0
1540,Ranatra elongata,Macrobrachium rosenbergii,0
1541,Ranatra filiformis,Macrobrachium rosenbergii,0
1542,Ranatra varipes,Macrobrachium rosenbergii,0
1543,Anisops campbelli,Macrobrachium rosenbergii,0
1544,Hydrovatus confertus,Macrobrachium rosenbergii,0
1545,Detritus,Macrobrachium rosenbergii,0
1546,Arcella discoides,Macrobrachium rude,0
1547,Centropyxis aculeata,Macrobrachium rude,0
1548,Brachionus calyciflorus,Macrobrachium rude,0
1549,Brachionus forficula,Macrobrachium rude,0
1550,Keratella lenzi,Macrobrachium rude,0
1551,Lecane aculeata,Macrobrachium rude,0
1552,Lecane bulla,Macrobrachium rude,0
1553,Asplanchna brightwelli,Macrobrachium rude,0
1554,Mesocyclops leukarti,Macrobrachium rude,0
1555,Scapholeberis kingi,Macrobrachium rude,0
1556,Macrothrix spinosa,Macrobrachium rude,0
1557,Macrothrix goeldi,Macrobrachium rude,0
1558,Alona pulchella,Macrobrachium rude,0
1559,Coronatella rectangula,Macrobrachium rude,0
1560,Green Algae,Macrobrachium equidens,0
1561,Brachionus calyciflorus,Macrobrachium equidens,0
1562,Brachionus forficula,Macrobrachium equidens,0
1563,Keratella lenzi,Macrobrachium equidens,0
1564,Lecane aculeata,Macrobrachium equidens,0
1565,Lecane bulla,Macrobrachium equidens,0
1566,Mosquito larvae,Diplonychus annulatus,0
1567,Diplonychus annulatus,Diplonychus annulatus,0
1568,Diplonychus rusticus,Diplonychus annulatus,0
1569,Aquarius adelaides,Diplonychus annulatus,0
1570,Limnogonus fossarum,Diplonychus annulatus,0
1571,Laccotrephes griseus,Diplonychus annulatus,0
1572,Laccotrephes ruber,Diplonychus annulatus,0
1573,Ranatra elongata,Diplonychus annulatus,0
1574,Ranatra filiformis,Diplonychus annulatus,0
1575,Ranatra varipes,Diplonychus annulatus,0
1576,Anisops campbelli,Diplonychus annulatus,0
1577,Hydrovatus confertus,Diplonychus annulatus,0
1578,Diplonychus annulatus,Diplonychus rusticus,0
1579,Diplonychus rusticus,Diplonychus rusticus,0
1580,Aquarius adelaides,Diplonychus rusticus,0
1581,Limnogonus fossarum,Diplonychus rusticus,0
1582,Laccotrephes griseus,Diplonychus rusticus,0
1583,Laccotrephes ruber,Diplonychus rusticus,0
1584,Ranatra elongata,Diplonychus rusticus,0
1585,Ranatra filiformis,Diplonychus rusticus,0
1586,Ranatra varipes,Diplonychus rusticus,0
1587,Anisops campbelli,Diplonychus rusticus,0
1588,Hydrovatus confertus,Diplonychus rusticus,0
1589,Mosquito larvae,Diplonychus rusticus,0
1590,Mosquito larvae,Aquarius adelaides,0
1591,Mosquito larvae,Limnogonus fossarum,0
1592,Mosquito larvae,Laccotrephes griseus,0
1593,Mosquito larvae,Laccotrephes ruber,0
1594,Tadploes,Ranatra elongata,0
1595,Parambassis baculis,Ranatra elongata,0
1596,Aplocheilus panchax,Ranatra elongata,0
1597,Badis badis,Ranatra elongata,0
1598,Puntius vittatus,Ranatra elongata,0
1599,Rasbora daniconius,Ranatra elongata,0
1600,Pethia phutunio,Ranatra elongata,0
1601,Trichogaster lalius,Ranatra elongata,0
1602,Trichogaster fasciata,Ranatra elongata,0
1603,Diplonychus annulatus,Ranatra elongata,0
1604,Diplonychus rusticus,Ranatra elongata,0
1605,Aquarius adelaides,Ranatra elongata,0
1606,Limnogonus fossarum,Ranatra elongata,0
1607,Laccotrephes griseus,Ranatra elongata,0
1608,Laccotrephes ruber,Ranatra elongata,0
1609,Ranatra elongata,Ranatra elongata,0
1610,Ranatra filiformis,Ranatra elongata,0
1611,Ranatra varipes,Ranatra elongata,0
1612,Anisops campbelli,Ranatra elongata,0
1613,Hydrovatus confertus,Ranatra elongata,0
1614,Big fish juveniles,Ranatra elongata,0
1615,Mosquito larvae,Ranatra filiformis,0
1616,Diplonychus annulatus,Ranatra filiformis,0
1617,Diplonychus rusticus,Ranatra filiformis,0
1618,Aquarius adelaides,Ranatra filiformis,0
1619,Limnogonus fossarum,Ranatra filiformis,0
1620,Laccotrephes griseus,Ranatra filiformis,0
1621,Laccotrephes ruber,Ranatra filiformis,0
1622,Ranatra elongata,Ranatra filiformis,0
1623,Ranatra filiformis,Ranatra filiformis,0
1624,Ranatra varipes,Ranatra filiformis,0
1625,Anisops campbelli,Ranatra filiformis,0
1626,Hydrovatus confertus,Ranatra filiformis,0
1627,Tadploes,Ranatra filiformis,0
1628,Parambassis baculis,Ranatra filiformis,0
1629,Aplocheilus panchax,Ranatra filiformis,0
1630,Badis badis,Ranatra filiformis,0
1631,Puntius vittatus,Ranatra filiformis,0
1632,Rasbora daniconius,Ranatra filiformis,0
1633,Pethia phutunio,Ranatra filiformis,0
1634,Trichogaster lalius,Ranatra filiformis,0
1635,Trichogaster fasciata,Ranatra filiformis,0
1636,Big fish juveniles,Ranatra filiformis,0
1637,Mosquito larvae,Ranatra varipes,0
1638,Parambassis baculis,Ranatra varipes,0
1639,Aplocheilus panchax,Ranatra varipes,0
1640,Badis badis,Ranatra varipes,0
1641,Puntius vittatus,Ranatra varipes,0
1642,Rasbora daniconius,Ranatra varipes,0
1643,Pethia phutunio,Ranatra varipes,0
1644,Trichogaster lalius,Ranatra varipes,0
1645,Diplonychus rusticus,Ranatra varipes,0
1646,Aquarius adelaides,Ranatra varipes,0
1647,Limnogonus fossarum,Ranatra varipes,0
1648,Laccotrephes griseus,Ranatra varipes,0
1649,Laccotrephes ruber,Ranatra varipes,0
1650,Ranatra elongata,Ranatra varipes,0
1651,Ranatra filiformis,Ranatra varipes,0
1652,Ranatra varipes,Ranatra varipes,0
1653,Anisops campbelli,Ranatra varipes,0
1654,Hydrovatus confertus,Ranatra varipes,0
1655,Tadploes,Ranatra varipes,0
1656,Big fish juveniles,Ranatra varipes,0
1657,Brachionus calyciflorus,Anisops campbelli,0
1658,Brachionus forficula,Anisops campbelli,0
1659,Keratella lenzi,Anisops campbelli,0
1660,Lecane aculeata,Anisops campbelli,0
1661,Lecane bulla,Anisops campbelli,0
1662,Detritus,Hydrovatus confertus,0
1663,Green Algae,Arcella discoides,0
1664,Green Algae,Centropyxis aculeata,0
1665,Green Algae,Brachionus calyciflorus,0
1666,Green Algae,Brachionus forficula,0
1667,Green Algae,Keratella lenzi,0
1668,Green Algae,Lecane aculeata,0
1669,Green Algae,Lecane bulla,0
1670,Green Algae,Asplanchna brightwelli,0
1671,Green Algae,Mesocyclops leukarti,0
1672,Green Algae,Scapholeberis kingi,0
1673,Green Algae,Macrothrix spinosa,0
1674,Green Algae,Macrothrix goeldi,0
1675,Green Algae,Alona pulchella,0
1676,Green Algae,Coronatella rectangula,0
1677,Arcella discoides,Odonata sp.,0
1678,Centropyxis aculeata,Odonata sp.,0
1679,Brachionus calyciflorus,Odonata sp.,0
1680,Brachionus forficula,Odonata sp.,0
1681,Keratella lenzi,Odonata sp.,0
1682,Lecane aculeata,Odonata sp.,0
1683,Lecane bulla,Odonata sp.,0
1684,Asplanchna brightwelli,Odonata sp.,0
1685,Mesocyclops leukarti,Odonata sp.,0
1686,Scapholeberis kingi,Odonata sp.,0
1687,Macrothrix spinosa,Odonata sp.,0
1688,Macrothrix goeldi,Odonata sp.,0
1689,Alona pulchella,Odonata sp.,0
1690,Coronatella rectangula,Odonata sp.,0
1691,Tadploes,Odonata sp.,0
1692,Green Algae,Mosquito larvae,0
1693,Detritus,Mosquito larvae,0
1694,Arcella discoides,Carp sp.,0
1695,Centropyxis aculeata,Carp sp.,0
1696,Brachionus calyciflorus,Carp sp.,0
1697,Brachionus forficula,Carp sp.,0
1698,Keratella lenzi,Carp sp.,0
1699,Lecane aculeata,Carp sp.,0
1700,Lecane bulla,Carp sp.,0
1701,Asplanchna brightwelli,Carp sp.,0
1702,Mesocyclops leukarti,Carp sp.,0
1703,Scapholeberis kingi,Carp sp.,0
1704,Macrothrix spinosa,Carp sp.,0
1705,Macrothrix goeldi,Carp sp.,0
1706,Alona pulchella,Carp sp.,0
1707,Coronatella rectangula,Carp sp.,0
1708,Green Algae,Carp sp.,0
1709,Detritus,Carp sp.,0
1710,Herbaceous aquatic plants,Carp sp.,0
1711,Arcella discoides,Big fish juveniles,0
