,from,to,link_type
570,Hydrovatus confertus,Alcedo atthis,0
571,Big fish juveniles,Alcedo atthis,0
572,Parambassis baculis,Halcyon smyrnensis,0
573,Aplocheilus panchax,Halcyon smyrnensis,0
574,Badis badis,Halcyon smyrnensis,0
575,Puntius vittatus,Halcyon smyrnensis,0
576,Rasbora daniconius,Halcyon smyrnensis,0
577,Pethia phutunio,Halcyon smyrnensis,0
578,Trichogaster lalius,Halcyon smyrnensis,0
579,Trichogaster fasciata,Halcyon smyrnensis,0
580,Tadploes,Halcyon smyrnensis,0
581,Fejervarya orissaensis,Halcyon smyrnensis,0
582,Minervarya agricola,Halcyon smyrnensis,0
583,Minervarya pierrei,Halcyon smyrnensis,0
584,Microhyla mymensinghensis,Halcyon smyrnensis,0
585,Uperodon systoma,Halcyon smyrnensis,0
586,Hylarana tytleri,Halcyon smyrnensis,0
587,Polypedates maculatus,Halcyon smyrnensis,0
588,Diplonychus annulatus,Halcyon smyrnensis,0
589,Diplonychus rusticus,Halcyon smyrnensis,0
590,Aquarius adelaides,Halcyon smyrnensis,0
591,Limnogonus fossarum,Halcyon smyrnensis,0
592,Laccotrephes griseus,Halcyon smyrnensis,0
593,Laccotrephes ruber,Halcyon smyrnensis,0
594,Ranatra elongata,Halcyon smyrnensis,0
595,Ranatra filiformis,Halcyon smyrnensis,0
596,Ranatra varipes,Halcyon smyrnensis,0
597,Anisops campbelli,Halcyon smyrnensis,0
598,Hydrovatus confertus,Halcyon smyrnensis,0
599,Big fish juveniles,Halcyon smyrnensis,0
600,Parambassis baculis,Ceryle rudis,0
601,Aplocheilus panchax,Ceryle rudis,0
602,Badis badis,Ceryle rudis,0
603,Puntius vittatus,Ceryle rudis,0
604,Rasbora daniconius,Ceryle rudis,0
605,Pethia phutunio,Ceryle rudis,0
606,Trichogaster lalius,Ceryle rudis,0
607,Trichogaster fasciata,Ceryle rudis,0
608,Tadploes,Ceryle rudis,0
609,Fejervarya orissaensis,Ceryle rudis,0
610,Minervarya agricola,Ceryle rudis,0
611,Minervarya pierrei,Ceryle rudis,0
612,Microhyla mymensinghensis,Ceryle rudis,0
613,Uperodon systoma,Ceryle rudis,0
614,Hylarana tytleri,Ceryle rudis,0
615,Polypedates maculatus,Ceryle rudis,0
616,Diplonychus annulatus,Ceryle rudis,0
617,Diplonychus rusticus,Ceryle rudis,0
618,Aquarius adelaides,Ceryle rudis,0
619,Limnogonus fossarum,Ceryle rudis,0
620,Laccotrephes griseus,Ceryle rudis,0
621,Laccotrephes ruber,Ceryle rudis,0
622,Ranatra elongata,Ceryle rudis,0
623,Ranatra filiformis,Ceryle rudis,0
624,Ranatra varipes,Ceryle rudis,0
625,Anisops campbelli,Ceryle rudis,0
626,Hydrovatus confertus,Ceryle rudis,0
627,Big fish juveniles,Ceryle rudis,0
628,Odonata sp.,Merops orientalis,0
629,Odonata sp.,Merops philippinus,0
630,Odonata sp.,Coracias benghalensis,0
631,Duttaphrynus melanostictus,Coracias benghalensis,0
632,Duttaphrynus scaber,Coracias benghalensis,0
633,Fejervarya orissaensis,Coracias benghalensis,0
634,Minervarya agricola,Coracias benghalensis,0
635,Minervarya pierrei,Coracias benghalensis,0
636,Euphlyctis cyanophlyctis,Coracias benghalensis,0
637,Hoplobatrachus tigerinus,Coracias benghalensis,0
638,Hoplobatrachus crassus,Coracias benghalensis,0
639,Sphaerotheca breviceps,Coracias benghalensis,0
640,Sphaerotheca rolandae,Coracias benghalensis,0
641,Microhyla mymensinghensis,Coracias benghalensis,0
642,Uperodon systoma,Coracias benghalensis,0
643,Hylarana tytleri,Coracias benghalensis,0
644,Polypedates maculatus,Coracias benghalensis,0
645,Enhydris enhydris,Coracias benghalensis,0
646,Fowlea piscator,Coracias benghalensis,0
647,Odonata sp.,Oriolus kundoo,0
648,Odonata sp.,Oriolus xanthornus,0
649,Diplonychus annulatus,Hirundo rustica,0
650,Diplonychus rusticus,Hirundo rustica,0
651,Aquarius adelaides,Hirundo rustica,0
652,Limnogonus fossarum,Hirundo rustica,0
653,Laccotrephes griseus,Hirundo rustica,0
654,Laccotrephes ruber,Hirundo rustica,0
655,Ranatra elongata,Hirundo rustica,0
656,Ranatra filiformis,Hirundo rustica,0
657,Ranatra varipes,Hirundo rustica,0
658,Anisops campbelli,Hirundo rustica,0
659,Hydrovatus confertus,Hirundo rustica,0
660,Duttaphrynus melanostictus,Acridotheres ginginianus,0
661,Duttaphrynus scaber,Acridotheres ginginianus,0
662,Fejervarya orissaensis,Acridotheres ginginianus,0
663,Minervarya agricola,Acridotheres ginginianus,0
664,Minervarya pierrei,Acridotheres ginginianus,0
665,Euphlyctis cyanophlyctis,Acridotheres ginginianus,0
666,Hoplobatrachus tigerinus,Acridotheres ginginianus,0
667,Hoplobatrachus crassus,Acridotheres ginginianus,0
668,Sphaerotheca breviceps,Acridotheres ginginianus,0
669,Sphaerotheca rolandae,Acridotheres ginginianus,0
670,Microhyla mymensinghensis,Acridotheres ginginianus,0
671,Uperodon systoma,Acridotheres ginginianus,0
672,Hylarana tytleri,Acridotheres ginginianus,0
673,Polypedates maculatus,Acridotheres ginginianus,0
674,Diplonychus annulatus,Motacilla citreola,0
675,Diplonychus rusticus,Motacilla citreola,0
676,Aquarius adelaides,Motacilla citreola,0
677,Limnogonus fossarum,Motacilla citreola,0
678,Laccotrephes griseus,Motacilla citreola,0
679,Laccotrephes ruber,Motacilla citreola,0
680,Ranatra elongata,Motacilla citreola,0
681,Ranatra filiformis,Motacilla citreola,0
682,Ranatra varipes,Motacilla citreola,0
683,Anisops campbelli,Motacilla citreola,0
684,Hydrovatus confertus,Motacilla citreola,0
696,Diplonychus annulatus,Duttaphrynus melanostictus,0
697,Diplonychus rusticus,Duttaphrynus melanostictus,0
698,Aquarius adelaides,Duttaphrynus melanostictus,0
699,Limnogonus fossarum,Duttaphrynus melanostictus,0
700,Laccotrephes griseus,Duttaphrynus melanostictus,0
701,Laccotrephes ruber,Duttaphrynus melanostictus,0
702,Ranatra elongata,Duttaphrynus melanostictus,0
703,Ranatra filiformis,Duttaphrynus melanostictus,0
704,Ranatra varipes,Duttaphrynus melanostictus,0
705,Anisops campbelli,Duttaphrynus melanostictus,0
706,Hydrovatus confertus,Duttaphrynus melanostictus,0
707,Diplonychus annulatus,Duttaphrynus scaber,0
708,Diplonychus rusticus,Duttaphrynus scaber,0
709,Aquarius adelaides,Duttaphrynus scaber,0
710,Limnogonus fossarum,Duttaphrynus scaber,0
711,Laccotrephes griseus,Duttaphrynus scaber,0
712,Laccotrephes ruber,Duttaphrynus scaber,0
713,Ranatra elongata,Duttaphrynus scaber,0
714,Ranatra filiformis,Duttaphrynus scaber,0
715,Ranatra varipes,Duttaphrynus scaber,0
716,Anisops campbelli,Duttaphrynus scaber,0
717,Hydrovatus confertus,Duttaphrynus scaber,0
718,Diplonychus annulatus,Fejervarya orissaensis,0
719,Diplonychus rusticus,Fejervarya orissaensis,0
720,Aquarius adelaides,Fejervarya orissaensis,0
721,Limnogonus fossarum,Fejervarya orissaensis,0
722,Laccotrephes griseus,Fejervarya orissaensis,0
723,Laccotrephes ruber,Fejervarya orissaensis,0
724,Ranatra elongata,Fejervarya orissaensis,0
725,Ranatra filiformis,Fejervarya orissaensis,0
726,Ranatra varipes,Fejervarya orissaensis,0
727,Anisops campbelli,Fejervarya orissaensis,0
728,Hydrovatus confertus,Fejervarya orissaensis,0
729,Diplonychus annulatus,Minervarya agricola,0
730,Diplonychus rusticus,Minervarya agricola,0
731,Aquarius adelaides,Minervarya agricola,0
732,Limnogonus fossarum,Minervarya agricola,0
733,Laccotrephes griseus,Minervarya agricola,0
734,Laccotrephes ruber,Minervarya agricola,0
735,Ranatra elongata,Minervarya agricola,0
736,Ranatra filiformis,Minervarya agricola,0
737,Ranatra varipes,Minervarya agricola,0
738,Anisops campbelli,Minervarya agricola,0
739,Hydrovatus confertus,Minervarya agricola,0
740,Diplonychus annulatus,Minervarya pierrei,0
741,Diplonychus rusticus,Minervarya pierrei,0
742,Aquarius adelaides,Minervarya pierrei,0
743,Limnogonus fossarum,Minervarya pierrei,0
744,Laccotrephes griseus,Minervarya pierrei,0
745,Laccotrephes ruber,Minervarya pierrei,0
746,Ranatra elongata,Minervarya pierrei,0
747,Ranatra filiformis,Minervarya pierrei,0
748,Ranatra varipes,Minervarya pierrei,0
749,Anisops campbelli,Minervarya pierrei,0
750,Hydrovatus confertus,Minervarya pierrei,0
751,Diplonychus annulatus,Euphlyctis cyanophlyctis,0
752,Diplonychus rusticus,Euphlyctis cyanophlyctis,0
753,Aquarius adelaides,Euphlyctis cyanophlyctis,0
754,Limnogonus fossarum,Euphlyctis cyanophlyctis,0
755,Laccotrephes griseus,Euphlyctis cyanophlyctis,0
756,Laccotrephes ruber,Euphlyctis cyanophlyctis,0
757,Ranatra elongata,Euphlyctis cyanophlyctis,0
758,Ranatra filiformis,Euphlyctis cyanophlyctis,0
759,Ranatra varipes,Euphlyctis cyanophlyctis,0
760,Anisops campbelli,Euphlyctis cyanophlyctis,0
761,Hydrovatus confertus,Euphlyctis cyanophlyctis,0
762,Diplonychus annulatus,Hoplobatrachus tigerinus,0
763,Diplonychus rusticus,Hoplobatrachus tigerinus,0
764,Aquarius adelaides,Hoplobatrachus tigerinus,0
765,Limnogonus fossarum,Hoplobatrachus tigerinus,0
766,Laccotrephes griseus,Hoplobatrachus tigerinus,0
767,Laccotrephes ruber,Hoplobatrachus tigerinus,0
768,Ranatra elongata,Hoplobatrachus tigerinus,0
769,Ranatra filiformis,Hoplobatrachus tigerinus,0
770,Ranatra varipes,Hoplobatrachus tigerinus,0
771,Anisops campbelli,Hoplobatrachus tigerinus,0
772,Hydrovatus confertus,Hoplobatrachus tigerinus,0
773,Duttaphrynus melanostictus,Hoplobatrachus tigerinus,0
774,Duttaphrynus scaber,Hoplobatrachus tigerinus,0
775,Fejervarya orissaensis,Hoplobatrachus tigerinus,0
776,Minervarya agricola,Hoplobatrachus tigerinus,0
777,Minervarya pierrei,Hoplobatrachus tigerinus,0
778,Euphlyctis cyanophlyctis,Hoplobatrachus tigerinus,0
779,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,0
780,Hoplobatrachus crassus,Hoplobatrachus tigerinus,0
781,Sphaerotheca breviceps,Hoplobatrachus tigerinus,0
782,Sphaerotheca rolandae,Hoplobatrachus tigerinus,0
783,Microhyla mymensinghensis,Hoplobatrachus tigerinus,0
784,Uperodon systoma,Hoplobatrachus tigerinus,0
785,Hylarana tytleri,Hoplobatrachus tigerinus,0
786,Polypedates maculatus,Hoplobatrachus tigerinus,0
787,Enhydris enhydris,Hoplobatrachus tigerinus,0
788,Fowlea piscator,Hoplobatrachus tigerinus,0
789,Bungarus fasciatus,Hoplobatrachus tigerinus,0
790,Diplonychus annulatus,Hoplobatrachus crassus,0
791,Diplonychus rusticus,Hoplobatrachus crassus,0
792,Aquarius adelaides,Hoplobatrachus crassus,0
793,Limnogonus fossarum,Hoplobatrachus crassus,0
794,Laccotrephes griseus,Hoplobatrachus crassus,0
795,Laccotrephes ruber,Hoplobatrachus crassus,0
796,Ranatra elongata,Hoplobatrachus crassus,0
797,Ranatra filiformis,Hoplobatrachus crassus,0
798,Ranatra varipes,Hoplobatrachus crassus,0
799,Anisops campbelli,Hoplobatrachus crassus,0
800,Hydrovatus confertus,Hoplobatrachus crassus,0
801,Fejervarya orissaensis,Hoplobatrachus crassus,0
802,Minervarya pierrei,Hoplobatrachus crassus,0
803,Euphlyctis cyanophlyctis,Hoplobatrachus crassus,0
804,Microhyla mymensinghensis,Hoplobatrachus crassus,0
805,Uperodon systoma,Hoplobatrachus crassus,0
806,Hylarana tytleri,Hoplobatrachus crassus,0
807,Enhydris enhydris,Hoplobatrachus crassus,0
808,Fowlea piscator,Hoplobatrachus crassus,0
809,Bungarus fasciatus,Hoplobatrachus crassus,0
810,Diplonychus annulatus,Sphaerotheca breviceps,0
811,Diplonychus rusticus,Sphaerotheca breviceps,0
812,Aquarius adelaides,Sphaerotheca breviceps,0
813,Limnogonus fossarum,Sphaerotheca breviceps,0
814,Laccotrephes griseus,Sphaerotheca breviceps,0
815,Laccotrephes ruber,Sphaerotheca breviceps,0
816,Ranatra elongata,Sphaerotheca breviceps,0
817,Ranatra filiformis,Sphaerotheca breviceps,0
818,Ranatra varipes,Sphaerotheca breviceps,0
819,Anisops campbelli,Sphaerotheca breviceps,0
820,Hydrovatus confertus,Sphaerotheca breviceps,0
821,Diplonychus annulatus,Sphaerotheca rolandae,0
822,Diplonychus rusticus,Sphaerotheca rolandae,0
823,Aquarius adelaides,Sphaerotheca rolandae,0
824,Limnogonus fossarum,Sphaerotheca rolandae,0
825,Laccotrephes griseus,Sphaerotheca rolandae,0
826,Laccotrephes ruber,Sphaerotheca rolandae,0
827,Ranatra elongata,Sphaerotheca rolandae,0
828,Ranatra filiformis,Sphaerotheca rolandae,0
829,Ranatra varipes,Sphaerotheca rolandae,0
830,Anisops campbelli,Sphaerotheca rolandae,0
831,Hydrovatus confertus,Sphaerotheca rolandae,0
832,Diplonychus annulatus,Microhyla mymensinghensis,0
833,Diplonychus rusticus,Microhyla mymensinghensis,0
834,Aquarius adelaides,Microhyla mymensinghensis,0
835,Limnogonus fossarum,Microhyla mymensinghensis,0
836,Laccotrephes griseus,Microhyla mymensinghensis,0
837,Laccotrephes ruber,Microhyla mymensinghensis,0
838,Ranatra elongata,Microhyla mymensinghensis,0
839,Ranatra filiformis,Microhyla mymensinghensis,0
840,Ranatra varipes,Microhyla mymensinghensis,0
841,Anisops campbelli,Microhyla mymensinghensis,0
842,Hydrovatus confertus,Microhyla mymensinghensis,0
843,Diplonychus annulatus,Uperodon systoma,0
844,Diplonychus rusticus,Uperodon systoma,0
845,Aquarius adelaides,Uperodon systoma,0
846,Limnogonus fossarum,Uperodon systoma,0
847,Laccotrephes griseus,Uperodon systoma,0
848,Laccotrephes ruber,Uperodon systoma,0
849,Ranatra elongata,Uperodon systoma,0
850,Ranatra filiformis,Uperodon systoma,0
851,Ranatra varipes,Uperodon systoma,0
852,Anisops campbelli,Uperodon systoma,0
853,Hydrovatus confertus,Uperodon systoma,0
854,Diplonychus annulatus,Hylarana tytleri,0
855,Diplonychus rusticus,Hylarana tytleri,0
856,Aquarius adelaides,Hylarana tytleri,0
857,Limnogonus fossarum,Hylarana tytleri,0
858,Laccotrephes griseus,Hylarana tytleri,0
859,Laccotrephes ruber,Hylarana tytleri,0
860,Ranatra elongata,Hylarana tytleri,0
861,Ranatra filiformis,Hylarana tytleri,0
862,Ranatra varipes,Hylarana tytleri,0
863,Anisops campbelli,Hylarana tytleri,0
864,Hydrovatus confertus,Hylarana tytleri,0
865,Diplonychus annulatus,Polypedates maculatus,0
866,Diplonychus rusticus,Polypedates maculatus,0
867,Aquarius adelaides,Polypedates maculatus,0
868,Limnogonus fossarum,Polypedates maculatus,0
869,Laccotrephes griseus,Polypedates maculatus,0
870,Laccotrephes ruber,Polypedates maculatus,0
871,Ranatra elongata,Polypedates maculatus,0
872,Ranatra filiformis,Polypedates maculatus,0
873,Ranatra varipes,Polypedates maculatus,0
874,Anisops campbelli,Polypedates maculatus,0
875,Hydrovatus confertus,Polypedates maculatus,0
876,Duttaphrynus melanostictus,Varanus bengalensis,0
877,Duttaphrynus scaber,Varanus bengalensis,0
878,Fejervarya orissaensis,Varanus bengalensis,0
879,Minervarya agricola,Varanus bengalensis,0
880,Minervarya pierrei,Varanus bengalensis,0
881,Euphlyctis cyanophlyctis,Varanus bengalensis,0
882,Hoplobatrachus tigerinus,Varanus bengalensis,0
883,Hoplobatrachus crassus,Varanus bengalensis,0
884,Sphaerotheca breviceps,Varanus bengalensis,0
885,Sphaerotheca rolandae,Varanus bengalensis,0
886,Microhyla mymensinghensis,Varanus bengalensis,0
887,Uperodon systoma,Varanus bengalensis,0
888,Hylarana tytleri,Varanus bengalensis,0
889,Polypedates maculatus,Varanus bengalensis,0
890,Fowlea piscator,Varanus bengalensis,0
891,Parambassis baculis,Enhydris enhydris,0
892,Aplocheilus panchax,Enhydris enhydris,0
893,Badis badis,Enhydris enhydris,0
894,Puntius vittatus,Enhydris enhydris,0
895,Rasbora daniconius,Enhydris enhydris,0
896,Pethia phutunio,Enhydris enhydris,0
897,Trichogaster lalius,Enhydris enhydris,0
898,Trichogaster fasciata,Enhydris enhydris,0
899,Fejervarya orissaensis,Enhydris enhydris,0
900,Minervarya agricola,Enhydris enhydris,0
901,Minervarya pierrei,Enhydris enhydris,0
902,Microhyla mymensinghensis,Enhydris enhydris,0
903,Uperodon systoma,Enhydris enhydris,0
904,Hylarana tytleri,Enhydris enhydris,0
905,Polypedates maculatus,Enhydris enhydris,0
906,Big fish juveniles,Enhydris enhydris,0
907,Parambassis baculis,Fowlea piscator,0
908,Aplocheilus panchax,Fowlea piscator,0
909,Badis badis,Fowlea piscator,0
910,Puntius vittatus,Fowlea piscator,0
911,Rasbora daniconius,Fowlea piscator,0
912,Pethia phutunio,Fowlea piscator,0
913,Trichogaster lalius,Fowlea piscator,0
914,Trichogaster fasciata,Fowlea piscator,0
915,Fejervarya orissaensis,Fowlea piscator,0
916,Minervarya agricola,Fowlea piscator,0
917,Minervarya pierrei,Fowlea piscator,0
918,Euphlyctis cyanophlyctis,Fowlea piscator,0
919,Hoplobatrachus tigerinus,Fowlea piscator,0
920,Hoplobatrachus crassus,Fowlea piscator,0
921,Uperodon systoma,Fowlea piscator,0
922,Hylarana tytleri,Fowlea piscator,0
923,Big fish juveniles,Fowlea piscator,0
924,Parambassis baculis,Bungarus fasciatus,0
925,Aplocheilus panchax,Bungarus fasciatus,0
926,Badis badis,Bungarus fasciatus,0
927,Puntius vittatus,Bungarus fasciatus,0
928,Rasbora daniconius,Bungarus fasciatus,0
929,Pethia phutunio,Bungarus fasciatus,0
930,Trichogaster lalius,Bungarus fasciatus,0
931,Trichogaster fasciata,Bungarus fasciatus,0
932,Duttaphrynus melanostictus,Bungarus fasciatus,0
933,Duttaphrynus scaber,Bungarus fasciatus,0
934,Fejervarya orissaensis,Bungarus fasciatus,0
935,Minervarya agricola,Bungarus fasciatus,0
936,Minervarya pierrei,Bungarus fasciatus,0
937,Euphlyctis cyanophlyctis,Bungarus fasciatus,0
938,Hoplobatrachus tigerinus,Bungarus fasciatus,0
939,Hoplobatrachus crassus,Bungarus fasciatus,0
940,Sphaerotheca breviceps,Bungarus fasciatus,0
941,Sphaerotheca rolandae,Bungarus fasciatus,0
942,Microhyla mymensinghensis,Bungarus fasciatus,0
943,Uperodon systoma,Bungarus fasciatus,0
944,Hylarana tytleri,Bungarus fasciatus,0
945,Polypedates maculatus,Bungarus fasciatus,0
946,Enhydris enhydris,Bungarus fasciatus,0
947,Fowlea piscator,Bungarus fasciatus,0
948,Big fish juveniles,Bungarus fasciatus,0
949,Duttaphrynus melanostictus,Naja naja,0
950,Duttaphrynus scaber,Naja naja,0
951,Fejervarya orissaensis,Naja naja,0
952,Minervarya agricola,Naja naja,0
953,Minervarya pierrei,Naja naja,0
954,Euphlyctis cyanophlyctis,Naja naja,0
955,Hoplobatrachus tigerinus,Naja naja,0
956,Hoplobatrachus crassus,Naja naja,0
957,Sphaerotheca breviceps,Naja naja,0
958,Sphaerotheca rolandae,Naja naja,0
959,Microhyla mymensinghensis,Naja naja,0
960,Uperodon systoma,Naja naja,0
961,Hylarana tytleri,Naja naja,0
962,Duttaphrynus melanostictus,Lissemys punctata,0
963,Duttaphrynus scaber,Lissemys punctata,0
964,Fejervarya orissaensis,Lissemys punctata,0
965,Minervarya agricola,Lissemys punctata,0
966,Minervarya pierrei,Lissemys punctata,0
967,Euphlyctis cyanophlyctis,Lissemys punctata,0
968,Hoplobatrachus tigerinus,Lissemys punctata,0
969,Hoplobatrachus crassus,Lissemys punctata,0
970,Sphaerotheca breviceps,Lissemys punctata,0
971,Sphaerotheca rolandae,Lissemys punctata,0
972,Microhyla mymensinghensis,Lissemys punctata,0
973,Uperodon systoma,Lissemys punctata,0
974,Hylarana tytleri,Lissemys punctata,0
975,Polypedates maculatus,Lissemys punctata,0
976,Parambassis baculis,Lissemys punctata,0
977,Aplocheilus panchax,Lissemys punctata,0
978,Badis badis,Lissemys punctata,0
979,Puntius vittatus,Lissemys punctata,0
980,Rasbora daniconius,Lissemys punctata,0
981,Pethia phutunio,Lissemys punctata,0
982,Trichogaster lalius,Lissemys punctata,0
983,Trichogaster fasciata,Lissemys punctata,0
984,Macrobrachium malcolmsonii,Lissemys punctata,0
985,Macrobrachium rosenbergii,Lissemys punctata,0
986,Macrobrachium rude,Lissemys punctata,0
987,Macrobrachium equidens,Lissemys punctata,0
988,Coracias benghalensis,Lissemys punctata,0
989,Diplonychus rusticus,Lissemys punctata,0
990,Aquarius adelaides,Lissemys punctata,0
991,Limnogonus fossarum,Lissemys punctata,0
992,Laccotrephes griseus,Lissemys punctata,0
993,Laccotrephes ruber,Lissemys punctata,0
994,Ranatra elongata,Lissemys punctata,0
995,Ranatra filiformis,Lissemys punctata,0
996,Ranatra varipes,Lissemys punctata,0
997,Anisops campbelli,Lissemys punctata,0
998,Hydrovatus confertus,Lissemys punctata,0
999,Detritus,Lissemys punctata,0
1000,Herbaceous aquatic plants,Lissemys punctata,0
1001,Big fish juveniles,Lissemys punctata,0
1002,Mosquito larvae,Parambassis baculis,0
1003,Diplonychus annulatus,Parambassis baculis,0
1004,Diplonychus rusticus,Parambassis baculis,0
1005,Aquarius adelaides,Parambassis baculis,0
1006,Limnogonus fossarum,Parambassis baculis,0
1007,Laccotrephes griseus,Parambassis baculis,0
1008,Laccotrephes ruber,Parambassis baculis,0
1009,Ranatra elongata,Parambassis baculis,0
1010,Ranatra filiformis,Parambassis baculis,0
1011,Ranatra varipes,Parambassis baculis,0
1012,Anisops campbelli,Parambassis baculis,0
1013,Hydrovatus confertus,Parambassis baculis,0
1014,Diplonychus annulatus,Aplocheilus panchax,0
1015,Diplonychus rusticus,Aplocheilus panchax,0
1016,Aquarius adelaides,Aplocheilus panchax,0
1017,Limnogonus fossarum,Aplocheilus panchax,0
1018,Laccotrephes griseus,Aplocheilus panchax,0
1019,Laccotrephes ruber,Aplocheilus panchax,0
1020,Ranatra elongata,Aplocheilus panchax,0
1021,Ranatra filiformis,Aplocheilus panchax,0
1022,Ranatra varipes,Aplocheilus panchax,0
1023,Anisops campbelli,Aplocheilus panchax,0
1024,Hydrovatus confertus,Aplocheilus panchax,0
1025,Macrobrachium malcolmsonii,Netuma thalassina,0
1026,Macrobrachium rosenbergii,Netuma thalassina,0
1027,Macrobrachium rude,Netuma thalassina,0
1028,Macrobrachium equidens,Netuma thalassina,0
1029,Parambassis baculis,Netuma thalassina,0
1030,Aplocheilus panchax,Netuma thalassina,0
1031,Netuma thalassina,Netuma thalassina,0
1032,Badis badis,Netuma thalassina,0
1033,Mystus tengara,Netuma thalassina,0
1034,Mystus vittatus,Netuma thalassina,0
1035,Xenentodon cancila,Netuma thalassina,0
1036,Channa punctata,Netuma thalassina,0
1037,Channa striata,Netuma thalassina,0
1038,Channa gachua,Netuma thalassina,0
1039,Oreochromis niloticus,Netuma thalassina,0
1040,Puntius vittatus,Netuma thalassina,0
1041,Rasbora daniconius,Netuma thalassina,0
1042,Pethia phutunio,Netuma thalassina,0
1043,Glossogobius giuris,Netuma thalassina,0
1044,Heteropneustes fossilis,Netuma thalassina,0
1045,Macrognathus pancalus,Netuma thalassina,0
1046,Mastacembelus armatus,Netuma thalassina,0
1047,Notopterus notopterus,Netuma thalassina,0
1048,Trichogaster lalius,Netuma thalassina,0
1049,Trichogaster fasciata,Netuma thalassina,0
1050,Big fish juveniles,Netuma thalassina,0
1051,Macrobrachium malcolmsonii,Badis badis,0
1052,Macrobrachium rosenbergii,Badis badis,0
1053,Macrobrachium rude,Badis badis,0
1054,Macrobrachium equidens,Badis badis,0
1055,Diplonychus annulatus,Badis badis,0
1056,Diplonychus rusticus,Badis badis,0
1057,Aquarius adelaides,Badis badis,0
1058,Limnogonus fossarum,Badis badis,0
1059,Laccotrephes griseus,Badis badis,0
1060,Laccotrephes ruber,Badis badis,0
1061,Ranatra elongata,Badis badis,0
1062,Ranatra filiformis,Badis badis,0
1063,Ranatra varipes,Badis badis,0
1064,Anisops campbelli,Badis badis,0
1065,Hydrovatus confertus,Badis badis,0
1066,Arcella discoides,Badis badis,0
1067,Centropyxis aculeata,Badis badis,0
1068,Brachionus calyciflorus,Badis badis,0
1069,Brachionus forficula,Badis badis,0
1070,Keratella lenzi,Badis badis,0
1071,Lecane aculeata,Badis badis,0
1072,Lecane bulla,Badis badis,0
1073,Asplanchna brightwelli,Badis badis,0
1074,Mesocyclops leukarti,Badis badis,0
1075,Scapholeberis kingi,Badis badis,0
1076,Macrothrix spinosa,Badis badis,0
1077,Macrothrix goeldi,Badis badis,0
1078,Alona pulchella,Badis badis,0
1079,Coronatella rectangula,Badis badis,0
1080,Arcella discoides,Mystus tengara,0
1081,Centropyxis aculeata,Mystus tengara,0
1082,Brachionus calyciflorus,Mystus tengara,0
1083,Brachionus forficula,Mystus tengara,0
1084,Keratella lenzi,Mystus tengara,0
1085,Lecane aculeata,Mystus tengara,0
1086,Lecane bulla,Mystus tengara,0
1087,Asplanchna brightwelli,Mystus tengara,0
1088,Mesocyclops leukarti,Mystus tengara,0
1089,Scapholeberis kingi,Mystus tengara,0
1090,Macrothrix spinosa,Mystus tengara,0
1091,Macrothrix goeldi,Mystus tengara,0
1092,Alona pulchella,Mystus tengara,0
1093,Coronatella rectangula,Mystus tengara,0
1094,Arcella discoides,Mystus vittatus,0
1095,Centropyxis aculeata,Mystus vittatus,0
1096,Brachionus calyciflorus,Mystus vittatus,0
1097,Brachionus forficula,Mystus vittatus,0
1098,Keratella lenzi,Mystus vittatus,0
1099,Lecane aculeata,Mystus vittatus,0
1100,Lecane bulla,Mystus vittatus,0
1101,Asplanchna brightwelli,Mystus vittatus,0
1102,Mesocyclops leukarti,Mystus vittatus,0
1103,Scapholeberis kingi,Mystus vittatus,0
1104,Macrothrix spinosa,Mystus vittatus,0
1105,Macrothrix goeldi,Mystus vittatus,0
1106,Alona pulchella,Mystus vittatus,0
1107,Coronatella rectangula,Mystus vittatus,0
1108,Green Algae,Mystus vittatus,0
1109,Macrobrachium malcolmsonii,Xenentodon cancila,0
1110,Macrobrachium rosenbergii,Xenentodon cancila,0
1111,Macrobrachium rude,Xenentodon cancila,0
1112,Macrobrachium equidens,Xenentodon cancila,0
1113,Diplonychus annulatus,Xenentodon cancila,0
1114,Diplonychus rusticus,Xenentodon cancila,0
1115,Aquarius adelaides,Xenentodon cancila,0
1116,Limnogonus fossarum,Xenentodon cancila,0
1117,Laccotrephes griseus,Xenentodon cancila,0
1118,Laccotrephes ruber,Xenentodon cancila,0
1119,Ranatra elongata,Xenentodon cancila,0
1120,Ranatra filiformis,Xenentodon cancila,0
1121,Ranatra varipes,Xenentodon cancila,0
1122,Anisops campbelli,Xenentodon cancila,0
1123,Hydrovatus confertus,Xenentodon cancila,0
1124,Macrobrachium malcolmsonii,Channa punctata,0
1125,Macrobrachium rosenbergii,Channa punctata,0
1126,Macrobrachium rude,Channa punctata,0
1127,Macrobrachium equidens,Channa punctata,0
1128,Diplonychus annulatus,Channa punctata,0
1129,Diplonychus rusticus,Channa punctata,0
1130,Aquarius adelaides,Channa punctata,0
1131,Limnogonus fossarum,Channa punctata,0
1132,Laccotrephes griseus,Channa punctata,0
1133,Laccotrephes ruber,Channa punctata,0
1134,Ranatra elongata,Channa punctata,0
1135,Ranatra filiformis,Channa punctata,0
1136,Ranatra varipes,Channa punctata,0
1137,Anisops campbelli,Channa punctata,0
1138,Hydrovatus confertus,Channa punctata,0
1139,Green Algae,Channa punctata,0
