,from,to,link_type
564,Euphlyctis cyanophlyctis,Mycteria leucocephala,0
565,Hoplobatrachus tigerinus,Mycteria leucocephala,0
566,Microhyla mymensinghensis,Mycteria leucocephala,0
567,Polypedates maculatus,Mycteria leucocephala,0
568,Diplonychus annulatus,Mycteria leucocephala,0
569,Diplonychus rusticus,Mycteria leucocephala,0
570,Aquarius adelaides,Mycteria leucocephala,0
571,Limnogonus fossarum,Mycteria leucocephala,0
572,Laccotrephes griseus,Mycteria leucocephala,0
573,Laccotrephes ruber,Mycteria leucocephala,0
574,Ranatra elongata,Mycteria leucocephala,0
575,Ranatra filiformis,Mycteria leucocephala,0
576,Ranatra varipes,Mycteria leucocephala,0
577,Anisops campbelli,Mycteria leucocephala,0
578,Hydrovatus confertus,Mycteria leucocephala,0
579,Big fish juveniles,Mycteria leucocephala,0
580,Tadploes,Mycteria leucocephala,0
581,Parambassis baculis,Anhinga melanogaster,0
582,Aplocheilus panchax,Anhinga melanogaster,0
583,Badis badis,Anhinga melanogaster,0
584,Puntius vittatus,Anhinga melanogaster,0
585,Rasbora daniconius,Anhinga melanogaster,0
586,Pethia phutunio,Anhinga melanogaster,0
587,Trichogaster lalius,Anhinga melanogaster,0
588,Trichogaster fasciata,Anhinga melanogaster,0
589,Big fish juveniles,Anhinga melanogaster,0
590,Parambassis baculis,Microcarbo niger,0
591,Aplocheilus panchax,Microcarbo niger,0
592,Badis badis,Microcarbo niger,0
593,Puntius vittatus,Microcarbo niger,0
594,Rasbora daniconius,Microcarbo niger,0
595,Pethia phutunio,Microcarbo niger,0
596,Trichogaster lalius,Microcarbo niger,0
597,Trichogaster fasciata,Microcarbo niger,0
598,Tadploes,Microcarbo niger,0
599,Duttaphrynus melanostictus,Microcarbo niger,0
600,Minervarya agricola,Microcarbo niger,0
601,Euphlyctis cyanophlyctis,Microcarbo niger,0
602,Hoplobatrachus tigerinus,Microcarbo niger,0
603,Microhyla mymensinghensis,Microcarbo niger,0
604,Polypedates maculatus,Microcarbo niger,0
605,Macrobrachium malcolmsonii,Microcarbo niger,0
606,Macrobrachium rosenbergii,Microcarbo niger,0
607,Macrobrachium rude,Microcarbo niger,0
608,Macrobrachium equidens,Microcarbo niger,0
609,Big fish juveniles,Microcarbo niger,0
610,Parambassis baculis,Phalacrocorax fuscicollis,0
611,Aplocheilus panchax,Phalacrocorax fuscicollis,0
612,Badis badis,Phalacrocorax fuscicollis,0
613,Puntius vittatus,Phalacrocorax fuscicollis,0
614,Rasbora daniconius,Phalacrocorax fuscicollis,0
615,Pethia phutunio,Phalacrocorax fuscicollis,0
616,Trichogaster lalius,Phalacrocorax fuscicollis,0
617,Trichogaster fasciata,Phalacrocorax fuscicollis,0
618,Big fish juveniles,Phalacrocorax fuscicollis,0
619,Parambassis baculis,Ardea cinerea,0
620,Aplocheilus panchax,Ardea cinerea,0
621,Netuma thalassina,Ardea cinerea,0
622,Badis badis,Ardea cinerea,0
623,Mystus tengara,Ardea cinerea,0
624,Mystus vittatus,Ardea cinerea,0
625,Xenentodon cancila,Ardea cinerea,0
626,Channa punctata,Ardea cinerea,0
627,Channa striata,Ardea cinerea,0
628,Channa gachua,Ardea cinerea,0
629,Oreochromis niloticus,Ardea cinerea,0
630,Puntius vittatus,Ardea cinerea,0
631,Rasbora daniconius,Ardea cinerea,0
632,Pethia phutunio,Ardea cinerea,0
633,Glossogobius giuris,Ardea cinerea,0
634,Heteropneustes fossilis,Ardea cinerea,0
635,Macrognathus pancalus,Ardea cinerea,0
636,Mastacembelus armatus,Ardea cinerea,0
637,Notopterus notopterus,Ardea cinerea,0
638,Trichogaster lalius,Ardea cinerea,0
639,Trichogaster fasciata,Ardea cinerea,0
640,Duttaphrynus melanostictus,Ardea cinerea,0
641,Minervarya agricola,Ardea cinerea,0
642,Euphlyctis cyanophlyctis,Ardea cinerea,0
643,Hoplobatrachus tigerinus,Ardea cinerea,0
644,Microhyla mymensinghensis,Ardea cinerea,0
645,Polypedates maculatus,Ardea cinerea,0
646,Diplonychus annulatus,Ardea cinerea,0
647,Diplonychus rusticus,Ardea cinerea,0
648,Aquarius adelaides,Ardea cinerea,0
649,Limnogonus fossarum,Ardea cinerea,0
650,Laccotrephes griseus,Ardea cinerea,0
651,Laccotrephes ruber,Ardea cinerea,0
652,Ranatra elongata,Ardea cinerea,0
653,Ranatra filiformis,Ardea cinerea,0
654,Ranatra varipes,Ardea cinerea,0
655,Anisops campbelli,Ardea cinerea,0
656,Hydrovatus confertus,Ardea cinerea,0
657,Macrobrachium malcolmsonii,Ardea cinerea,0
658,Macrobrachium rosenbergii,Ardea cinerea,0
659,Macrobrachium rude,Ardea cinerea,0
660,Macrobrachium equidens,Ardea cinerea,0
661,Big fish juveniles,Ardea cinerea,0
662,Parambassis baculis,Ardea purpurea,0
663,Aplocheilus panchax,Ardea purpurea,0
664,Badis badis,Ardea purpurea,0
665,Puntius vittatus,Ardea purpurea,0
666,Rasbora daniconius,Ardea purpurea,0
667,Pethia phutunio,Ardea purpurea,0
668,Trichogaster lalius,Ardea purpurea,0
669,Trichogaster fasciata,Ardea purpurea,0
670,Enhydris enhydris,Ardea purpurea,0
671,Fowlea piscator,Ardea purpurea,0
672,Duttaphrynus melanostictus,Ardea purpurea,0
673,Minervarya agricola,Ardea purpurea,0
674,Euphlyctis cyanophlyctis,Ardea purpurea,0
675,Hoplobatrachus tigerinus,Ardea purpurea,0
676,Microhyla mymensinghensis,Ardea purpurea,0
677,Polypedates maculatus,Ardea purpurea,0
678,Diplonychus annulatus,Ardea purpurea,0
679,Diplonychus rusticus,Ardea purpurea,0
680,Aquarius adelaides,Ardea purpurea,0
681,Limnogonus fossarum,Ardea purpurea,0
682,Laccotrephes griseus,Ardea purpurea,0
683,Laccotrephes ruber,Ardea purpurea,0
684,Ranatra elongata,Ardea purpurea,0
685,Ranatra filiformis,Ardea purpurea,0
686,Ranatra varipes,Ardea purpurea,0
687,Anisops campbelli,Ardea purpurea,0
688,Hydrovatus confertus,Ardea purpurea,0
689,Big fish juveniles,Ardea purpurea,0
690,Parambassis baculis,Ardea alba,0
691,Aplocheilus panchax,Ardea alba,0
692,Badis badis,Ardea alba,0
693,Puntius vittatus,Ardea alba,0
694,Rasbora daniconius,Ardea alba,0
695,Pethia phutunio,Ardea alba,0
696,Trichogaster lalius,Ardea alba,0
697,Trichogaster fasciata,Ardea alba,0
698,Duttaphrynus melanostictus,Ardea alba,0
699,Minervarya agricola,Ardea alba,0
700,Euphlyctis cyanophlyctis,Ardea alba,0
701,Hoplobatrachus tigerinus,Ardea alba,0
702,Microhyla mymensinghensis,Ardea alba,0
703,Polypedates maculatus,Ardea alba,0
704,Diplonychus annulatus,Ardea alba,0
705,Diplonychus rusticus,Ardea alba,0
706,Aquarius adelaides,Ardea alba,0
707,Limnogonus fossarum,Ardea alba,0
708,Laccotrephes griseus,Ardea alba,0
709,Laccotrephes ruber,Ardea alba,0
710,Ranatra elongata,Ardea alba,0
711,Ranatra filiformis,Ardea alba,0
712,Ranatra varipes,Ardea alba,0
713,Anisops campbelli,Ardea alba,0
714,Hydrovatus confertus,Ardea alba,0
715,Big fish juveniles,Ardea alba,0
716,Parambassis baculis,Ardea intermedia,0
717,Aplocheilus panchax,Ardea intermedia,0
718,Badis badis,Ardea intermedia,0
719,Puntius vittatus,Ardea intermedia,0
720,Rasbora daniconius,Ardea intermedia,0
721,Pethia phutunio,Ardea intermedia,0
722,Trichogaster lalius,Ardea intermedia,0
723,Trichogaster fasciata,Ardea intermedia,0
724,Duttaphrynus melanostictus,Ardea intermedia,0
725,Minervarya agricola,Ardea intermedia,0
726,Euphlyctis cyanophlyctis,Ardea intermedia,0
727,Hoplobatrachus tigerinus,Ardea intermedia,0
728,Microhyla mymensinghensis,Ardea intermedia,0
729,Polypedates maculatus,Ardea intermedia,0
730,Diplonychus annulatus,Ardea intermedia,0
731,Diplonychus rusticus,Ardea intermedia,0
732,Aquarius adelaides,Ardea intermedia,0
733,Limnogonus fossarum,Ardea intermedia,0
734,Laccotrephes griseus,Ardea intermedia,0
735,Laccotrephes ruber,Ardea intermedia,0
736,Ranatra elongata,Ardea intermedia,0
737,Ranatra filiformis,Ardea intermedia,0
738,Ranatra varipes,Ardea intermedia,0
739,Anisops campbelli,Ardea intermedia,0
740,Hydrovatus confertus,Ardea intermedia,0
741,Big fish juveniles,Ardea intermedia,0
742,Parambassis baculis,Egretta garzetta,0
743,Aplocheilus panchax,Egretta garzetta,0
744,Badis badis,Egretta garzetta,0
745,Puntius vittatus,Egretta garzetta,0
746,Rasbora daniconius,Egretta garzetta,0
747,Pethia phutunio,Egretta garzetta,0
748,Trichogaster lalius,Egretta garzetta,0
749,Trichogaster fasciata,Egretta garzetta,0
750,Duttaphrynus melanostictus,Egretta garzetta,0
751,Minervarya agricola,Egretta garzetta,0
752,Euphlyctis cyanophlyctis,Egretta garzetta,0
753,Hoplobatrachus tigerinus,Egretta garzetta,0
754,Microhyla mymensinghensis,Egretta garzetta,0
755,Polypedates maculatus,Egretta garzetta,0
756,Diplonychus annulatus,Egretta garzetta,0
757,Diplonychus rusticus,Egretta garzetta,0
758,Aquarius adelaides,Egretta garzetta,0
759,Limnogonus fossarum,Egretta garzetta,0
760,Laccotrephes griseus,Egretta garzetta,0
761,Laccotrephes ruber,Egretta garzetta,0
762,Ranatra elongata,Egretta garzetta,0
763,Ranatra filiformis,Egretta garzetta,0
764,Ranatra varipes,Egretta garzetta,0
765,Anisops campbelli,Egretta garzetta,0
766,Hydrovatus confertus,Egretta garzetta,0
767,Macrobrachium malcolmsonii,Egretta garzetta,0
768,Macrobrachium rosenbergii,Egretta garzetta,0
769,Macrobrachium rude,Egretta garzetta,0
770,Macrobrachium equidens,Egretta garzetta,0
771,Big fish juveniles,Egretta garzetta,0
772,Parambassis baculis,Bubulcus ibis,0
773,Aplocheilus panchax,Bubulcus ibis,0
774,Badis badis,Bubulcus ibis,0
775,Puntius vittatus,Bubulcus ibis,0
776,Rasbora daniconius,Bubulcus ibis,0
777,Pethia phutunio,Bubulcus ibis,0
778,Trichogaster lalius,Bubulcus ibis,0
779,Trichogaster fasciata,Bubulcus ibis,0
780,Diplonychus annulatus,Bubulcus ibis,0
781,Diplonychus rusticus,Bubulcus ibis,0
782,Aquarius adelaides,Bubulcus ibis,0
783,Limnogonus fossarum,Bubulcus ibis,0
784,Laccotrephes griseus,Bubulcus ibis,0
785,Laccotrephes ruber,Bubulcus ibis,0
786,Ranatra elongata,Bubulcus ibis,0
787,Ranatra filiformis,Bubulcus ibis,0
788,Ranatra varipes,Bubulcus ibis,0
789,Anisops campbelli,Bubulcus ibis,0
790,Hydrovatus confertus,Bubulcus ibis,0
791,Big fish juveniles,Bubulcus ibis,0
792,Parambassis baculis,Ardeola grayii,0
793,Aplocheilus panchax,Ardeola grayii,0
794,Badis badis,Ardeola grayii,0
795,Puntius vittatus,Ardeola grayii,0
796,Rasbora daniconius,Ardeola grayii,0
797,Pethia phutunio,Ardeola grayii,0
798,Trichogaster lalius,Ardeola grayii,0
799,Trichogaster fasciata,Ardeola grayii,0
800,Duttaphrynus melanostictus,Ardeola grayii,0
801,Minervarya agricola,Ardeola grayii,0
802,Euphlyctis cyanophlyctis,Ardeola grayii,0
803,Hoplobatrachus tigerinus,Ardeola grayii,0
804,Microhyla mymensinghensis,Ardeola grayii,0
805,Polypedates maculatus,Ardeola grayii,0
806,Diplonychus annulatus,Ardeola grayii,0
807,Diplonychus rusticus,Ardeola grayii,0
808,Aquarius adelaides,Ardeola grayii,0
809,Limnogonus fossarum,Ardeola grayii,0
810,Laccotrephes griseus,Ardeola grayii,0
811,Laccotrephes ruber,Ardeola grayii,0
812,Ranatra elongata,Ardeola grayii,0
813,Ranatra filiformis,Ardeola grayii,0
814,Ranatra varipes,Ardeola grayii,0
815,Anisops campbelli,Ardeola grayii,0
816,Hydrovatus confertus,Ardeola grayii,0
817,Macrobrachium malcolmsonii,Ardeola grayii,0
818,Macrobrachium rosenbergii,Ardeola grayii,0
819,Macrobrachium rude,Ardeola grayii,0
820,Macrobrachium equidens,Ardeola grayii,0
821,Tadploes,Ardeola grayii,0
822,Big fish juveniles,Ardeola grayii,0
823,Parambassis baculis,Nycticorax nycticorax,0
824,Aplocheilus panchax,Nycticorax nycticorax,0
825,Badis badis,Nycticorax nycticorax,0
826,Puntius vittatus,Nycticorax nycticorax,0
827,Rasbora daniconius,Nycticorax nycticorax,0
828,Pethia phutunio,Nycticorax nycticorax,0
829,Trichogaster lalius,Nycticorax nycticorax,0
830,Trichogaster fasciata,Nycticorax nycticorax,0
831,Duttaphrynus melanostictus,Nycticorax nycticorax,0
832,Minervarya agricola,Nycticorax nycticorax,0
833,Euphlyctis cyanophlyctis,Nycticorax nycticorax,0
834,Hoplobatrachus tigerinus,Nycticorax nycticorax,0
835,Microhyla mymensinghensis,Nycticorax nycticorax,0
836,Polypedates maculatus,Nycticorax nycticorax,0
837,Diplonychus annulatus,Nycticorax nycticorax,0
838,Diplonychus rusticus,Nycticorax nycticorax,0
839,Aquarius adelaides,Nycticorax nycticorax,0
840,Limnogonus fossarum,Nycticorax nycticorax,0
841,Laccotrephes griseus,Nycticorax nycticorax,0
842,Laccotrephes ruber,Nycticorax nycticorax,0
843,Ranatra elongata,Nycticorax nycticorax,0
844,Ranatra filiformis,Nycticorax nycticorax,0
845,Ranatra varipes,Nycticorax nycticorax,0
846,Anisops campbelli,Nycticorax nycticorax,0
847,Hydrovatus confertus,Nycticorax nycticorax,0
848,Big fish juveniles,Nycticorax nycticorax,0
849,Parambassis baculis,Plegadis falcinellus,0
850,Aplocheilus panchax,Plegadis falcinellus,0
851,Badis badis,Plegadis falcinellus,0
852,Puntius vittatus,Plegadis falcinellus,0
853,Rasbora daniconius,Plegadis falcinellus,0
854,Pethia phutunio,Plegadis falcinellus,0
855,Trichogaster lalius,Plegadis falcinellus,0
856,Trichogaster fasciata,Plegadis falcinellus,0
857,Big fish juveniles,Plegadis falcinellus,0
858,Duttaphrynus melanostictus,Plegadis falcinellus,0
859,Minervarya agricola,Plegadis falcinellus,0
860,Euphlyctis cyanophlyctis,Plegadis falcinellus,0
861,Hoplobatrachus tigerinus,Plegadis falcinellus,0
862,Microhyla mymensinghensis,Plegadis falcinellus,0
863,Polypedates maculatus,Plegadis falcinellus,0
865,Enhydris enhydris,Plegadis falcinellus,0
866,Fowlea piscator,Plegadis falcinellus,0
867,Parambassis baculis,Threskiornis melanocephalus,0
868,Aplocheilus panchax,Threskiornis melanocephalus,0
869,Badis badis,Threskiornis melanocephalus,0
870,Puntius vittatus,Threskiornis melanocephalus,0
871,Rasbora daniconius,Threskiornis melanocephalus,0
872,Pethia phutunio,Threskiornis melanocephalus,0
873,Trichogaster lalius,Threskiornis melanocephalus,0
874,Minervarya agricola,Threskiornis melanocephalus,0
875,Euphlyctis cyanophlyctis,Threskiornis melanocephalus,0
876,Hoplobatrachus tigerinus,Threskiornis melanocephalus,0
877,Microhyla mymensinghensis,Threskiornis melanocephalus,0
878,Polypedates maculatus,Threskiornis melanocephalus,0
879,Diplonychus annulatus,Threskiornis melanocephalus,0
880,Diplonychus rusticus,Threskiornis melanocephalus,0
881,Aquarius adelaides,Threskiornis melanocephalus,0
882,Limnogonus fossarum,Threskiornis melanocephalus,0
883,Laccotrephes griseus,Threskiornis melanocephalus,0
884,Laccotrephes ruber,Threskiornis melanocephalus,0
885,Ranatra elongata,Threskiornis melanocephalus,0
886,Ranatra filiformis,Threskiornis melanocephalus,0
887,Ranatra varipes,Threskiornis melanocephalus,0
888,Anisops campbelli,Threskiornis melanocephalus,0
889,Hydrovatus confertus,Threskiornis melanocephalus,0
890,Big fish juveniles,Threskiornis melanocephalus,0
891,Parambassis baculis,Haliaeetus leucogaster,0
892,Aplocheilus panchax,Haliaeetus leucogaster,0
893,Netuma thalassina,Haliaeetus leucogaster,0
894,Badis badis,Haliaeetus leucogaster,0
895,Mystus tengara,Haliaeetus leucogaster,0
896,Mystus vittatus,Haliaeetus leucogaster,0
897,Xenentodon cancila,Haliaeetus leucogaster,0
898,Channa punctata,Haliaeetus leucogaster,0
899,Channa striata,Haliaeetus leucogaster,0
900,Channa gachua,Haliaeetus leucogaster,0
901,Oreochromis niloticus,Haliaeetus leucogaster,0
902,Puntius vittatus,Haliaeetus leucogaster,0
903,Rasbora daniconius,Haliaeetus leucogaster,0
904,Pethia phutunio,Haliaeetus leucogaster,0
905,Glossogobius giuris,Haliaeetus leucogaster,0
906,Heteropneustes fossilis,Haliaeetus leucogaster,0
907,Macrognathus pancalus,Haliaeetus leucogaster,0
908,Mastacembelus armatus,Haliaeetus leucogaster,0
909,Notopterus notopterus,Haliaeetus leucogaster,0
910,Trichogaster lalius,Haliaeetus leucogaster,0
911,Trichogaster fasciata,Haliaeetus leucogaster,0
912,Enhydris enhydris,Haliaeetus leucogaster,0
913,Fowlea piscator,Haliaeetus leucogaster,0
914,Naja naja,Haliaeetus leucogaster,0
915,Big fish juveniles,Haliaeetus leucogaster,0
916,Enhydris enhydris,Spilornis cheela,0
917,Fowlea piscator,Spilornis cheela,0
918,Naja naja,Spilornis cheela,0
919,Duttaphrynus melanostictus,Circus aeruginosus,0
920,Minervarya agricola,Circus aeruginosus,0
921,Euphlyctis cyanophlyctis,Circus aeruginosus,0
922,Hoplobatrachus tigerinus,Circus aeruginosus,0
923,Microhyla mymensinghensis,Circus aeruginosus,0
924,Polypedates maculatus,Circus aeruginosus,0
925,Mastacembelus armatus,Circus aeruginosus,0
926,Notopterus notopterus,Circus aeruginosus,0
927,Carp sp.,Circus aeruginosus,0
928,Parambassis baculis,Alcedo atthis,0
929,Aplocheilus panchax,Alcedo atthis,0
930,Badis badis,Alcedo atthis,0
931,Puntius vittatus,Alcedo atthis,0
932,Rasbora daniconius,Alcedo atthis,0
933,Pethia phutunio,Alcedo atthis,0
934,Trichogaster lalius,Alcedo atthis,0
935,Trichogaster fasciata,Alcedo atthis,0
936,Tadploes,Alcedo atthis,0
937,Minervarya agricola,Alcedo atthis,0
938,Microhyla mymensinghensis,Alcedo atthis,0
939,Polypedates maculatus,Alcedo atthis,0
940,Diplonychus annulatus,Alcedo atthis,0
941,Diplonychus rusticus,Alcedo atthis,0
942,Aquarius adelaides,Alcedo atthis,0
943,Limnogonus fossarum,Alcedo atthis,0
944,Laccotrephes griseus,Alcedo atthis,0
945,Laccotrephes ruber,Alcedo atthis,0
946,Ranatra elongata,Alcedo atthis,0
947,Ranatra filiformis,Alcedo atthis,0
948,Ranatra varipes,Alcedo atthis,0
949,Anisops campbelli,Alcedo atthis,0
950,Hydrovatus confertus,Alcedo atthis,0
951,Big fish juveniles,Alcedo atthis,0
952,Parambassis baculis,Halcyon smyrnensis,0
953,Aplocheilus panchax,Halcyon smyrnensis,0
954,Badis badis,Halcyon smyrnensis,0
955,Puntius vittatus,Halcyon smyrnensis,0
956,Rasbora daniconius,Halcyon smyrnensis,0
957,Pethia phutunio,Halcyon smyrnensis,0
958,Trichogaster lalius,Halcyon smyrnensis,0
959,Trichogaster fasciata,Halcyon smyrnensis,0
960,Tadploes,Halcyon smyrnensis,0
961,Minervarya agricola,Halcyon smyrnensis,0
962,Microhyla mymensinghensis,Halcyon smyrnensis,0
963,Polypedates maculatus,Halcyon smyrnensis,0
964,Diplonychus annulatus,Halcyon smyrnensis,0
965,Diplonychus rusticus,Halcyon smyrnensis,0
966,Aquarius adelaides,Halcyon smyrnensis,0
967,Limnogonus fossarum,Halcyon smyrnensis,0
968,Laccotrephes griseus,Halcyon smyrnensis,0
969,Laccotrephes ruber,Halcyon smyrnensis,0
970,Ranatra elongata,Halcyon smyrnensis,0
971,Ranatra filiformis,Halcyon smyrnensis,0
972,Ranatra varipes,Halcyon smyrnensis,0
973,Anisops campbelli,Halcyon smyrnensis,0
974,Hydrovatus confertus,Halcyon smyrnensis,0
975,Big fish juveniles,Halcyon smyrnensis,0
976,Parambassis baculis,Ceryle rudis,0
977,Aplocheilus panchax,Ceryle rudis,0
978,Badis badis,Ceryle rudis,0
979,Puntius vittatus,Ceryle rudis,0
980,Rasbora daniconius,Ceryle rudis,0
981,Pethia phutunio,Ceryle rudis,0
982,Trichogaster lalius,Ceryle rudis,0
983,Trichogaster fasciata,Ceryle rudis,0
984,Tadploes,Ceryle rudis,0
985,Minervarya agricola,Ceryle rudis,0
986,Microhyla mymensinghensis,Ceryle rudis,0
987,Polypedates maculatus,Ceryle rudis,0
988,Diplonychus annulatus,Ceryle rudis,0
989,Diplonychus rusticus,Ceryle rudis,0
990,Aquarius adelaides,Ceryle rudis,0
991,Limnogonus fossarum,Ceryle rudis,0
992,Laccotrephes griseus,Ceryle rudis,0
993,Laccotrephes ruber,Ceryle rudis,0
994,Ranatra elongata,Ceryle rudis,0
995,Ranatra filiformis,Ceryle rudis,0
996,Ranatra varipes,Ceryle rudis,0
997,Anisops campbelli,Ceryle rudis,0
998,Hydrovatus confertus,Ceryle rudis,0
999,Big fish juveniles,Ceryle rudis,0
1000,Odonata sp.,Merops orientalis,0
1001,Odonata sp.,Merops philippinus,0
1002,Odonata sp.,Coracias benghalensis,0
1003,Duttaphrynus melanostictus,Coracias benghalensis,0
1004,Minervarya agricola,Coracias benghalensis,0
1005,Euphlyctis cyanophlyctis,Coracias benghalensis,0
1006,Hoplobatrachus tigerinus,Coracias benghalensis,0
1007,Microhyla mymensinghensis,Coracias benghalensis,0
1008,Polypedates maculatus,Coracias benghalensis,0
1009,Enhydris enhydris,Coracias benghalensis,0
1010,Fowlea piscator,Coracias benghalensis,0
1011,Odonata sp.,Oriolus kundoo,0
1012,Odonata sp.,Oriolus xanthornus,0
1013,Odonata sp.,Dicrurus caerulescens,0
1014,Diplonychus annulatus,Hirundo rustica,0
1015,Diplonychus rusticus,Hirundo rustica,0
1016,Aquarius adelaides,Hirundo rustica,0
1017,Limnogonus fossarum,Hirundo rustica,0
1018,Laccotrephes griseus,Hirundo rustica,0
1019,Laccotrephes ruber,Hirundo rustica,0
1020,Ranatra elongata,Hirundo rustica,0
1021,Ranatra filiformis,Hirundo rustica,0
1022,Ranatra varipes,Hirundo rustica,0
1023,Anisops campbelli,Hirundo rustica,0
1024,Hydrovatus confertus,Hirundo rustica,0
1025,Duttaphrynus melanostictus,Acridotheres ginginianus,0
1026,Minervarya agricola,Acridotheres ginginianus,0
1027,Euphlyctis cyanophlyctis,Acridotheres ginginianus,0
1028,Hoplobatrachus tigerinus,Acridotheres ginginianus,0
1029,Microhyla mymensinghensis,Acridotheres ginginianus,0
1030,Polypedates maculatus,Acridotheres ginginianus,0
1031,Diplonychus annulatus,Motacilla citreola,0
1032,Diplonychus rusticus,Motacilla citreola,0
1033,Aquarius adelaides,Motacilla citreola,0
1034,Limnogonus fossarum,Motacilla citreola,0
1035,Laccotrephes griseus,Motacilla citreola,0
1036,Laccotrephes ruber,Motacilla citreola,0
1037,Ranatra elongata,Motacilla citreola,0
1038,Ranatra filiformis,Motacilla citreola,0
1039,Ranatra varipes,Motacilla citreola,0
1040,Anisops campbelli,Motacilla citreola,0
1041,Hydrovatus confertus,Motacilla citreola,0
1053,Diplonychus annulatus,Motacilla tschutschensis,0
1054,Diplonychus rusticus,Motacilla tschutschensis,0
1055,Aquarius adelaides,Motacilla tschutschensis,0
1056,Limnogonus fossarum,Motacilla tschutschensis,0
1057,Laccotrephes griseus,Motacilla tschutschensis,0
1058,Laccotrephes ruber,Motacilla tschutschensis,0
1059,Ranatra elongata,Motacilla tschutschensis,0
1060,Ranatra filiformis,Motacilla tschutschensis,0
1061,Ranatra varipes,Motacilla tschutschensis,0
1062,Anisops campbelli,Motacilla tschutschensis,0
1063,Hydrovatus confertus,Motacilla tschutschensis,0
1064,Diplonychus annulatus,Motacilla alba,0
1065,Diplonychus rusticus,Motacilla alba,0
1066,Aquarius adelaides,Motacilla alba,0
1067,Limnogonus fossarum,Motacilla alba,0
1068,Laccotrephes griseus,Motacilla alba,0
1069,Laccotrephes ruber,Motacilla alba,0
1070,Ranatra elongata,Motacilla alba,0
1071,Ranatra filiformis,Motacilla alba,0
1072,Ranatra varipes,Motacilla alba,0
1073,Anisops campbelli,Motacilla alba,0
1074,Hydrovatus confertus,Motacilla alba,0
1075,Odonata sp.,Motacilla alba,0
1076,Diplonychus annulatus,Duttaphrynus melanostictus,0
1077,Diplonychus rusticus,Duttaphrynus melanostictus,0
1078,Aquarius adelaides,Duttaphrynus melanostictus,0
1079,Limnogonus fossarum,Duttaphrynus melanostictus,0
1080,Laccotrephes griseus,Duttaphrynus melanostictus,0
1081,Laccotrephes ruber,Duttaphrynus melanostictus,0
1082,Ranatra elongata,Duttaphrynus melanostictus,0
1083,Ranatra filiformis,Duttaphrynus melanostictus,0
1084,Ranatra varipes,Duttaphrynus melanostictus,0
1085,Anisops campbelli,Duttaphrynus melanostictus,0
1086,Hydrovatus confertus,Duttaphrynus melanostictus,0
1087,Diplonychus annulatus,Minervarya agricola,0
1088,Diplonychus rusticus,Minervarya agricola,0
1089,Aquarius adelaides,Minervarya agricola,0
1090,Limnogonus fossarum,Minervarya agricola,0
1091,Laccotrephes griseus,Minervarya agricola,0
1092,Laccotrephes ruber,Minervarya agricola,0
1093,Ranatra elongata,Minervarya agricola,0
1094,Ranatra filiformis,Minervarya agricola,0
1095,Ranatra varipes,Minervarya agricola,0
1096,Anisops campbelli,Minervarya agricola,0
1097,Hydrovatus confertus,Minervarya agricola,0
1098,Diplonychus annulatus,Euphlyctis cyanophlyctis,0
1099,Diplonychus rusticus,Euphlyctis cyanophlyctis,0
1100,Aquarius adelaides,Euphlyctis cyanophlyctis,0
1101,Limnogonus fossarum,Euphlyctis cyanophlyctis,0
1102,Laccotrephes griseus,Euphlyctis cyanophlyctis,0
1103,Laccotrephes ruber,Euphlyctis cyanophlyctis,0
1104,Ranatra elongata,Euphlyctis cyanophlyctis,0
1105,Ranatra filiformis,Euphlyctis cyanophlyctis,0
1106,Ranatra varipes,Euphlyctis cyanophlyctis,0
1107,Anisops campbelli,Euphlyctis cyanophlyctis,0
1108,Hydrovatus confertus,Euphlyctis cyanophlyctis,0
1109,Diplonychus annulatus,Hoplobatrachus tigerinus,0
1110,Diplonychus rusticus,Hoplobatrachus tigerinus,0
1111,Aquarius adelaides,Hoplobatrachus tigerinus,0
1112,Limnogonus fossarum,Hoplobatrachus tigerinus,0
1113,Laccotrephes griseus,Hoplobatrachus tigerinus,0
1114,Laccotrephes ruber,Hoplobatrachus tigerinus,0
1115,Ranatra elongata,Hoplobatrachus tigerinus,0
1116,Ranatra filiformis,Hoplobatrachus tigerinus,0
1117,Ranatra varipes,Hoplobatrachus tigerinus,0
1118,Anisops campbelli,Hoplobatrachus tigerinus,0
1119,Hydrovatus confertus,Hoplobatrachus tigerinus,0
1120,Duttaphrynus melanostictus,Hoplobatrachus tigerinus,0
1121,Minervarya agricola,Hoplobatrachus tigerinus,0
1122,Euphlyctis cyanophlyctis,Hoplobatrachus tigerinus,0
1123,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,0
1124,Microhyla mymensinghensis,Hoplobatrachus tigerinus,0
1125,Polypedates maculatus,Hoplobatrachus tigerinus,0
1126,Enhydris enhydris,Hoplobatrachus tigerinus,0
1127,Fowlea piscator,Hoplobatrachus tigerinus,0
1128,Diplonychus annulatus,Microhyla mymensinghensis,0
1129,Diplonychus rusticus,Microhyla mymensinghensis,0
1130,Aquarius adelaides,Microhyla mymensinghensis,0
1131,Limnogonus fossarum,Microhyla mymensinghensis,0
1132,Laccotrephes griseus,Microhyla mymensinghensis,0
1133,Laccotrephes ruber,Microhyla mymensinghensis,0
1134,Ranatra elongata,Microhyla mymensinghensis,0
1135,Ranatra filiformis,Microhyla mymensinghensis,0
