,from,to,link_type
1136,Ranatra varipes,Microhyla mymensinghensis,0
1137,Anisops campbelli,Microhyla mymensinghensis,0
1138,Hydrovatus confertus,Microhyla mymensinghensis,0
1139,Diplonychus annulatus,Polypedates maculatus,0
1140,Diplonychus rusticus,Polypedates maculatus,0
1141,Aquarius adelaides,Polypedates maculatus,0
1142,Limnogonus fossarum,Polypedates maculatus,0
1143,Laccotrephes griseus,Polypedates maculatus,0
1144,Laccotrephes ruber,Polypedates maculatus,0
1145,Ranatra elongata,Polypedates maculatus,0
1146,Ranatra filiformis,Polypedates maculatus,0
1147,Ranatra varipes,Polypedates maculatus,0
1148,Anisops campbelli,Polypedates maculatus,0
1149,Hydrovatus confertus,Polypedates maculatus,0
1150,Duttaphrynus melanostictus,Varanus bengalensis,0
1151,Minervarya agricola,Varanus bengalensis,0
1152,Euphlyctis cyanophlyctis,Varanus bengalensis,0
1153,Hoplobatrachus tigerinus,Varanus bengalensis,0
1154,Microhyla mymensinghensis,Varanus bengalensis,0
1155,Polypedates maculatus,Varanus bengalensis,0
1156,Fowlea piscator,Varanus bengalensis,0
1157,Parambassis baculis,Enhydris enhydris,0
1158,Aplocheilus panchax,Enhydris enhydris,0
1159,Badis badis,Enhydris enhydris,0
1160,Puntius vittatus,Enhydris enhydris,0
1161,Rasbora daniconius,Enhydris enhydris,0
1162,Pethia phutunio,Enhydris enhydris,0
1163,Trichogaster lalius,Enhydris enhydris,0
1164,Trichogaster fasciata,Enhydris enhydris,0
1165,Minervarya agricola,Enhydris enhydris,0
1166,Microhyla mymensinghensis,Enhydris enhydris,0
1167,Polypedates maculatus,Enhydris enhydris,0
1168,Big fish juveniles,Enhydris enhydris,0
1169,Parambassis baculis,Fowlea piscator,0
1170,Aplocheilus panchax,Fowlea piscator,0
1171,Badis badis,Fowlea piscator,0
1172,Puntius vittatus,Fowlea piscator,0
1173,Rasbora daniconius,Fowlea piscator,0
1174,Pethia phutunio,Fowlea piscator,0
1175,Trichogaster lalius,Fowlea piscator,0
1176,Trichogaster fasciata,Fowlea piscator,0
1177,Minervarya agricola,Fowlea piscator,0
1178,Euphlyctis cyanophlyctis,Fowlea piscator,0
1179,Hoplobatrachus tigerinus,Fowlea piscator,0
1180,Big fish juveniles,Fowlea piscator,0
1181,Duttaphrynus melanostictus,Naja naja,0
1182,Minervarya agricola,Naja naja,0
1183,Euphlyctis cyanophlyctis,Naja naja,0
1184,Hoplobatrachus tigerinus,Naja naja,0
1185,Microhyla mymensinghensis,Naja naja,0
1186,Duttaphrynus melanostictus,Lissemys punctata,0
1187,Minervarya agricola,Lissemys punctata,0
1188,Euphlyctis cyanophlyctis,Lissemys punctata,0
1189,Hoplobatrachus tigerinus,Lissemys punctata,0
1190,Microhyla mymensinghensis,Lissemys punctata,0
1191,Polypedates maculatus,Lissemys punctata,0
1192,Parambassis baculis,Lissemys punctata,0
1193,Aplocheilus panchax,Lissemys punctata,0
1194,Badis badis,Lissemys punctata,0
1195,Puntius vittatus,Lissemys punctata,0
1196,Rasbora daniconius,Lissemys punctata,0
1197,Pethia phutunio,Lissemys punctata,0
1198,Trichogaster lalius,Lissemys punctata,0
1199,Trichogaster fasciata,Lissemys punctata,0
1200,Macrobrachium malcolmsonii,Lissemys punctata,0
1201,Macrobrachium rosenbergii,Lissemys punctata,0
1202,Macrobrachium rude,Lissemys punctata,0
1203,Macrobrachium equidens,Lissemys punctata,0
1204,Coracias benghalensis,Lissemys punctata,0
1205,Diplonychus rusticus,Lissemys punctata,0
1206,Aquarius adelaides,Lissemys punctata,0
1207,Limnogonus fossarum,Lissemys punctata,0
1208,Laccotrephes griseus,Lissemys punctata,0
1209,Laccotrephes ruber,Lissemys punctata,0
1210,Ranatra elongata,Lissemys punctata,0
1211,Ranatra filiformis,Lissemys punctata,0
1212,Ranatra varipes,Lissemys punctata,0
1213,Anisops campbelli,Lissemys punctata,0
1214,Hydrovatus confertus,Lissemys punctata,0
1215,Detritus,Lissemys punctata,0
1216,Herbaceous aquatic plants,Lissemys punctata,0
1217,Big fish juveniles,Lissemys punctata,0
1218,Mosquito larvae,Parambassis baculis,0
1219,Diplonychus annulatus,Parambassis baculis,0
1220,Diplonychus rusticus,Parambassis baculis,0
1221,Aquarius adelaides,Parambassis baculis,0
1222,Limnogonus fossarum,Parambassis baculis,0
1223,Laccotrephes griseus,Parambassis baculis,0
1224,Laccotrephes ruber,Parambassis baculis,0
1225,Ranatra elongata,Parambassis baculis,0
1226,Ranatra filiformis,Parambassis baculis,0
1227,Ranatra varipes,Parambassis baculis,0
1228,Anisops campbelli,Parambassis baculis,0
1229,Hydrovatus confertus,Parambassis baculis,0
1230,Diplonychus annulatus,Aplocheilus panchax,0
1231,Diplonychus rusticus,Aplocheilus panchax,0
1232,Aquarius adelaides,Aplocheilus panchax,0
1233,Limnogonus fossarum,Aplocheilus panchax,0
1234,Laccotrephes griseus,Aplocheilus panchax,0
1235,Laccotrephes ruber,Aplocheilus panchax,0
1236,Ranatra elongata,Aplocheilus panchax,0
1237,Ranatra filiformis,Aplocheilus panchax,0
1238,Ranatra varipes,Aplocheilus panchax,0
1239,Anisops campbelli,Aplocheilus panchax,0
1240,Hydrovatus confertus,Aplocheilus panchax,0
1241,Macrobrachium malcolmsonii,Netuma thalassina,0
1242,Macrobrachium rosenbergii,Netuma thalassina,0
1243,Macrobrachium rude,Netuma thalassina,0
1244,Macrobrachium equidens,Netuma thalassina,0
1245,Parambassis baculis,Netuma thalassina,0
1246,Aplocheilus panchax,Netuma thalassina,0
1247,Netuma thalassina,Netuma thalassina,0
1248,Badis badis,Netuma thalassina,0
1249,Mystus tengara,Netuma thalassina,0
1250,Mystus vittatus,Netuma thalassina,0
1251,Xenentodon cancila,Netuma thalassina,0
1252,Channa punctata,Netuma thalassina,0
1253,Channa striata,Netuma thalassina,0
1254,Channa gachua,Netuma thalassina,0
1255,Oreochromis niloticus,Netuma thalassina,0
1256,Puntius vittatus,Netuma thalassina,0
1257,Rasbora daniconius,Netuma thalassina,0
1258,Pethia phutunio,Netuma thalassina,0
1259,Glossogobius giuris,Netuma thalassina,0
1260,Heteropneustes fossilis,Netuma thalassina,0
1261,Macrognathus pancalus,Netuma thalassina,0
1262,Mastacembelus armatus,Netuma thalassina,0
1263,Notopterus notopterus,Netuma thalassina,0
1264,Trichogaster lalius,Netuma thalassina,0
1265,Trichogaster fasciata,Netuma thalassina,0
1266,Big fish juveniles,Netuma thalassina,0
1267,Macrobrachium malcolmsonii,Badis badis,0
1268,Macrobrachium rosenbergii,Badis badis,0
1269,Macrobrachium rude,Badis badis,0
1270,Macrobrachium equidens,Badis badis,0
1271,Diplonychus annulatus,Badis badis,0
1272,Diplonychus rusticus,Badis badis,0
1273,Aquarius adelaides,Badis badis,0
1274,Limnogonus fossarum,Badis badis,0
1275,Laccotrephes griseus,Badis badis,0
1276,Laccotrephes ruber,Badis badis,0
1277,Ranatra elongata,Badis badis,0
1278,Ranatra filiformis,Badis badis,0
1279,Ranatra varipes,Badis badis,0
1280,Anisops campbelli,Badis badis,0
1281,Hydrovatus confertus,Badis badis,0
1282,Arcella discoides,Badis badis,0
1283,Centropyxis aculeata,Badis badis,0
1284,Brachionus calyciflorus,Badis badis,0
1285,Brachionus forficula,Badis badis,0
1286,Keratella lenzi,Badis badis,0
1287,Lecane aculeata,Badis badis,0
1288,Lecane bulla,Badis badis,0
1289,Asplanchna brightwelli,Badis badis,0
1290,Mesocyclops leukarti,Badis badis,0
1291,Scapholeberis kingi,Badis badis,0
1292,Macrothrix spinosa,Badis badis,0
1293,Macrothrix goeldi,Badis badis,0
1294,Alona pulchella,Badis badis,0
1295,Coronatella rectangula,Badis badis,0
1296,Arcella discoides,Mystus tengara,0
1297,Centropyxis aculeata,Mystus tengara,0
1298,Brachionus calyciflorus,Mystus tengara,0
1299,Brachionus forficula,Mystus tengara,0
1300,Keratella lenzi,Mystus tengara,0
1301,Lecane aculeata,Mystus tengara,0
1302,Lecane bulla,Mystus tengara,0
1303,Asplanchna brightwelli,Mystus tengara,0
1304,Mesocyclops leukarti,Mystus tengara,0
1305,Scapholeberis kingi,Mystus tengara,0
1306,Macrothrix spinosa,Mystus tengara,0
1307,Macrothrix goeldi,Mystus tengara,0
1308,Alona pulchella,Mystus tengara,0
1309,Coronatella rectangula,Mystus tengara,0
1310,Arcella discoides,Mystus vittatus,0
1311,Centropyxis aculeata,Mystus vittatus,0
1312,Brachionus calyciflorus,Mystus vittatus,0
1313,Brachionus forficula,Mystus vittatus,0
1314,Keratella lenzi,Mystus vittatus,0
1315,Lecane aculeata,Mystus vittatus,0
1316,Lecane bulla,Mystus vittatus,0
1317,Asplanchna brightwelli,Mystus vittatus,0
1318,Mesocyclops leukarti,Mystus vittatus,0
1319,Scapholeberis kingi,Mystus vittatus,0
1320,Macrothrix spinosa,Mystus vittatus,0
1321,Macrothrix goeldi,Mystus vittatus,0
1322,Alona pulchella,Mystus vittatus,0
1323,Coronatella rectangula,Mystus vittatus,0
1324,Green Algae,Mystus vittatus,0
1325,Macrobrachium malcolmsonii,Xenentodon cancila,0
1326,Macrobrachium rosenbergii,Xenentodon cancila,0
1327,Macrobrachium rude,Xenentodon cancila,0
1328,Macrobrachium equidens,Xenentodon cancila,0
1329,Diplonychus annulatus,Xenentodon cancila,0
1330,Diplonychus rusticus,Xenentodon cancila,0
1331,Aquarius adelaides,Xenentodon cancila,0
1332,Limnogonus fossarum,Xenentodon cancila,0
1333,Laccotrephes griseus,Xenentodon cancila,0
1334,Laccotrephes ruber,Xenentodon cancila,0
1335,Ranatra elongata,Xenentodon cancila,0
1336,Ranatra filiformis,Xenentodon cancila,0
1337,Ranatra varipes,Xenentodon cancila,0
1338,Anisops campbelli,Xenentodon cancila,0
1339,Hydrovatus confertus,Xenentodon cancila,0
1340,Macrobrachium malcolmsonii,Channa punctata,0
1341,Macrobrachium rosenbergii,Channa punctata,0
1342,Macrobrachium rude,Channa punctata,0
1343,Macrobrachium equidens,Channa punctata,0
1344,Diplonychus annulatus,Channa punctata,0
1345,Diplonychus rusticus,Channa punctata,0
1346,Aquarius adelaides,Channa punctata,0
1347,Limnogonus fossarum,Channa punctata,0
1348,Laccotrephes griseus,Channa punctata,0
1349,Laccotrephes ruber,Channa punctata,0
1350,Ranatra elongata,Channa punctata,0
1351,Ranatra filiformis,Channa punctata,0
1352,Ranatra varipes,Channa punctata,0
1353,Anisops campbelli,Channa punctata,0
1354,Hydrovatus confertus,Channa punctata,0
1355,Green Algae,Channa punctata,0
1356,Detritus,Channa punctata,0
1357,Herbaceous aquatic plants,Channa punctata,0
1358,Parambassis baculis,Channa punctata,0
1359,Aplocheilus panchax,Channa punctata,0
1360,Netuma thalassina,Channa punctata,0
1361,Badis badis,Channa punctata,0
1362,Mystus tengara,Channa punctata,0
1363,Mystus vittatus,Channa punctata,0
1364,Xenentodon cancila,Channa punctata,0
1365,Channa punctata,Channa punctata,0
1366,Channa striata,Channa punctata,0
1367,Channa gachua,Channa punctata,0
1368,Oreochromis niloticus,Channa punctata,0
1369,Puntius vittatus,Channa punctata,0
1370,Rasbora daniconius,Channa punctata,0
1371,Pethia phutunio,Channa punctata,0
1372,Glossogobius giuris,Channa punctata,0
1373,Heteropneustes fossilis,Channa punctata,0
1374,Macrognathus pancalus,Channa punctata,0
1375,Mastacembelus armatus,Channa punctata,0
1376,Notopterus notopterus,Channa punctata,0
1377,Trichogaster lalius,Channa punctata,0
1378,Trichogaster fasciata,Channa punctata,0
1379,Big fish juveniles,Channa punctata,0
1380,Parambassis baculis,Channa striata,0
1381,Aplocheilus panchax,Channa striata,0
1382,Netuma thalassina,Channa striata,0
1383,Badis badis,Channa striata,0
1384,Mystus tengara,Channa striata,0
1385,Mystus vittatus,Channa striata,0
1386,Xenentodon cancila,Channa striata,0
1387,Channa punctata,Channa striata,0
1388,Channa striata,Channa striata,0
1389,Channa gachua,Channa striata,0
1390,Oreochromis niloticus,Channa striata,0
1391,Puntius vittatus,Channa striata,0
1392,Rasbora daniconius,Channa striata,0
1393,Pethia phutunio,Channa striata,0
1394,Glossogobius giuris,Channa striata,0
1395,Heteropneustes fossilis,Channa striata,0
1396,Macrognathus pancalus,Channa striata,0
1397,Mastacembelus armatus,Channa striata,0
1398,Notopterus notopterus,Channa striata,0
1399,Trichogaster lalius,Channa striata,0
1400,Trichogaster fasciata,Channa striata,0
1401,Macrobrachium malcolmsonii,Channa striata,0
1402,Macrobrachium rosenbergii,Channa striata,0
1403,Macrobrachium rude,Channa striata,0
1404,Macrobrachium equidens,Channa striata,0
1405,Diplonychus annulatus,Channa striata,0
1406,Diplonychus rusticus,Channa striata,0
1407,Aquarius adelaides,Channa striata,0
1408,Limnogonus fossarum,Channa striata,0
1409,Laccotrephes griseus,Channa striata,0
1410,Laccotrephes ruber,Channa striata,0
1411,Ranatra elongata,Channa striata,0
1412,Ranatra filiformis,Channa striata,0
1413,Ranatra varipes,Channa striata,0
1414,Anisops campbelli,Channa striata,0
1415,Hydrovatus confertus,Channa striata,0
1416,Green Algae,Channa striata,0
1417,Detritus,Channa striata,0
1418,Herbaceous aquatic plants,Channa striata,0
1419,Big fish juveniles,Channa striata,0
1420,Duttaphrynus melanostictus,Channa gachua,0
1421,Minervarya agricola,Channa gachua,0
1422,Euphlyctis cyanophlyctis,Channa gachua,0
1423,Hoplobatrachus tigerinus,Channa gachua,0
1424,Microhyla mymensinghensis,Channa gachua,0
1425,Polypedates maculatus,Channa gachua,0
1426,Parambassis baculis,Channa gachua,0
1427,Aplocheilus panchax,Channa gachua,0
1428,Badis badis,Channa gachua,0
1429,Puntius vittatus,Channa gachua,0
1430,Rasbora daniconius,Channa gachua,0
1431,Pethia phutunio,Channa gachua,0
1432,Trichogaster lalius,Channa gachua,0
1433,Trichogaster fasciata,Channa gachua,0
1434,Macrobrachium malcolmsonii,Channa gachua,0
1435,Macrobrachium rosenbergii,Channa gachua,0
1436,Macrobrachium rude,Channa gachua,0
1437,Macrobrachium equidens,Channa gachua,0
1438,Diplonychus annulatus,Channa gachua,0
1439,Diplonychus rusticus,Channa gachua,0
1440,Aquarius adelaides,Channa gachua,0
1441,Limnogonus fossarum,Channa gachua,0
1442,Laccotrephes griseus,Channa gachua,0
1443,Laccotrephes ruber,Channa gachua,0
1444,Ranatra elongata,Channa gachua,0
1445,Ranatra filiformis,Channa gachua,0
1446,Ranatra varipes,Channa gachua,0
1447,Anisops campbelli,Channa gachua,0
1448,Hydrovatus confertus,Channa gachua,0
1449,Green Algae,Channa gachua,0
1450,Detritus,Channa gachua,0
1451,Herbaceous aquatic plants,Channa gachua,0
1452,Big fish juveniles,Channa gachua,0
1453,Arcella discoides,Oreochromis niloticus,0
1454,Centropyxis aculeata,Oreochromis niloticus,0
1455,Brachionus calyciflorus,Oreochromis niloticus,0
1456,Brachionus forficula,Oreochromis niloticus,0
1457,Keratella lenzi,Oreochromis niloticus,0
1458,Lecane aculeata,Oreochromis niloticus,0
1459,Lecane bulla,Oreochromis niloticus,0
1460,Asplanchna brightwelli,Oreochromis niloticus,0
1461,Mesocyclops leukarti,Oreochromis niloticus,0
1462,Scapholeberis kingi,Oreochromis niloticus,0
1463,Macrothrix spinosa,Oreochromis niloticus,0
1464,Macrothrix goeldi,Oreochromis niloticus,0
1465,Alona pulchella,Oreochromis niloticus,0
1466,Coronatella rectangula,Oreochromis niloticus,0
1467,Diplonychus annulatus,Oreochromis niloticus,0
1468,Diplonychus rusticus,Oreochromis niloticus,0
1469,Aquarius adelaides,Oreochromis niloticus,0
1470,Limnogonus fossarum,Oreochromis niloticus,0
1471,Laccotrephes griseus,Oreochromis niloticus,0
1472,Laccotrephes ruber,Oreochromis niloticus,0
1473,Ranatra elongata,Oreochromis niloticus,0
1474,Ranatra filiformis,Oreochromis niloticus,0
1475,Ranatra varipes,Oreochromis niloticus,0
1476,Anisops campbelli,Oreochromis niloticus,0
1477,Hydrovatus confertus,Oreochromis niloticus,0
1478,Green Algae,Oreochromis niloticus,0
1479,Detritus,Oreochromis niloticus,0
1480,Herbaceous aquatic plants,Oreochromis niloticus,0
1481,Diplonychus annulatus,Puntius vittatus,0
1482,Diplonychus rusticus,Puntius vittatus,0
1483,Aquarius adelaides,Puntius vittatus,0
1484,Limnogonus fossarum,Puntius vittatus,0
1485,Laccotrephes griseus,Puntius vittatus,0
1486,Laccotrephes ruber,Puntius vittatus,0
1487,Ranatra elongata,Puntius vittatus,0
1488,Ranatra filiformis,Puntius vittatus,0
1489,Ranatra varipes,Puntius vittatus,0
1490,Anisops campbelli,Puntius vittatus,0
1491,Hydrovatus confertus,Puntius vittatus,0
1492,Macrobrachium malcolmsonii,Puntius vittatus,0
1493,Macrobrachium rosenbergii,Puntius vittatus,0
1494,Macrobrachium rude,Puntius vittatus,0
1495,Macrobrachium equidens,Puntius vittatus,0
1496,Diplonychus annulatus,Rasbora daniconius,0
1497,Diplonychus rusticus,Rasbora daniconius,0
1498,Aquarius adelaides,Rasbora daniconius,0
1499,Limnogonus fossarum,Rasbora daniconius,0
1500,Laccotrephes griseus,Rasbora daniconius,0
1501,Laccotrephes ruber,Rasbora daniconius,0
1502,Ranatra elongata,Rasbora daniconius,0
1503,Ranatra filiformis,Rasbora daniconius,0
1504,Ranatra varipes,Rasbora daniconius,0
1505,Anisops campbelli,Rasbora daniconius,0
1506,Hydrovatus confertus,Rasbora daniconius,0
1507,Mosquito larvae,Rasbora daniconius,0
1508,Green Algae,Rasbora daniconius,0
1509,Mesocyclops leukarti,Rasbora daniconius,0
1510,Scapholeberis kingi,Rasbora daniconius,0
1511,Odonata sp.,Rasbora daniconius,0
1512,Detritus,Rasbora daniconius,0
1513,Herbaceous aquatic plants,Rasbora daniconius,0
1514,Diplonychus annulatus,Pethia phutunio,0
1515,Diplonychus rusticus,Pethia phutunio,0
1516,Aquarius adelaides,Pethia phutunio,0
1517,Limnogonus fossarum,Pethia phutunio,0
1518,Laccotrephes griseus,Pethia phutunio,0
1519,Laccotrephes ruber,Pethia phutunio,0
1520,Ranatra elongata,Pethia phutunio,0
1521,Ranatra filiformis,Pethia phutunio,0
1522,Ranatra varipes,Pethia phutunio,0
1523,Anisops campbelli,Pethia phutunio,0
1524,Hydrovatus confertus,Pethia phutunio,0
1525,Macrobrachium malcolmsonii,Pethia phutunio,0
1526,Macrobrachium rosenbergii,Pethia phutunio,0
1527,Macrobrachium rude,Pethia phutunio,0
1528,Macrobrachium equidens,Pethia phutunio,0
1529,Arcella discoides,Pethia phutunio,0
1530,Centropyxis aculeata,Pethia phutunio,0
1531,Brachionus calyciflorus,Pethia phutunio,0
1532,Brachionus forficula,Pethia phutunio,0
1533,Keratella lenzi,Pethia phutunio,0
1534,Lecane aculeata,Pethia phutunio,0
1535,Lecane bulla,Pethia phutunio,0
1536,Asplanchna brightwelli,Pethia phutunio,0
1537,Mesocyclops leukarti,Pethia phutunio,0
1538,Scapholeberis kingi,Pethia phutunio,0
1539,Macrothrix spinosa,Pethia phutunio,0
1540,Macrothrix goeldi,Pethia phutunio,0
1541,Alona pulchella,Pethia phutunio,0
1542,Coronatella rectangula,Pethia phutunio,0
1543,Parambassis baculis,Glossogobius giuris,0
1544,Aplocheilus panchax,Glossogobius giuris,0
1545,Badis badis,Glossogobius giuris,0
1546,Puntius vittatus,Glossogobius giuris,0
1547,Rasbora daniconius,Glossogobius giuris,0
1548,Pethia phutunio,Glossogobius giuris,0
1549,Trichogaster lalius,Glossogobius giuris,0
1550,Trichogaster fasciata,Glossogobius giuris,0
1551,Diplonychus annulatus,Glossogobius giuris,0
1552,Diplonychus rusticus,Glossogobius giuris,0
1553,Aquarius adelaides,Glossogobius giuris,0
1554,Limnogonus fossarum,Glossogobius giuris,0
1555,Laccotrephes griseus,Glossogobius giuris,0
1556,Laccotrephes ruber,Glossogobius giuris,0
1557,Ranatra elongata,Glossogobius giuris,0
1558,Ranatra filiformis,Glossogobius giuris,0
1559,Ranatra varipes,Glossogobius giuris,0
1560,Anisops campbelli,Glossogobius giuris,0
1561,Hydrovatus confertus,Glossogobius giuris,0
1562,Macrobrachium malcolmsonii,Glossogobius giuris,0
1563,Macrobrachium rosenbergii,Glossogobius giuris,0
1564,Macrobrachium rude,Glossogobius giuris,0
1565,Macrobrachium equidens,Glossogobius giuris,0
1566,Herbaceous aquatic plants,Glossogobius giuris,0
1568,Green Algae,Glossogobius giuris,0
1569,Big fish juveniles,Glossogobius giuris,0
1570,Arcella discoides,Heteropneustes fossilis,0
1571,Centropyxis aculeata,Heteropneustes fossilis,0
1572,Brachionus calyciflorus,Heteropneustes fossilis,0
1573,Brachionus forficula,Heteropneustes fossilis,0
1574,Keratella lenzi,Heteropneustes fossilis,0
1575,Lecane aculeata,Heteropneustes fossilis,0
1576,Lecane bulla,Heteropneustes fossilis,0
1577,Asplanchna brightwelli,Heteropneustes fossilis,0
1578,Mesocyclops leukarti,Heteropneustes fossilis,0
1579,Scapholeberis kingi,Heteropneustes fossilis,0
1580,Macrothrix spinosa,Heteropneustes fossilis,0
1581,Macrothrix goeldi,Heteropneustes fossilis,0
1582,Alona pulchella,Heteropneustes fossilis,0
1583,Coronatella rectangula,Heteropneustes fossilis,0
1584,Macrobrachium malcolmsonii,Heteropneustes fossilis,0
1585,Macrobrachium rosenbergii,Heteropneustes fossilis,0
1586,Macrobrachium rude,Heteropneustes fossilis,0
1587,Macrobrachium equidens,Heteropneustes fossilis,0
1588,Detritus,Heteropneustes fossilis,0
1589,Herbaceous aquatic plants,Heteropneustes fossilis,0
1590,Arcella discoides,Macrognathus pancalus,0
1591,Centropyxis aculeata,Macrognathus pancalus,0
1592,Brachionus calyciflorus,Macrognathus pancalus,0
1593,Brachionus forficula,Macrognathus pancalus,0
1594,Keratella lenzi,Macrognathus pancalus,0
1595,Lecane aculeata,Macrognathus pancalus,0
1596,Lecane bulla,Macrognathus pancalus,0
1597,Asplanchna brightwelli,Macrognathus pancalus,0
1598,Mesocyclops leukarti,Macrognathus pancalus,0
1599,Scapholeberis kingi,Macrognathus pancalus,0
1600,Macrothrix spinosa,Macrognathus pancalus,0
1601,Macrothrix goeldi,Macrognathus pancalus,0
1602,Alona pulchella,Macrognathus pancalus,0
1603,Coronatella rectangula,Macrognathus pancalus,0
1604,Diplonychus annulatus,Macrognathus pancalus,0
1605,Diplonychus rusticus,Macrognathus pancalus,0
1606,Aquarius adelaides,Macrognathus pancalus,0
1607,Limnogonus fossarum,Macrognathus pancalus,0
1608,Laccotrephes griseus,Macrognathus pancalus,0
1609,Laccotrephes ruber,Macrognathus pancalus,0
1610,Ranatra elongata,Macrognathus pancalus,0
1611,Ranatra filiformis,Macrognathus pancalus,0
1612,Ranatra varipes,Macrognathus pancalus,0
1613,Anisops campbelli,Macrognathus pancalus,0
1614,Hydrovatus confertus,Macrognathus pancalus,0
1615,Herbaceous aquatic plants,Macrognathus pancalus,0
1616,Parambassis baculis,Macrognathus pancalus,0
1617,Aplocheilus panchax,Macrognathus pancalus,0
1618,Badis badis,Macrognathus pancalus,0
1619,Puntius vittatus,Macrognathus pancalus,0
1620,Rasbora daniconius,Macrognathus pancalus,0
1621,Pethia phutunio,Macrognathus pancalus,0
1622,Trichogaster lalius,Macrognathus pancalus,0
1623,Trichogaster fasciata,Macrognathus pancalus,0
1624,Big fish juveniles,Macrognathus pancalus,0
1625,Macrobrachium malcolmsonii,Mastacembelus armatus,0
1626,Macrobrachium rosenbergii,Mastacembelus armatus,0
1627,Macrobrachium rude,Mastacembelus armatus,0
1628,Macrobrachium equidens,Mastacembelus armatus,0
1629,Parambassis baculis,Mastacembelus armatus,0
1630,Aplocheilus panchax,Mastacembelus armatus,0
1631,Badis badis,Mastacembelus armatus,0
1632,Puntius vittatus,Mastacembelus armatus,0
1633,Rasbora daniconius,Mastacembelus armatus,0
1634,Pethia phutunio,Mastacembelus armatus,0
1635,Trichogaster lalius,Mastacembelus armatus,0
1636,Trichogaster fasciata,Mastacembelus armatus,0
1637,Diplonychus annulatus,Mastacembelus armatus,0
1638,Diplonychus rusticus,Mastacembelus armatus,0
1639,Aquarius adelaides,Mastacembelus armatus,0
1640,Limnogonus fossarum,Mastacembelus armatus,0
1641,Laccotrephes griseus,Mastacembelus armatus,0
1642,Laccotrephes ruber,Mastacembelus armatus,0
1643,Ranatra elongata,Mastacembelus armatus,0
1644,Ranatra filiformis,Mastacembelus armatus,0
1645,Ranatra varipes,Mastacembelus armatus,0
1646,Anisops campbelli,Mastacembelus armatus,0
1647,Hydrovatus confertus,Mastacembelus armatus,0
1648,Big fish juveniles,Mastacembelus armatus,0
1649,Arcella discoides,Notopterus notopterus,0
1650,Centropyxis aculeata,Notopterus notopterus,0
1651,Brachionus calyciflorus,Notopterus notopterus,0
1652,Brachionus forficula,Notopterus notopterus,0
1653,Keratella lenzi,Notopterus notopterus,0
1654,Lecane aculeata,Notopterus notopterus,0
1655,Lecane bulla,Notopterus notopterus,0
1656,Asplanchna brightwelli,Notopterus notopterus,0
1657,Mesocyclops leukarti,Notopterus notopterus,0
1658,Scapholeberis kingi,Notopterus notopterus,0
1659,Macrothrix spinosa,Notopterus notopterus,0
1660,Macrothrix goeldi,Notopterus notopterus,0
1661,Alona pulchella,Notopterus notopterus,0
1662,Coronatella rectangula,Notopterus notopterus,0
1663,Macrobrachium malcolmsonii,Notopterus notopterus,0
1664,Macrobrachium rosenbergii,Notopterus notopterus,0
1665,Macrobrachium rude,Notopterus notopterus,0
1666,Macrobrachium equidens,Notopterus notopterus,0
1667,Aplocheilus panchax,Notopterus notopterus,0
1668,Badis badis,Notopterus notopterus,0
1669,Puntius vittatus,Notopterus notopterus,0
1670,Rasbora daniconius,Notopterus notopterus,0
1671,Pethia phutunio,Notopterus notopterus,0
1672,Trichogaster lalius,Notopterus notopterus,0
1673,Trichogaster fasciata,Notopterus notopterus,0
1674,Big fish juveniles,Notopterus notopterus,0
1675,Diplonychus annulatus,Notopterus notopterus,0
1676,Diplonychus rusticus,Notopterus notopterus,0
1677,Aquarius adelaides,Notopterus notopterus,0
1678,Limnogonus fossarum,Notopterus notopterus,0
1679,Laccotrephes griseus,Notopterus notopterus,0
1680,Laccotrephes ruber,Notopterus notopterus,0
1681,Ranatra elongata,Notopterus notopterus,0
1682,Ranatra filiformis,Notopterus notopterus,0
1683,Ranatra varipes,Notopterus notopterus,0
1684,Anisops campbelli,Notopterus notopterus,0
1685,Hydrovatus confertus,Notopterus notopterus,0
1686,Detritus,Notopterus notopterus,0
1687,Green Algae,Trichogaster lalius,0
1688,Arcella discoides,Trichogaster lalius,0
1689,Centropyxis aculeata,Trichogaster lalius,0
1690,Brachionus calyciflorus,Trichogaster lalius,0
1691,Brachionus forficula,Trichogaster lalius,0
1692,Keratella lenzi,Trichogaster lalius,0
1693,Lecane aculeata,Trichogaster lalius,0
1694,Lecane bulla,Trichogaster lalius,0
1695,Asplanchna brightwelli,Trichogaster lalius,0
1696,Mesocyclops leukarti,Trichogaster lalius,0
1697,Scapholeberis kingi,Trichogaster lalius,0
1698,Macrothrix spinosa,Trichogaster lalius,0
1699,Macrothrix goeldi,Trichogaster lalius,0
1700,Alona pulchella,Trichogaster lalius,0
1701,Coronatella rectangula,Trichogaster lalius,0
1702,Green Algae,Trichogaster fasciata,0
1703,Arcella discoides,Trichogaster fasciata,0
1704,Centropyxis aculeata,Trichogaster fasciata,0
1705,Brachionus calyciflorus,Trichogaster fasciata,0
1706,Brachionus forficula,Trichogaster fasciata,0
1707,Keratella lenzi,Trichogaster fasciata,0
1708,Lecane aculeata,Trichogaster fasciata,0
1709,Lecane bulla,Trichogaster fasciata,0
1710,Asplanchna brightwelli,Trichogaster fasciata,0
1711,Mesocyclops leukarti,Trichogaster fasciata,0
