,from,to,link_type
1155,Macrobrachium rosenbergii,Channa gachua,0
1156,Macrobrachium rude,Channa gachua,0
1157,Macrobrachium equidens,Channa gachua,0
1158,Diplonychus annulatus,Channa gachua,0
1159,Diplonychus rusticus,Channa gachua,0
1160,Aquarius adelaides,Channa gachua,0
1161,Limnogonus fossarum,Channa gachua,0
1162,Laccotrephes griseus,Channa gachua,0
1163,Laccotrephes ruber,Channa gachua,0
1164,Ranatra elongata,Channa gachua,0
1165,Ranatra filiformis,Channa gachua,0
1166,Ranatra varipes,Channa gachua,0
1167,Anisops campbelli,Channa gachua,0
1168,Hydrovatus confertus,Channa gachua,0
1169,Green Algae,Channa gachua,0
1170,Detritus,Channa gachua,0
1171,Herbaceous aquatic plants,Channa gachua,0
1172,Big fish juveniles,Channa gachua,0
1173,Arcella discoides,Oreochromis niloticus,0
1174,Centropyxis aculeata,Oreochromis niloticus,0
1175,Brachionus calyciflorus,Oreochromis niloticus,0
1176,Brachionus forficula,Oreochromis niloticus,0
1177,Keratella lenzi,Oreochromis niloticus,0
1178,Lecane aculeata,Oreochromis niloticus,0
1179,Lecane bulla,Oreochromis niloticus,0
1180,Asplanchna brightwelli,Oreochromis niloticus,0
1181,Mesocyclops leukarti,Oreochromis niloticus,0
1182,Scapholeberis kingi,Oreochromis niloticus,0
1183,Macrothrix spinosa,Oreochromis niloticus,0
1184,Macrothrix goeldi,Oreochromis niloticus,0
1185,Alona pulchella,Oreochromis niloticus,0
1186,Coronatella rectangula,Oreochromis niloticus,0
1187,Diplonychus annulatus,Oreochromis niloticus,0
1188,Diplonychus rusticus,Oreochromis niloticus,0
1189,Aquarius adelaides,Oreochromis niloticus,0
1190,Limnogonus fossarum,Oreochromis niloticus,0
1191,Laccotrephes griseus,Oreochromis niloticus,0
1192,Laccotrephes ruber,Oreochromis niloticus,0
1193,Ranatra elongata,Oreochromis niloticus,0
1194,Ranatra filiformis,Oreochromis niloticus,0
1195,Ranatra varipes,Oreochromis niloticus,0
1196,Anisops campbelli,Oreochromis niloticus,0
1197,Hydrovatus confertus,Oreochromis niloticus,0
1198,Green Algae,Oreochromis niloticus,0
1199,Detritus,Oreochromis niloticus,0
1200,Herbaceous aquatic plants,Oreochromis niloticus,0
1201,Diplonychus annulatus,Puntius vittatus,0
1202,Diplonychus rusticus,Puntius vittatus,0
1203,Aquarius adelaides,Puntius vittatus,0
1204,Limnogonus fossarum,Puntius vittatus,0
1205,Laccotrephes griseus,Puntius vittatus,0
1206,Laccotrephes ruber,Puntius vittatus,0
1207,Ranatra elongata,Puntius vittatus,0
1208,Ranatra filiformis,Puntius vittatus,0
1209,Ranatra varipes,Puntius vittatus,0
1210,Anisops campbelli,Puntius vittatus,0
1211,Hydrovatus confertus,Puntius vittatus,0
1212,Macrobrachium malcolmsonii,Puntius vittatus,0
1213,Macrobrachium rosenbergii,Puntius vittatus,0
1214,Macrobrachium rude,Puntius vittatus,0
1215,Macrobrachium equidens,Puntius vittatus,0
1216,Diplonychus annulatus,Rasbora daniconius,0
1217,Diplonychus rusticus,Rasbora daniconius,0
1218,Aquarius adelaides,Rasbora daniconius,0
1219,Limnogonus fossarum,Rasbora daniconius,0
1220,Laccotrephes griseus,Rasbora daniconius,0
1221,Laccotrephes ruber,Rasbora daniconius,0
1222,Ranatra elongata,Rasbora daniconius,0
1223,Ranatra filiformis,Rasbora daniconius,0
1224,Ranatra varipes,Rasbora daniconius,0
1225,Anisops campbelli,Rasbora daniconius,0
1226,Hydrovatus confertus,Rasbora daniconius,0
1227,Mosquito larvae,Rasbora daniconius,0
1228,Green Algae,Rasbora daniconius,0
1229,Mesocyclops leukarti,Rasbora daniconius,0
1230,Scapholeberis kingi,Rasbora daniconius,0
1231,Odonata sp.,Rasbora daniconius,0
1232,Detritus,Rasbora daniconius,0
1233,Herbaceous aquatic plants,Rasbora daniconius,0
1234,Diplonychus annulatus,Pethia phutunio,0
1235,Diplonychus rusticus,Pethia phutunio,0
1236,Aquarius adelaides,Pethia phutunio,0
1237,Limnogonus fossarum,Pethia phutunio,0
1238,Laccotrephes griseus,Pethia phutunio,0
1239,Laccotrephes ruber,Pethia phutunio,0
1240,Ranatra elongata,Pethia phutunio,0
1241,Ranatra filiformis,Pethia phutunio,0
1242,Ranatra varipes,Pethia phutunio,0
1243,Anisops campbelli,Pethia phutunio,0
1244,Hydrovatus confertus,Pethia phutunio,0
1245,Macrobrachium malcolmsonii,Pethia phutunio,0
1246,Macrobrachium rosenbergii,Pethia phutunio,0
1247,Macrobrachium rude,Pethia phutunio,0
1248,Macrobrachium equidens,Pethia phutunio,0
1249,Arcella discoides,Pethia phutunio,0
1250,Centropyxis aculeata,Pethia phutunio,0
1251,Brachionus calyciflorus,Pethia phutunio,0
1252,Brachionus forficula,Pethia phutunio,0
1253,Keratella lenzi,Pethia phutunio,0
1254,Lecane aculeata,Pethia phutunio,0
1255,Lecane bulla,Pethia phutunio,0
1256,Asplanchna brightwelli,Pethia phutunio,0
1257,Mesocyclops leukarti,Pethia phutunio,0
1258,Scapholeberis kingi,Pethia phutunio,0
1259,Macrothrix spinosa,Pethia phutunio,0
1260,Macrothrix goeldi,Pethia phutunio,0
1261,Alona pulchella,Pethia phutunio,0
1262,Coronatella rectangula,Pethia phutunio,0
1263,Parambassis baculis,Glossogobius giuris,0
1264,Aplocheilus panchax,Glossogobius giuris,0
1265,Badis badis,Glossogobius giuris,0
1266,Puntius vittatus,Glossogobius giuris,0
1267,Rasbora daniconius,Glossogobius giuris,0
1268,Pethia phutunio,Glossogobius giuris,0
1269,Trichogaster lalius,Glossogobius giuris,0
1270,Trichogaster fasciata,Glossogobius giuris,0
1271,Diplonychus annulatus,Glossogobius giuris,0
1272,Diplonychus rusticus,Glossogobius giuris,0
1273,Aquarius adelaides,Glossogobius giuris,0
1274,Limnogonus fossarum,Glossogobius giuris,0
1275,Laccotrephes griseus,Glossogobius giuris,0
1276,Laccotrephes ruber,Glossogobius giuris,0
1277,Ranatra elongata,Glossogobius giuris,0
1278,Ranatra filiformis,Glossogobius giuris,0
1279,Ranatra varipes,Glossogobius giuris,0
1280,Anisops campbelli,Glossogobius giuris,0
1281,Hydrovatus confertus,Glossogobius giuris,0
1282,Macrobrachium malcolmsonii,Glossogobius giuris,0
1283,Macrobrachium rosenbergii,Glossogobius giuris,0
1284,Macrobrachium rude,Glossogobius giuris,0
1285,Macrobrachium equidens,Glossogobius giuris,0
1286,Herbaceous aquatic plants,Glossogobius giuris,0
1288,Green Algae,Glossogobius giuris,0
1289,Big fish juveniles,Glossogobius giuris,0
1290,Arcella discoides,Heteropneustes fossilis,0
1291,Centropyxis aculeata,Heteropneustes fossilis,0
1292,Brachionus calyciflorus,Heteropneustes fossilis,0
1293,Brachionus forficula,Heteropneustes fossilis,0
1294,Keratella lenzi,Heteropneustes fossilis,0
1295,Lecane aculeata,Heteropneustes fossilis,0
1296,Lecane bulla,Heteropneustes fossilis,0
1297,Asplanchna brightwelli,Heteropneustes fossilis,0
1298,Mesocyclops leukarti,Heteropneustes fossilis,0
1299,Scapholeberis kingi,Heteropneustes fossilis,0
1300,Macrothrix spinosa,Heteropneustes fossilis,0
1301,Macrothrix goeldi,Heteropneustes fossilis,0
1302,Alona pulchella,Heteropneustes fossilis,0
1303,Coronatella rectangula,Heteropneustes fossilis,0
1304,Macrobrachium malcolmsonii,Heteropneustes fossilis,0
1305,Macrobrachium rosenbergii,Heteropneustes fossilis,0
1306,Macrobrachium rude,Heteropneustes fossilis,0
1307,Macrobrachium equidens,Heteropneustes fossilis,0
1308,Detritus,Heteropneustes fossilis,0
1309,Herbaceous aquatic plants,Heteropneustes fossilis,0
1310,Arcella discoides,Macrognathus pancalus,0
1311,Centropyxis aculeata,Macrognathus pancalus,0
1312,Brachionus calyciflorus,Macrognathus pancalus,0
1313,Brachionus forficula,Macrognathus pancalus,0
1314,Keratella lenzi,Macrognathus pancalus,0
1315,Lecane aculeata,Macrognathus pancalus,0
1316,Lecane bulla,Macrognathus pancalus,0
1317,Asplanchna brightwelli,Macrognathus pancalus,0
1318,Mesocyclops leukarti,Macrognathus pancalus,0
1319,Scapholeberis kingi,Macrognathus pancalus,0
1320,Macrothrix spinosa,Macrognathus pancalus,0
1321,Macrothrix goeldi,Macrognathus pancalus,0
1322,Alona pulchella,Macrognathus pancalus,0
1323,Coronatella rectangula,Macrognathus pancalus,0
1324,Diplonychus annulatus,Macrognathus pancalus,0
1325,Diplonychus rusticus,Macrognathus pancalus,0
1326,Aquarius adelaides,Macrognathus pancalus,0
1327,Limnogonus fossarum,Macrognathus pancalus,0
1328,Laccotrephes griseus,Macrognathus pancalus,0
1329,Laccotrephes ruber,Macrognathus pancalus,0
1330,Ranatra elongata,Macrognathus pancalus,0
1331,Ranatra filiformis,Macrognathus pancalus,0
1332,Ranatra varipes,Macrognathus pancalus,0
1333,Anisops campbelli,Macrognathus pancalus,0
1334,Hydrovatus confertus,Macrognathus pancalus,0
1335,Herbaceous aquatic plants,Macrognathus pancalus,0
1336,Parambassis baculis,Macrognathus pancalus,0
1337,Aplocheilus panchax,Macrognathus pancalus,0
1338,Badis badis,Macrognathus pancalus,0
1339,Puntius vittatus,Macrognathus pancalus,0
1340,Rasbora daniconius,Macrognathus pancalus,0
1341,Pethia phutunio,Macrognathus pancalus,0
1342,Trichogaster lalius,Macrognathus pancalus,0
1343,Trichogaster fasciata,Macrognathus pancalus,0
1344,Big fish juveniles,Macrognathus pancalus,0
1345,Macrobrachium malcolmsonii,Mastacembelus armatus,0
1346,Macrobrachium rosenbergii,Mastacembelus armatus,0
1347,Macrobrachium rude,Mastacembelus armatus,0
1348,Macrobrachium equidens,Mastacembelus armatus,0
1349,Parambassis baculis,Mastacembelus armatus,0
1350,Aplocheilus panchax,Mastacembelus armatus,0
1351,Badis badis,Mastacembelus armatus,0
1352,Puntius vittatus,Mastacembelus armatus,0
1353,Rasbora daniconius,Mastacembelus armatus,0
1354,Pethia phutunio,Mastacembelus armatus,0
1355,Trichogaster lalius,Mastacembelus armatus,0
1356,Trichogaster fasciata,Mastacembelus armatus,0
1357,Diplonychus annulatus,Mastacembelus armatus,0
1358,Diplonychus rusticus,Mastacembelus armatus,0
1359,Aquarius adelaides,Mastacembelus armatus,0
1360,Limnogonus fossarum,Mastacembelus armatus,0
1361,Laccotrephes griseus,Mastacembelus armatus,0
1362,Laccotrephes ruber,Mastacembelus armatus,0
1363,Ranatra elongata,Mastacembelus armatus,0
1364,Ranatra filiformis,Mastacembelus armatus,0
1365,Ranatra varipes,Mastacembelus armatus,0
1366,Anisops campbelli,Mastacembelus armatus,0
1367,Hydrovatus confertus,Mastacembelus armatus,0
1368,Big fish juveniles,Mastacembelus armatus,0
1369,Arcella discoides,Notopterus notopterus,0
1370,Centropyxis aculeata,Notopterus notopterus,0
1371,Brachionus calyciflorus,Notopterus notopterus,0
1372,Brachionus forficula,Notopterus notopterus,0
1373,Keratella lenzi,Notopterus notopterus,0
1374,Lecane aculeata,Notopterus notopterus,0
1375,Lecane bulla,Notopterus notopterus,0
1376,Asplanchna brightwelli,Notopterus notopterus,0
1377,Mesocyclops leukarti,Notopterus notopterus,0
1378,Scapholeberis kingi,Notopterus notopterus,0
1379,Macrothrix spinosa,Notopterus notopterus,0
1380,Macrothrix goeldi,Notopterus notopterus,0
1381,Alona pulchella,Notopterus notopterus,0
1382,Coronatella rectangula,Notopterus notopterus,0
1383,Macrobrachium malcolmsonii,Notopterus notopterus,0
1384,Macrobrachium rosenbergii,Notopterus notopterus,0
1385,Macrobrachium rude,Notopterus notopterus,0
1386,Macrobrachium equidens,Notopterus notopterus,0
1387,Aplocheilus panchax,Notopterus notopterus,0
1388,Badis badis,Notopterus notopterus,0
1389,Puntius vittatus,Notopterus notopterus,0
1390,Rasbora daniconius,Notopterus notopterus,0
1391,Pethia phutunio,Notopterus notopterus,0
1392,Trichogaster lalius,Notopterus notopterus,0
1393,Trichogaster fasciata,Notopterus notopterus,0
1394,Big fish juveniles,Notopterus notopterus,0
1395,Diplonychus annulatus,Notopterus notopterus,0
1396,Diplonychus rusticus,Notopterus notopterus,0
1397,Aquarius adelaides,Notopterus notopterus,0
1398,Limnogonus fossarum,Notopterus notopterus,0
1399,Laccotrephes griseus,Notopterus notopterus,0
1400,Laccotrephes ruber,Notopterus notopterus,0
1401,Ranatra elongata,Notopterus notopterus,0
1402,Ranatra filiformis,Notopterus notopterus,0
1403,Ranatra varipes,Notopterus notopterus,0
1404,Anisops campbelli,Notopterus notopterus,0
1405,Hydrovatus confertus,Notopterus notopterus,0
1406,Detritus,Notopterus notopterus,0
1407,Green Algae,Trichogaster lalius,0
1408,Arcella discoides,Trichogaster lalius,0
1409,Centropyxis aculeata,Trichogaster lalius,0
1410,Brachionus calyciflorus,Trichogaster lalius,0
1411,Brachionus forficula,Trichogaster lalius,0
1412,Keratella lenzi,Trichogaster lalius,0
1413,Lecane aculeata,Trichogaster lalius,0
1414,Lecane bulla,Trichogaster lalius,0
1415,Asplanchna brightwelli,Trichogaster lalius,0
1416,Mesocyclops leukarti,Trichogaster lalius,0
1417,Scapholeberis kingi,Trichogaster lalius,0
1418,Macrothrix spinosa,Trichogaster lalius,0
1419,Macrothrix goeldi,Trichogaster lalius,0
1420,Alona pulchella,Trichogaster lalius,0
1421,Coronatella rectangula,Trichogaster lalius,0
1422,Green Algae,Trichogaster fasciata,0
1423,Arcella discoides,Trichogaster fasciata,0
1424,Centropyxis aculeata,Trichogaster fasciata,0
1425,Brachionus calyciflorus,Trichogaster fasciata,0
1426,Brachionus forficula,Trichogaster fasciata,0
1427,Keratella lenzi,Trichogaster fasciata,0
1428,Lecane aculeata,Trichogaster fasciata,0
1429,Lecane bulla,Trichogaster fasciata,0
1430,Asplanchna brightwelli,Trichogaster fasciata,0
1431,Mesocyclops leukarti,Trichogaster fasciata,0
1432,Scapholeberis kingi,Trichogaster fasciata,0
1433,Macrothrix spinosa,Trichogaster fasciata,0
1434,Macrothrix goeldi,Trichogaster fasciata,0
1435,Alona pulchella,Trichogaster fasciata,0
1436,Coronatella rectangula,Trichogaster fasciata,0
1437,Diplonychus annulatus,Trichogaster fasciata,0
1438,Diplonychus rusticus,Trichogaster fasciata,0
1439,Aquarius adelaides,Trichogaster fasciata,0
1440,Limnogonus fossarum,Trichogaster fasciata,0
1441,Laccotrephes griseus,Trichogaster fasciata,0
1442,Laccotrephes ruber,Trichogaster fasciata,0
1443,Ranatra elongata,Trichogaster fasciata,0
1444,Ranatra filiformis,Trichogaster fasciata,0
1445,Ranatra varipes,Trichogaster fasciata,0
1446,Anisops campbelli,Trichogaster fasciata,0
1447,Hydrovatus confertus,Trichogaster fasciata,0
1448,Mosquito larvae,Trichogaster fasciata,0
1449,Detritus,Trichogaster fasciata,0
1450,Diplonychus annulatus,Macrobrachium malcolmsonii,0
1451,Diplonychus rusticus,Macrobrachium malcolmsonii,0
1452,Aquarius adelaides,Macrobrachium malcolmsonii,0
1453,Limnogonus fossarum,Macrobrachium malcolmsonii,0
1454,Laccotrephes griseus,Macrobrachium malcolmsonii,0
1455,Laccotrephes ruber,Macrobrachium malcolmsonii,0
1456,Ranatra elongata,Macrobrachium malcolmsonii,0
1457,Ranatra filiformis,Macrobrachium malcolmsonii,0
1458,Ranatra varipes,Macrobrachium malcolmsonii,0
1459,Anisops campbelli,Macrobrachium malcolmsonii,0
1460,Hydrovatus confertus,Macrobrachium malcolmsonii,0
1461,Detritus,Macrobrachium malcolmsonii,0
1462,Diplonychus annulatus,Macrobrachium rosenbergii,0
1463,Diplonychus rusticus,Macrobrachium rosenbergii,0
1464,Aquarius adelaides,Macrobrachium rosenbergii,0
1465,Limnogonus fossarum,Macrobrachium rosenbergii,0
1466,Laccotrephes griseus,Macrobrachium rosenbergii,0
1467,Laccotrephes ruber,Macrobrachium rosenbergii,0
1468,Ranatra elongata,Macrobrachium rosenbergii,0
1469,Ranatra filiformis,Macrobrachium rosenbergii,0
1470,Ranatra varipes,Macrobrachium rosenbergii,0
1471,Anisops campbelli,Macrobrachium rosenbergii,0
1472,Hydrovatus confertus,Macrobrachium rosenbergii,0
1473,Detritus,Macrobrachium rosenbergii,0
1474,Arcella discoides,Macrobrachium rude,0
1475,Centropyxis aculeata,Macrobrachium rude,0
1476,Brachionus calyciflorus,Macrobrachium rude,0
1477,Brachionus forficula,Macrobrachium rude,0
1478,Keratella lenzi,Macrobrachium rude,0
1479,Lecane aculeata,Macrobrachium rude,0
1480,Lecane bulla,Macrobrachium rude,0
1481,Asplanchna brightwelli,Macrobrachium rude,0
1482,Mesocyclops leukarti,Macrobrachium rude,0
1483,Scapholeberis kingi,Macrobrachium rude,0
1484,Macrothrix spinosa,Macrobrachium rude,0
1485,Macrothrix goeldi,Macrobrachium rude,0
1486,Alona pulchella,Macrobrachium rude,0
1487,Coronatella rectangula,Macrobrachium rude,0
1488,Green Algae,Macrobrachium equidens,0
1489,Brachionus calyciflorus,Macrobrachium equidens,0
1490,Brachionus forficula,Macrobrachium equidens,0
1491,Keratella lenzi,Macrobrachium equidens,0
1492,Lecane aculeata,Macrobrachium equidens,0
1493,Lecane bulla,Macrobrachium equidens,0
1494,Mosquito larvae,Diplonychus annulatus,0
1495,Diplonychus annulatus,Diplonychus annulatus,0
1496,Diplonychus rusticus,Diplonychus annulatus,0
1497,Aquarius adelaides,Diplonychus annulatus,0
1498,Limnogonus fossarum,Diplonychus annulatus,0
1499,Laccotrephes griseus,Diplonychus annulatus,0
1500,Laccotrephes ruber,Diplonychus annulatus,0
1501,Ranatra elongata,Diplonychus annulatus,0
1502,Ranatra filiformis,Diplonychus annulatus,0
1503,Ranatra varipes,Diplonychus annulatus,0
1504,Anisops campbelli,Diplonychus annulatus,0
1505,Hydrovatus confertus,Diplonychus annulatus,0
1506,Diplonychus annulatus,Diplonychus rusticus,0
1507,Diplonychus rusticus,Diplonychus rusticus,0
1508,Aquarius adelaides,Diplonychus rusticus,0
1509,Limnogonus fossarum,Diplonychus rusticus,0
1510,Laccotrephes griseus,Diplonychus rusticus,0
1511,Laccotrephes ruber,Diplonychus rusticus,0
1512,Ranatra elongata,Diplonychus rusticus,0
1513,Ranatra filiformis,Diplonychus rusticus,0
1514,Ranatra varipes,Diplonychus rusticus,0
1515,Anisops campbelli,Diplonychus rusticus,0
1516,Hydrovatus confertus,Diplonychus rusticus,0
1517,Mosquito larvae,Diplonychus rusticus,0
1518,Mosquito larvae,Aquarius adelaides,0
1519,Mosquito larvae,Limnogonus fossarum,0
1520,Mosquito larvae,Laccotrephes griseus,0
1521,Mosquito larvae,Laccotrephes ruber,0
1522,Parambassis baculis,Ranatra elongata,0
1523,Aplocheilus panchax,Ranatra elongata,0
1524,Badis badis,Ranatra elongata,0
1525,Puntius vittatus,Ranatra elongata,0
1526,Rasbora daniconius,Ranatra elongata,0
1527,Pethia phutunio,Ranatra elongata,0
1528,Trichogaster lalius,Ranatra elongata,0
1529,Trichogaster fasciata,Ranatra elongata,0
1530,Diplonychus annulatus,Ranatra elongata,0
1531,Diplonychus rusticus,Ranatra elongata,0
1532,Aquarius adelaides,Ranatra elongata,0
1533,Limnogonus fossarum,Ranatra elongata,0
1534,Laccotrephes griseus,Ranatra elongata,0
1535,Laccotrephes ruber,Ranatra elongata,0
1536,Ranatra elongata,Ranatra elongata,0
1537,Ranatra filiformis,Ranatra elongata,0
1538,Ranatra varipes,Ranatra elongata,0
1539,Anisops campbelli,Ranatra elongata,0
1540,Hydrovatus confertus,Ranatra elongata,0
1541,Big fish juveniles,Ranatra elongata,0
1542,Mosquito larvae,Ranatra filiformis,0
1543,Diplonychus annulatus,Ranatra filiformis,0
1544,Diplonychus rusticus,Ranatra filiformis,0
1545,Aquarius adelaides,Ranatra filiformis,0
1546,Limnogonus fossarum,Ranatra filiformis,0
1547,Laccotrephes griseus,Ranatra filiformis,0
1548,Laccotrephes ruber,Ranatra filiformis,0
1549,Ranatra elongata,Ranatra filiformis,0
1550,Ranatra filiformis,Ranatra filiformis,0
1551,Ranatra varipes,Ranatra filiformis,0
1552,Anisops campbelli,Ranatra filiformis,0
1553,Hydrovatus confertus,Ranatra filiformis,0
1554,Parambassis baculis,Ranatra filiformis,0
1555,Aplocheilus panchax,Ranatra filiformis,0
1556,Badis badis,Ranatra filiformis,0
1557,Puntius vittatus,Ranatra filiformis,0
1558,Rasbora daniconius,Ranatra filiformis,0
1559,Pethia phutunio,Ranatra filiformis,0
1560,Trichogaster lalius,Ranatra filiformis,0
1561,Trichogaster fasciata,Ranatra filiformis,0
1562,Big fish juveniles,Ranatra filiformis,0
1563,Mosquito larvae,Ranatra varipes,0
1564,Parambassis baculis,Ranatra varipes,0
1565,Aplocheilus panchax,Ranatra varipes,0
1566,Badis badis,Ranatra varipes,0
1567,Puntius vittatus,Ranatra varipes,0
1568,Rasbora daniconius,Ranatra varipes,0
1569,Pethia phutunio,Ranatra varipes,0
1570,Trichogaster lalius,Ranatra varipes,0
1571,Diplonychus rusticus,Ranatra varipes,0
1572,Aquarius adelaides,Ranatra varipes,0
1573,Limnogonus fossarum,Ranatra varipes,0
1574,Laccotrephes griseus,Ranatra varipes,0
1575,Laccotrephes ruber,Ranatra varipes,0
1576,Ranatra elongata,Ranatra varipes,0
1577,Ranatra filiformis,Ranatra varipes,0
1578,Ranatra varipes,Ranatra varipes,0
1579,Anisops campbelli,Ranatra varipes,0
1580,Hydrovatus confertus,Ranatra varipes,0
1581,Big fish juveniles,Ranatra varipes,0
1582,Brachionus calyciflorus,Anisops campbelli,0
1583,Brachionus forficula,Anisops campbelli,0
1584,Keratella lenzi,Anisops campbelli,0
1585,Lecane aculeata,Anisops campbelli,0
1586,Lecane bulla,Anisops campbelli,0
1587,Detritus,Hydrovatus confertus,0
1588,Green Algae,Arcella discoides,0
1589,Green Algae,Centropyxis aculeata,0
1590,Green Algae,Brachionus calyciflorus,0
1591,Green Algae,Brachionus forficula,0
1592,Green Algae,Keratella lenzi,0
1593,Green Algae,Lecane aculeata,0
1594,Green Algae,Lecane bulla,0
1595,Green Algae,Asplanchna brightwelli,0
1596,Green Algae,Mesocyclops leukarti,0
1597,Green Algae,Scapholeberis kingi,0
1598,Green Algae,Macrothrix spinosa,0
1599,Green Algae,Macrothrix goeldi,0
1600,Green Algae,Alona pulchella,0
1601,Green Algae,Coronatella rectangula,0
1602,Arcella discoides,Odonata sp.,0
1603,Centropyxis aculeata,Odonata sp.,0
1604,Brachionus calyciflorus,Odonata sp.,0
1605,Brachionus forficula,Odonata sp.,0
1606,Keratella lenzi,Odonata sp.,0
1607,Lecane aculeata,Odonata sp.,0
1608,Lecane bulla,Odonata sp.,0
1609,Asplanchna brightwelli,Odonata sp.,0
1610,Mesocyclops leukarti,Odonata sp.,0
1611,Scapholeberis kingi,Odonata sp.,0
1612,Macrothrix spinosa,Odonata sp.,0
1613,Macrothrix goeldi,Odonata sp.,0
1614,Alona pulchella,Odonata sp.,0
1615,Coronatella rectangula,Odonata sp.,0
1616,Green Algae,Mosquito larvae,0
1617,Detritus,Mosquito larvae,0
1618,Arcella discoides,Carp sp.,0
1619,Centropyxis aculeata,Carp sp.,0
1620,Brachionus calyciflorus,Carp sp.,0
1621,Brachionus forficula,Carp sp.,0
1622,Keratella lenzi,Carp sp.,0
1623,Lecane aculeata,Carp sp.,0
1624,Lecane bulla,Carp sp.,0
1625,Asplanchna brightwelli,Carp sp.,0
1626,Mesocyclops leukarti,Carp sp.,0
1627,Scapholeberis kingi,Carp sp.,0
1628,Macrothrix spinosa,Carp sp.,0
1629,Macrothrix goeldi,Carp sp.,0
1630,Alona pulchella,Carp sp.,0
1631,Coronatella rectangula,Carp sp.,0
1632,Green Algae,Carp sp.,0
1633,Detritus,Carp sp.,0
1634,Herbaceous aquatic plants,Carp sp.,0
1635,Arcella discoides,Big fish juveniles,0
1636,Centropyxis aculeata,Big fish juveniles,0
1637,Brachionus calyciflorus,Big fish juveniles,0
1638,Brachionus forficula,Big fish juveniles,0
1639,Keratella lenzi,Big fish juveniles,0
1640,Lecane aculeata,Big fish juveniles,0
1641,Lecane bulla,Big fish juveniles,0
1642,Asplanchna brightwelli,Big fish juveniles,0
1643,Mesocyclops leukarti,Big fish juveniles,0
1644,Scapholeberis kingi,Big fish juveniles,0
1645,Macrothrix spinosa,Big fish juveniles,0
1646,Macrothrix goeldi,Big fish juveniles,0
1647,Alona pulchella,Big fish juveniles,0
1648,Coronatella rectangula,Big fish juveniles,0
1649,Green Algae,Big fish juveniles,0
1650,Detritus,Big fish juveniles,0
1651,Herbaceous aquatic plants,Big fish juveniles,0
1287,Felis chaus,Biocontrol,1
2100,Prionailurus viverrinus,Biocontrol,1
3100,Prionailurus viverrinus,Bioindicators,1
4100,Dendrocygna javanica,Bird_watching,1
5100,Dendrocygna javanica,Nutrient recycling,1
686,Dendrocygna javanica,Biocontrol,1
9100,Nettapus coromandelianus,Bird_watching,1
10100,Nettapus coromandelianus,Nutrient recycling,1
11100,Nettapus coromandelianus,Biocontrol,1
15100,Anas poecilorhyncha,Bird_watching,1
1652,Anas poecilorhyncha,Nutrient recycling,1
1710,Anas poecilorhyncha,Biocontrol,1
2410,Tachybaptus ruficollis,Bird_watching,1
2510,Tachybaptus ruficollis,Nutrient recycling,1
2610,Tachybaptus ruficollis,Biocontrol,1
2710,Centropus bengalensis,Bird_watching,1
2810,Centropus bengalensis,Nutrient recycling,1
2910,Gallinula chloropus,Bird_watching,1
3010,Gallinula chloropus,Nutrient recycling,1
3110,Gallinula chloropus,Biocontrol,1
3510,Porphyrio poliocephalus,Bird_watching,1
3610,Porphyrio poliocephalus,Nutrient recycling,1
3710,Porphyrio poliocephalus,Biocontrol,1
3810,Amaurornis phoenicurus,Bird_watching,1
3910,Amaurornis phoenicurus,Nutrient recycling,1
4010,Amaurornis phoenicurus,Biocontrol,1
4110,Himantopus himantopus,Bird_watching,1
4210,Himantopus himantopus,Nutrient recycling,1
4310,Himantopus himantopus,Biocontrol,1
5310,Vanellus indicus,Bird_watching,1
5410,Vanellus indicus,Nutrient recycling,1
5510,Vanellus indicus,Biocontrol,1
5610,Metopidius indicus,Bird_watching,1
5710,Metopidius indicus,Nutrient recycling,1
5810,Metopidius indicus,Biocontrol,1
5910,Hydrophasianus chirurgus,Bird_watching,1
6010,Hydrophasianus chirurgus,Nutrient recycling,1
6110,Hydrophasianus chirurgus,Biocontrol,1
9710,Anastomus oscitans,Bird_watching,1
9810,Anastomus oscitans,Nutrient recycling,1
9910,Mycteria leucocephala,Bird_watching,1
10010,Mycteria leucocephala,Nutrient recycling,1
10110,Mycteria leucocephala,Biocontrol,1
10410,Microcarbo niger,Bird_watching,1
10510,Microcarbo niger,Nutrient recycling,1
11110,Ardea purpurea,Bird_watching,1
11210,Ardea purpurea,Nutrient recycling,1
11310,Ardea purpurea,Biocontrol,1
11410,Ardea alba,Bird_watching,1
11510,Ardea alba,Nutrient recycling,1
11610,Ardea alba,Biocontrol,1
11710,Ardea intermedia,Bird_watching,1
11810,Ardea intermedia,Nutrient recycling,1
11910,Ardea intermedia,Biocontrol,1
120,Egretta garzetta,Bird_watching,1
12110,Egretta garzetta,Nutrient recycling,1
12210,Egretta garzetta,Biocontrol,1
12310,Bubulcus ibis,Bird_watching,1
12410,Bubulcus ibis,Nutrient recycling,1
12510,Bubulcus ibis,Biocontrol,1
12610,Ardeola grayii,Bird_watching,1
12710,Ardeola grayii,Nutrient recycling,1
12810,Ardeola grayii,Biocontrol,1
12910,Nycticorax nycticorax,Bird_watching,1
13010,Nycticorax nycticorax,Nutrient recycling,1
13110,Nycticorax nycticorax,Biocontrol,1
13710,Haliaeetus leucogaster,Bird_watching,1
13810,Haliaeetus leucogaster,Nutrient recycling,1
