"","PREY_sp","PREDATOR_sp"
"558","Ranatra varipes","Egretta garzetta"
"559","Anisops campbelli","Egretta garzetta"
"560","Hydrovatus confertus","Egretta garzetta"
"561","Macrobrachium malcolmsonii","Egretta garzetta"
"562","Macrobrachium rosenbergii","Egretta garzetta"
"563","Macrobrachium rude","Egretta garzetta"
"564","Macrobrachium equidens","Egretta garzetta"
"565","Big fish juveniles","Egretta garzetta"
"566","Parambassis baculis","Bubulcus ibis"
"567","Aplocheilus panchax","Bubulcus ibis"
"568","Badis badis","Bubulcus ibis"
"569","Puntius vittatus","Bubulcus ibis"
"570","Rasbora daniconius","Bubulcus ibis"
"571","Pethia phutunio","Bubulcus ibis"
"572","Trichogaster lalius","Bubulcus ibis"
"573","Trichogaster fasciata","Bubulcus ibis"
"574","Diplonychus annulatus","Bubulcus ibis"
"575","Diplonychus rusticus","Bubulcus ibis"
"576","Aquarius adelaides","Bubulcus ibis"
"577","Limnogonus fossarum","Bubulcus ibis"
"578","Laccotrephes griseus","Bubulcus ibis"
"579","Laccotrephes ruber","Bubulcus ibis"
"580","Ranatra elongata","Bubulcus ibis"
"581","Ranatra filiformis","Bubulcus ibis"
"582","Ranatra varipes","Bubulcus ibis"
"583","Anisops campbelli","Bubulcus ibis"
"584","Hydrovatus confertus","Bubulcus ibis"
"585","Big fish juveniles","Bubulcus ibis"
"586","Parambassis baculis","Ardeola grayii"
"587","Aplocheilus panchax","Ardeola grayii"
"588","Badis badis","Ardeola grayii"
"589","Puntius vittatus","Ardeola grayii"
"590","Rasbora daniconius","Ardeola grayii"
"591","Pethia phutunio","Ardeola grayii"
"592","Trichogaster lalius","Ardeola grayii"
"593","Trichogaster fasciata","Ardeola grayii"
"594","Duttaphrynus melanostictus","Ardeola grayii"
"595","Duttaphrynus scaber","Ardeola grayii"
"596","Fejervarya orissaensis","Ardeola grayii"
"597","Minervarya agricola","Ardeola grayii"
"598","Minervarya pierrei","Ardeola grayii"
"599","Euphlyctis cyanophlyctis","Ardeola grayii"
"600","Hoplobatrachus tigerinus","Ardeola grayii"
"601","Hoplobatrachus crassus","Ardeola grayii"
"602","Uperodon systoma","Ardeola grayii"
"603","Polypedates maculatus","Ardeola grayii"
"604","Diplonychus annulatus","Ardeola grayii"
"605","Diplonychus rusticus","Ardeola grayii"
"606","Aquarius adelaides","Ardeola grayii"
"607","Limnogonus fossarum","Ardeola grayii"
"608","Laccotrephes griseus","Ardeola grayii"
"609","Laccotrephes ruber","Ardeola grayii"
"610","Ranatra elongata","Ardeola grayii"
"611","Ranatra filiformis","Ardeola grayii"
"612","Ranatra varipes","Ardeola grayii"
"613","Anisops campbelli","Ardeola grayii"
"614","Hydrovatus confertus","Ardeola grayii"
"615","Macrobrachium malcolmsonii","Ardeola grayii"
"616","Macrobrachium rosenbergii","Ardeola grayii"
"617","Macrobrachium rude","Ardeola grayii"
"618","Macrobrachium equidens","Ardeola grayii"
"619","Big fish juveniles","Ardeola grayii"
"620","Parambassis baculis","Nycticorax nycticorax"
"621","Aplocheilus panchax","Nycticorax nycticorax"
"622","Badis badis","Nycticorax nycticorax"
"623","Puntius vittatus","Nycticorax nycticorax"
"624","Rasbora daniconius","Nycticorax nycticorax"
"625","Pethia phutunio","Nycticorax nycticorax"
"626","Trichogaster lalius","Nycticorax nycticorax"
"627","Trichogaster fasciata","Nycticorax nycticorax"
"628","Duttaphrynus melanostictus","Nycticorax nycticorax"
"629","Duttaphrynus scaber","Nycticorax nycticorax"
"630","Fejervarya orissaensis","Nycticorax nycticorax"
"631","Minervarya agricola","Nycticorax nycticorax"
"632","Minervarya pierrei","Nycticorax nycticorax"
"633","Euphlyctis cyanophlyctis","Nycticorax nycticorax"
"634","Hoplobatrachus tigerinus","Nycticorax nycticorax"
"635","Hoplobatrachus crassus","Nycticorax nycticorax"
"636","Uperodon systoma","Nycticorax nycticorax"
"637","Polypedates maculatus","Nycticorax nycticorax"
"638","Diplonychus annulatus","Nycticorax nycticorax"
"639","Diplonychus rusticus","Nycticorax nycticorax"
"640","Aquarius adelaides","Nycticorax nycticorax"
"641","Limnogonus fossarum","Nycticorax nycticorax"
"642","Laccotrephes griseus","Nycticorax nycticorax"
"643","Laccotrephes ruber","Nycticorax nycticorax"
"644","Ranatra elongata","Nycticorax nycticorax"
"645","Ranatra filiformis","Nycticorax nycticorax"
"646","Ranatra varipes","Nycticorax nycticorax"
"647","Anisops campbelli","Nycticorax nycticorax"
"648","Hydrovatus confertus","Nycticorax nycticorax"
"649","Big fish juveniles","Nycticorax nycticorax"
"650","Parambassis baculis","Haliaeetus leucogaster"
"651","Aplocheilus panchax","Haliaeetus leucogaster"
"652","Netuma thalassina","Haliaeetus leucogaster"
"653","Badis badis","Haliaeetus leucogaster"
"654","Mystus tengara","Haliaeetus leucogaster"
"655","Mystus vittatus","Haliaeetus leucogaster"
"656","Xenentodon cancila","Haliaeetus leucogaster"
"657","Channa punctata","Haliaeetus leucogaster"
"658","Channa striata","Haliaeetus leucogaster"
"659","Channa gachua","Haliaeetus leucogaster"
"660","Oreochromis niloticus","Haliaeetus leucogaster"
"661","Puntius vittatus","Haliaeetus leucogaster"
"662","Rasbora daniconius","Haliaeetus leucogaster"
"663","Pethia phutunio","Haliaeetus leucogaster"
"664","Glossogobius giuris","Haliaeetus leucogaster"
"665","Heteropneustes fossilis","Haliaeetus leucogaster"
"666","Macrognathus pancalus","Haliaeetus leucogaster"
"667","Mastacembelus armatus","Haliaeetus leucogaster"
"668","Notopterus notopterus","Haliaeetus leucogaster"
"669","Trichogaster lalius","Haliaeetus leucogaster"
"670","Trichogaster fasciata","Haliaeetus leucogaster"
"671","Enhydris enhydris","Haliaeetus leucogaster"
"672","Fowlea piscator","Haliaeetus leucogaster"
"673","Bungarus fasciatus","Haliaeetus leucogaster"
"674","Naja naja","Haliaeetus leucogaster"
"675","Big fish juveniles","Haliaeetus leucogaster"
"676","Enhydris enhydris","Spilornis cheela"
"677","Fowlea piscator","Spilornis cheela"
"678","Bungarus fasciatus","Spilornis cheela"
"679","Naja naja","Spilornis cheela"
"680","Parambassis baculis","Alcedo atthis"
"681","Aplocheilus panchax","Alcedo atthis"
"682","Badis badis","Alcedo atthis"
"683","Puntius vittatus","Alcedo atthis"
"684","Rasbora daniconius","Alcedo atthis"
"685","Pethia phutunio","Alcedo atthis"
"686","Trichogaster lalius","Alcedo atthis"
"687","Trichogaster fasciata","Alcedo atthis"
"688","Fejervarya orissaensis","Alcedo atthis"
"689","Minervarya agricola","Alcedo atthis"
"690","Minervarya pierrei","Alcedo atthis"
"691","Uperodon systoma","Alcedo atthis"
"692","Polypedates maculatus","Alcedo atthis"
"693","Diplonychus annulatus","Alcedo atthis"
"694","Diplonychus rusticus","Alcedo atthis"
"695","Aquarius adelaides","Alcedo atthis"
"696","Limnogonus fossarum","Alcedo atthis"
"697","Laccotrephes griseus","Alcedo atthis"
"698","Laccotrephes ruber","Alcedo atthis"
"699","Ranatra elongata","Alcedo atthis"
"700","Ranatra filiformis","Alcedo atthis"
"701","Ranatra varipes","Alcedo atthis"
"702","Anisops campbelli","Alcedo atthis"
"703","Hydrovatus confertus","Alcedo atthis"
"704","Big fish juveniles","Alcedo atthis"
"705","Parambassis baculis","Halcyon smyrnensis"
"706","Aplocheilus panchax","Halcyon smyrnensis"
"707","Badis badis","Halcyon smyrnensis"
"708","Puntius vittatus","Halcyon smyrnensis"
"709","Rasbora daniconius","Halcyon smyrnensis"
"710","Pethia phutunio","Halcyon smyrnensis"
"711","Trichogaster lalius","Halcyon smyrnensis"
"712","Trichogaster fasciata","Halcyon smyrnensis"
"713","Fejervarya orissaensis","Halcyon smyrnensis"
"714","Minervarya agricola","Halcyon smyrnensis"
"715","Minervarya pierrei","Halcyon smyrnensis"
"716","Uperodon systoma","Halcyon smyrnensis"
"717","Polypedates maculatus","Halcyon smyrnensis"
"718","Diplonychus annulatus","Halcyon smyrnensis"
"719","Diplonychus rusticus","Halcyon smyrnensis"
"720","Aquarius adelaides","Halcyon smyrnensis"
"721","Limnogonus fossarum","Halcyon smyrnensis"
"722","Laccotrephes griseus","Halcyon smyrnensis"
"723","Laccotrephes ruber","Halcyon smyrnensis"
"724","Ranatra elongata","Halcyon smyrnensis"
"725","Ranatra filiformis","Halcyon smyrnensis"
"726","Ranatra varipes","Halcyon smyrnensis"
"727","Anisops campbelli","Halcyon smyrnensis"
"728","Hydrovatus confertus","Halcyon smyrnensis"
"729","Big fish juveniles","Halcyon smyrnensis"
"730","Parambassis baculis","Ceryle rudis"
"731","Aplocheilus panchax","Ceryle rudis"
"732","Badis badis","Ceryle rudis"
"733","Puntius vittatus","Ceryle rudis"
"734","Rasbora daniconius","Ceryle rudis"
"735","Pethia phutunio","Ceryle rudis"
"736","Trichogaster lalius","Ceryle rudis"
"737","Trichogaster fasciata","Ceryle rudis"
"738","Fejervarya orissaensis","Ceryle rudis"
"739","Minervarya agricola","Ceryle rudis"
"740","Minervarya pierrei","Ceryle rudis"
"741","Uperodon systoma","Ceryle rudis"
"742","Polypedates maculatus","Ceryle rudis"
"743","Diplonychus annulatus","Ceryle rudis"
"744","Diplonychus rusticus","Ceryle rudis"
"745","Aquarius adelaides","Ceryle rudis"
"746","Limnogonus fossarum","Ceryle rudis"
"747","Laccotrephes griseus","Ceryle rudis"
"748","Laccotrephes ruber","Ceryle rudis"
"749","Ranatra elongata","Ceryle rudis"
"750","Ranatra filiformis","Ceryle rudis"
"751","Ranatra varipes","Ceryle rudis"
"752","Anisops campbelli","Ceryle rudis"
"753","Hydrovatus confertus","Ceryle rudis"
"754","Big fish juveniles","Ceryle rudis"
"755","Odonata sp.","Merops orientalis"
"756","Odonata sp.","Coracias benghalensis"
"757","Duttaphrynus melanostictus","Coracias benghalensis"
"758","Duttaphrynus scaber","Coracias benghalensis"
"759","Fejervarya orissaensis","Coracias benghalensis"
"760","Minervarya agricola","Coracias benghalensis"
"761","Minervarya pierrei","Coracias benghalensis"
"762","Euphlyctis cyanophlyctis","Coracias benghalensis"
"763","Hoplobatrachus tigerinus","Coracias benghalensis"
"764","Hoplobatrachus crassus","Coracias benghalensis"
"765","Uperodon systoma","Coracias benghalensis"
"766","Polypedates maculatus","Coracias benghalensis"
"767","Enhydris enhydris","Coracias benghalensis"
"768","Fowlea piscator","Coracias benghalensis"
"769","Odonata sp.","Oriolus kundoo"
"770","Odonata sp.","Oriolus xanthornus"
"771","Diplonychus annulatus","Hirundo rustica"
"772","Diplonychus rusticus","Hirundo rustica"
"773","Aquarius adelaides","Hirundo rustica"
"774","Limnogonus fossarum","Hirundo rustica"
"775","Laccotrephes griseus","Hirundo rustica"
"776","Laccotrephes ruber","Hirundo rustica"
"777","Ranatra elongata","Hirundo rustica"
"778","Ranatra filiformis","Hirundo rustica"
"779","Ranatra varipes","Hirundo rustica"
"780","Anisops campbelli","Hirundo rustica"
"781","Hydrovatus confertus","Hirundo rustica"
"782","Duttaphrynus melanostictus","Acridotheres ginginianus"
"783","Duttaphrynus scaber","Acridotheres ginginianus"
"784","Fejervarya orissaensis","Acridotheres ginginianus"
"785","Minervarya agricola","Acridotheres ginginianus"
"786","Minervarya pierrei","Acridotheres ginginianus"
"787","Euphlyctis cyanophlyctis","Acridotheres ginginianus"
"788","Hoplobatrachus tigerinus","Acridotheres ginginianus"
"789","Hoplobatrachus crassus","Acridotheres ginginianus"
"790","Uperodon systoma","Acridotheres ginginianus"
"791","Polypedates maculatus","Acridotheres ginginianus"
"792","Diplonychus annulatus","Motacilla citreola"
"793","Diplonychus rusticus","Motacilla citreola"
"794","Aquarius adelaides","Motacilla citreola"
"795","Limnogonus fossarum","Motacilla citreola"
"796","Laccotrephes griseus","Motacilla citreola"
"797","Laccotrephes ruber","Motacilla citreola"
"798","Ranatra elongata","Motacilla citreola"
"799","Ranatra filiformis","Motacilla citreola"
"800","Ranatra varipes","Motacilla citreola"
"801","Anisops campbelli","Motacilla citreola"
"802","Hydrovatus confertus","Motacilla citreola"
"814","Diplonychus annulatus","Duttaphrynus melanostictus"
"815","Diplonychus rusticus","Duttaphrynus melanostictus"
"816","Aquarius adelaides","Duttaphrynus melanostictus"
"817","Limnogonus fossarum","Duttaphrynus melanostictus"
"818","Laccotrephes griseus","Duttaphrynus melanostictus"
"819","Laccotrephes ruber","Duttaphrynus melanostictus"
"820","Ranatra elongata","Duttaphrynus melanostictus"
"821","Ranatra filiformis","Duttaphrynus melanostictus"
"822","Ranatra varipes","Duttaphrynus melanostictus"
"823","Anisops campbelli","Duttaphrynus melanostictus"
"824","Hydrovatus confertus","Duttaphrynus melanostictus"
"825","Pila globosa","Duttaphrynus melanostictus"
"826","Filopaludina bengalensis","Duttaphrynus melanostictus"
"827","Melanoides tuberculata","Duttaphrynus melanostictus"
"828","Tarebia lineata","Duttaphrynus melanostictus"
"829","Bithynia pulchella","Duttaphrynus melanostictus"
"830","Gabbia orcula","Duttaphrynus melanostictus"
"831","Radix rufescens","Duttaphrynus melanostictus"
"832","Racesina luteola","Duttaphrynus melanostictus"
"833","Gyraulus barrackporensis","Duttaphrynus melanostictus"
"834","Gyraulus convexiusculus","Duttaphrynus melanostictus"
"835","Gyraulus euphraticus","Duttaphrynus melanostictus"
"836","Indoplanorbis exustus","Duttaphrynus melanostictus"
"837","Diplonychus annulatus","Duttaphrynus scaber"
"838","Diplonychus rusticus","Duttaphrynus scaber"
"839","Aquarius adelaides","Duttaphrynus scaber"
"840","Limnogonus fossarum","Duttaphrynus scaber"
"841","Laccotrephes griseus","Duttaphrynus scaber"
"842","Laccotrephes ruber","Duttaphrynus scaber"
"843","Ranatra elongata","Duttaphrynus scaber"
"844","Ranatra filiformis","Duttaphrynus scaber"
"845","Ranatra varipes","Duttaphrynus scaber"
"846","Anisops campbelli","Duttaphrynus scaber"
"847","Hydrovatus confertus","Duttaphrynus scaber"
"848","Pila globosa","Duttaphrynus scaber"
"849","Filopaludina bengalensis","Duttaphrynus scaber"
"850","Melanoides tuberculata","Duttaphrynus scaber"
"851","Tarebia lineata","Duttaphrynus scaber"
"852","Bithynia pulchella","Duttaphrynus scaber"
"853","Gabbia orcula","Duttaphrynus scaber"
"854","Radix rufescens","Duttaphrynus scaber"
"855","Racesina luteola","Duttaphrynus scaber"
"856","Gyraulus barrackporensis","Duttaphrynus scaber"
"857","Gyraulus convexiusculus","Duttaphrynus scaber"
"858","Gyraulus euphraticus","Duttaphrynus scaber"
"859","Indoplanorbis exustus","Duttaphrynus scaber"
"860","Diplonychus annulatus","Fejervarya orissaensis"
"861","Diplonychus rusticus","Fejervarya orissaensis"
"862","Aquarius adelaides","Fejervarya orissaensis"
"863","Limnogonus fossarum","Fejervarya orissaensis"
"864","Laccotrephes griseus","Fejervarya orissaensis"
"865","Laccotrephes ruber","Fejervarya orissaensis"
"866","Ranatra elongata","Fejervarya orissaensis"
"867","Ranatra filiformis","Fejervarya orissaensis"
"868","Ranatra varipes","Fejervarya orissaensis"
"869","Anisops campbelli","Fejervarya orissaensis"
"870","Hydrovatus confertus","Fejervarya orissaensis"
"871","Diplonychus annulatus","Minervarya agricola"
"872","Diplonychus rusticus","Minervarya agricola"
"873","Aquarius adelaides","Minervarya agricola"
"874","Limnogonus fossarum","Minervarya agricola"
"875","Laccotrephes griseus","Minervarya agricola"
"876","Laccotrephes ruber","Minervarya agricola"
"877","Ranatra elongata","Minervarya agricola"
"878","Ranatra filiformis","Minervarya agricola"
"879","Ranatra varipes","Minervarya agricola"
"880","Anisops campbelli","Minervarya agricola"
"881","Hydrovatus confertus","Minervarya agricola"
"882","Pila globosa","Minervarya agricola"
"883","Filopaludina bengalensis","Minervarya agricola"
"884","Melanoides tuberculata","Minervarya agricola"
"885","Tarebia lineata","Minervarya agricola"
"886","Bithynia pulchella","Minervarya agricola"
"887","Gabbia orcula","Minervarya agricola"
"888","Radix rufescens","Minervarya agricola"
"889","Racesina luteola","Minervarya agricola"
"890","Gyraulus barrackporensis","Minervarya agricola"
"891","Gyraulus convexiusculus","Minervarya agricola"
"892","Gyraulus euphraticus","Minervarya agricola"
"893","Indoplanorbis exustus","Minervarya agricola"
"894","Diplonychus annulatus","Minervarya pierrei"
"895","Diplonychus rusticus","Minervarya pierrei"
"896","Aquarius adelaides","Minervarya pierrei"
"897","Limnogonus fossarum","Minervarya pierrei"
"898","Laccotrephes griseus","Minervarya pierrei"
"899","Laccotrephes ruber","Minervarya pierrei"
"900","Ranatra elongata","Minervarya pierrei"
"901","Ranatra filiformis","Minervarya pierrei"
"902","Ranatra varipes","Minervarya pierrei"
"903","Anisops campbelli","Minervarya pierrei"
"904","Hydrovatus confertus","Minervarya pierrei"
"905","Pila globosa","Minervarya pierrei"
"906","Filopaludina bengalensis","Minervarya pierrei"
"907","Melanoides tuberculata","Minervarya pierrei"
"908","Tarebia lineata","Minervarya pierrei"
"909","Bithynia pulchella","Minervarya pierrei"
"910","Gabbia orcula","Minervarya pierrei"
"911","Radix rufescens","Minervarya pierrei"
"912","Racesina luteola","Minervarya pierrei"
"913","Gyraulus barrackporensis","Minervarya pierrei"
"914","Gyraulus convexiusculus","Minervarya pierrei"
"915","Gyraulus euphraticus","Minervarya pierrei"
"916","Indoplanorbis exustus","Minervarya pierrei"
"917","Diplonychus annulatus","Euphlyctis cyanophlyctis"
"918","Diplonychus rusticus","Euphlyctis cyanophlyctis"
"919","Aquarius adelaides","Euphlyctis cyanophlyctis"
"920","Limnogonus fossarum","Euphlyctis cyanophlyctis"
"921","Laccotrephes griseus","Euphlyctis cyanophlyctis"
"922","Laccotrephes ruber","Euphlyctis cyanophlyctis"
"923","Ranatra elongata","Euphlyctis cyanophlyctis"
"924","Ranatra filiformis","Euphlyctis cyanophlyctis"
"925","Ranatra varipes","Euphlyctis cyanophlyctis"
"926","Anisops campbelli","Euphlyctis cyanophlyctis"
"927","Hydrovatus confertus","Euphlyctis cyanophlyctis"
"928","Diplonychus annulatus","Hoplobatrachus tigerinus"
"929","Diplonychus rusticus","Hoplobatrachus tigerinus"
"930","Aquarius adelaides","Hoplobatrachus tigerinus"
"931","Limnogonus fossarum","Hoplobatrachus tigerinus"
"932","Laccotrephes griseus","Hoplobatrachus tigerinus"
"933","Laccotrephes ruber","Hoplobatrachus tigerinus"
"934","Ranatra elongata","Hoplobatrachus tigerinus"
"935","Ranatra filiformis","Hoplobatrachus tigerinus"
"936","Ranatra varipes","Hoplobatrachus tigerinus"
"937","Anisops campbelli","Hoplobatrachus tigerinus"
"938","Hydrovatus confertus","Hoplobatrachus tigerinus"
"939","Duttaphrynus melanostictus","Hoplobatrachus tigerinus"
"940","Duttaphrynus scaber","Hoplobatrachus tigerinus"
"941","Fejervarya orissaensis","Hoplobatrachus tigerinus"
"942","Minervarya agricola","Hoplobatrachus tigerinus"
"943","Minervarya pierrei","Hoplobatrachus tigerinus"
"944","Euphlyctis cyanophlyctis","Hoplobatrachus tigerinus"
"945","Hoplobatrachus crassus","Hoplobatrachus tigerinus"
"946","Uperodon systoma","Hoplobatrachus tigerinus"
"947","Polypedates maculatus","Hoplobatrachus tigerinus"
"948","Enhydris enhydris","Hoplobatrachus tigerinus"
"949","Fowlea piscator","Hoplobatrachus tigerinus"
"950","Bungarus fasciatus","Hoplobatrachus tigerinus"
"951","Diplonychus annulatus","Hoplobatrachus crassus"
"952","Diplonychus rusticus","Hoplobatrachus crassus"
"953","Aquarius adelaides","Hoplobatrachus crassus"
"954","Limnogonus fossarum","Hoplobatrachus crassus"
"955","Laccotrephes griseus","Hoplobatrachus crassus"
"956","Laccotrephes ruber","Hoplobatrachus crassus"
"957","Ranatra elongata","Hoplobatrachus crassus"
"958","Ranatra filiformis","Hoplobatrachus crassus"
"959","Ranatra varipes","Hoplobatrachus crassus"
"960","Anisops campbelli","Hoplobatrachus crassus"
"961","Hydrovatus confertus","Hoplobatrachus crassus"
"962","Fejervarya orissaensis","Hoplobatrachus crassus"
"963","Minervarya pierrei","Hoplobatrachus crassus"
"964","Euphlyctis cyanophlyctis","Hoplobatrachus crassus"
"965","Uperodon systoma","Hoplobatrachus crassus"
"966","Enhydris enhydris","Hoplobatrachus crassus"
"967","Fowlea piscator","Hoplobatrachus crassus"
"968","Bungarus fasciatus","Hoplobatrachus crassus"
"969","Diplonychus annulatus","Uperodon systoma"
"970","Diplonychus rusticus","Uperodon systoma"
"971","Aquarius adelaides","Uperodon systoma"
"972","Limnogonus fossarum","Uperodon systoma"
"973","Laccotrephes griseus","Uperodon systoma"
"974","Laccotrephes ruber","Uperodon systoma"
"975","Ranatra elongata","Uperodon systoma"
"976","Ranatra filiformis","Uperodon systoma"
"977","Ranatra varipes","Uperodon systoma"
"978","Anisops campbelli","Uperodon systoma"
"979","Hydrovatus confertus","Uperodon systoma"
"980","Diplonychus annulatus","Polypedates maculatus"
"981","Diplonychus rusticus","Polypedates maculatus"
"982","Aquarius adelaides","Polypedates maculatus"
"983","Limnogonus fossarum","Polypedates maculatus"
"984","Laccotrephes griseus","Polypedates maculatus"
"985","Laccotrephes ruber","Polypedates maculatus"
"986","Ranatra elongata","Polypedates maculatus"
"987","Ranatra filiformis","Polypedates maculatus"
"988","Ranatra varipes","Polypedates maculatus"
"989","Anisops campbelli","Polypedates maculatus"
"990","Hydrovatus confertus","Polypedates maculatus"
"991","Duttaphrynus melanostictus","Varanus bengalensis"
"992","Duttaphrynus scaber","Varanus bengalensis"
"993","Fejervarya orissaensis","Varanus bengalensis"
"994","Minervarya agricola","Varanus bengalensis"
"995","Minervarya pierrei","Varanus bengalensis"
"996","Euphlyctis cyanophlyctis","Varanus bengalensis"
"997","Hoplobatrachus tigerinus","Varanus bengalensis"
"998","Hoplobatrachus crassus","Varanus bengalensis"
"999","Uperodon systoma","Varanus bengalensis"
"1000","Polypedates maculatus","Varanus bengalensis"
"1001","Fowlea piscator","Varanus bengalensis"
"1002","Parambassis baculis","Enhydris enhydris"
"1003","Aplocheilus panchax","Enhydris enhydris"
"1004","Badis badis","Enhydris enhydris"
"1005","Puntius vittatus","Enhydris enhydris"
"1006","Rasbora daniconius","Enhydris enhydris"
"1007","Pethia phutunio","Enhydris enhydris"
"1008","Trichogaster lalius","Enhydris enhydris"
"1009","Trichogaster fasciata","Enhydris enhydris"
"1010","Fejervarya orissaensis","Enhydris enhydris"
"1011","Minervarya agricola","Enhydris enhydris"
"1012","Minervarya pierrei","Enhydris enhydris"
"1013","Uperodon systoma","Enhydris enhydris"
"1014","Polypedates maculatus","Enhydris enhydris"
"1015","Big fish juveniles","Enhydris enhydris"
"1016","Parambassis baculis","Fowlea piscator"
"1017","Aplocheilus panchax","Fowlea piscator"
"1018","Badis badis","Fowlea piscator"
"1019","Puntius vittatus","Fowlea piscator"
"1020","Rasbora daniconius","Fowlea piscator"
"1021","Pethia phutunio","Fowlea piscator"
"1022","Trichogaster lalius","Fowlea piscator"
"1023","Trichogaster fasciata","Fowlea piscator"
"1024","Fejervarya orissaensis","Fowlea piscator"
"1025","Minervarya agricola","Fowlea piscator"
"1026","Minervarya pierrei","Fowlea piscator"
"1027","Euphlyctis cyanophlyctis","Fowlea piscator"
"1028","Hoplobatrachus tigerinus","Fowlea piscator"
"1029","Hoplobatrachus crassus","Fowlea piscator"
"1030","Uperodon systoma","Fowlea piscator"
"1031","Big fish juveniles","Fowlea piscator"
"1032","Parambassis baculis","Bungarus fasciatus"
"1033","Aplocheilus panchax","Bungarus fasciatus"
"1034","Badis badis","Bungarus fasciatus"
"1035","Puntius vittatus","Bungarus fasciatus"
"1036","Rasbora daniconius","Bungarus fasciatus"
"1037","Pethia phutunio","Bungarus fasciatus"
"1038","Trichogaster lalius","Bungarus fasciatus"
"1039","Trichogaster fasciata","Bungarus fasciatus"
"1040","Duttaphrynus melanostictus","Bungarus fasciatus"
"1041","Duttaphrynus scaber","Bungarus fasciatus"
"1042","Fejervarya orissaensis","Bungarus fasciatus"
"1043","Minervarya agricola","Bungarus fasciatus"
"1044","Minervarya pierrei","Bungarus fasciatus"
"1045","Euphlyctis cyanophlyctis","Bungarus fasciatus"
"1046","Hoplobatrachus tigerinus","Bungarus fasciatus"
"1047","Hoplobatrachus crassus","Bungarus fasciatus"
"1048","Uperodon systoma","Bungarus fasciatus"
"1049","Polypedates maculatus","Bungarus fasciatus"
"1050","Enhydris enhydris","Bungarus fasciatus"
"1051","Fowlea piscator","Bungarus fasciatus"
"1052","Big fish juveniles","Bungarus fasciatus"
"1053","Duttaphrynus melanostictus","Naja naja"
"1054","Duttaphrynus scaber","Naja naja"
"1055","Fejervarya orissaensis","Naja naja"
"1056","Minervarya agricola","Naja naja"
"1057","Minervarya pierrei","Naja naja"
"1058","Euphlyctis cyanophlyctis","Naja naja"
"1059","Hoplobatrachus tigerinus","Naja naja"
"1060","Hoplobatrachus crassus","Naja naja"
"1061","Uperodon systoma","Naja naja"
"1062","Duttaphrynus melanostictus","Lissemys punctata"
"1063","Duttaphrynus scaber","Lissemys punctata"
"1064","Fejervarya orissaensis","Lissemys punctata"
"1065","Minervarya agricola","Lissemys punctata"
"1066","Minervarya pierrei","Lissemys punctata"
"1067","Euphlyctis cyanophlyctis","Lissemys punctata"
"1068","Hoplobatrachus tigerinus","Lissemys punctata"
"1069","Hoplobatrachus crassus","Lissemys punctata"
"1070","Uperodon systoma","Lissemys punctata"
"1071","Polypedates maculatus","Lissemys punctata"
"1072","Parambassis baculis","Lissemys punctata"
"1073","Aplocheilus panchax","Lissemys punctata"
"1074","Badis badis","Lissemys punctata"
"1075","Puntius vittatus","Lissemys punctata"
"1076","Rasbora daniconius","Lissemys punctata"
"1077","Pethia phutunio","Lissemys punctata"
"1078","Trichogaster lalius","Lissemys punctata"
"1079","Trichogaster fasciata","Lissemys punctata"
"1080","Macrobrachium malcolmsonii","Lissemys punctata"
"1081","Macrobrachium rosenbergii","Lissemys punctata"
"1082","Macrobrachium rude","Lissemys punctata"
"1083","Macrobrachium equidens","Lissemys punctata"
"1084","Pila globosa","Lissemys punctata"
"1085","Filopaludina bengalensis","Lissemys punctata"
"1086","Melanoides tuberculata","Lissemys punctata"
"1087","Tarebia lineata","Lissemys punctata"
"1088","Bithynia pulchella","Lissemys punctata"
"1089","Gabbia orcula","Lissemys punctata"
"1090","Radix rufescens","Lissemys punctata"
"1091","Racesina luteola","Lissemys punctata"
"1092","Gyraulus barrackporensis","Lissemys punctata"
"1093","Gyraulus convexiusculus","Lissemys punctata"
"1094","Gyraulus euphraticus","Lissemys punctata"
"1095","Indoplanorbis exustus","Lissemys punctata"
"1096","Diplonychus annulatus","Lissemys punctata"
"1097","Diplonychus rusticus","Lissemys punctata"
"1098","Aquarius adelaides","Lissemys punctata"
"1099","Limnogonus fossarum","Lissemys punctata"
"1100","Laccotrephes griseus","Lissemys punctata"
"1101","Laccotrephes ruber","Lissemys punctata"
"1102","Ranatra elongata","Lissemys punctata"
"1103","Ranatra filiformis","Lissemys punctata"
"1104","Ranatra varipes","Lissemys punctata"
"1105","Anisops campbelli","Lissemys punctata"
"1106","Hydrovatus confertus","Lissemys punctata"
"1107","Detritus","Lissemys punctata"
"1108","Herbaceous aquatic plants","Lissemys punctata"
"1109","Big fish juveniles","Lissemys punctata"
"1110","Mosquito larvae","Parambassis baculis"
"1111","Diplonychus annulatus","Parambassis baculis"
"1112","Diplonychus rusticus","Parambassis baculis"
"1113","Aquarius adelaides","Parambassis baculis"
"1114","Limnogonus fossarum","Parambassis baculis"
"1115","Laccotrephes griseus","Parambassis baculis"
"1116","Laccotrephes ruber","Parambassis baculis"
"1117","Ranatra elongata","Parambassis baculis"
"1118","Ranatra filiformis","Parambassis baculis"
"1119","Ranatra varipes","Parambassis baculis"
"1120","Anisops campbelli","Parambassis baculis"
"1121","Hydrovatus confertus","Parambassis baculis"
