"","PREY_sp","PREDATOR_sp"
"566","Hylarana tytleri","Ardeola grayii"
"567","Polypedates maculatus","Ardeola grayii"
"568","Diplonychus annulatus","Ardeola grayii"
"569","Diplonychus rusticus","Ardeola grayii"
"570","Aquarius adelaides","Ardeola grayii"
"571","Limnogonus fossarum","Ardeola grayii"
"572","Laccotrephes griseus","Ardeola grayii"
"573","Laccotrephes ruber","Ardeola grayii"
"574","Ranatra elongata","Ardeola grayii"
"575","Ranatra filiformis","Ardeola grayii"
"576","Ranatra varipes","Ardeola grayii"
"577","Anisops campbelli","Ardeola grayii"
"578","Hydrovatus confertus","Ardeola grayii"
"579","Macrobrachium malcolmsonii","Ardeola grayii"
"580","Macrobrachium rosenbergii","Ardeola grayii"
"581","Macrobrachium rude","Ardeola grayii"
"582","Macrobrachium equidens","Ardeola grayii"
"583","Tadploes","Ardeola grayii"
"584","Big fish juveniles","Ardeola grayii"
"585","Parambassis baculis","Nycticorax nycticorax"
"586","Aplocheilus panchax","Nycticorax nycticorax"
"587","Badis badis","Nycticorax nycticorax"
"588","Puntius vittatus","Nycticorax nycticorax"
"589","Rasbora daniconius","Nycticorax nycticorax"
"590","Pethia phutunio","Nycticorax nycticorax"
"591","Trichogaster lalius","Nycticorax nycticorax"
"592","Trichogaster fasciata","Nycticorax nycticorax"
"593","Duttaphrynus melanostictus","Nycticorax nycticorax"
"594","Duttaphrynus scaber","Nycticorax nycticorax"
"595","Fejervarya orissaensis","Nycticorax nycticorax"
"596","Minervarya agricola","Nycticorax nycticorax"
"597","Minervarya pierrei","Nycticorax nycticorax"
"598","Euphlyctis cyanophlyctis","Nycticorax nycticorax"
"599","Hoplobatrachus tigerinus","Nycticorax nycticorax"
"600","Hoplobatrachus crassus","Nycticorax nycticorax"
"601","Sphaerotheca breviceps","Nycticorax nycticorax"
"602","Sphaerotheca rolandae","Nycticorax nycticorax"
"603","Microhyla mymensinghensis","Nycticorax nycticorax"
"604","Uperodon systoma","Nycticorax nycticorax"
"605","Hylarana tytleri","Nycticorax nycticorax"
"606","Polypedates maculatus","Nycticorax nycticorax"
"607","Diplonychus annulatus","Nycticorax nycticorax"
"608","Diplonychus rusticus","Nycticorax nycticorax"
"609","Aquarius adelaides","Nycticorax nycticorax"
"610","Limnogonus fossarum","Nycticorax nycticorax"
"611","Laccotrephes griseus","Nycticorax nycticorax"
"612","Laccotrephes ruber","Nycticorax nycticorax"
"613","Ranatra elongata","Nycticorax nycticorax"
"614","Ranatra filiformis","Nycticorax nycticorax"
"615","Ranatra varipes","Nycticorax nycticorax"
"616","Anisops campbelli","Nycticorax nycticorax"
"617","Hydrovatus confertus","Nycticorax nycticorax"
"618","Big fish juveniles","Nycticorax nycticorax"
"619","Parambassis baculis","Haliaeetus leucogaster"
"620","Aplocheilus panchax","Haliaeetus leucogaster"
"621","Netuma thalassina","Haliaeetus leucogaster"
"622","Badis badis","Haliaeetus leucogaster"
"623","Mystus tengara","Haliaeetus leucogaster"
"624","Mystus vittatus","Haliaeetus leucogaster"
"625","Xenentodon cancila","Haliaeetus leucogaster"
"626","Channa punctata","Haliaeetus leucogaster"
"627","Channa striata","Haliaeetus leucogaster"
"628","Channa gachua","Haliaeetus leucogaster"
"629","Oreochromis niloticus","Haliaeetus leucogaster"
"630","Puntius vittatus","Haliaeetus leucogaster"
"631","Rasbora daniconius","Haliaeetus leucogaster"
"632","Pethia phutunio","Haliaeetus leucogaster"
"633","Glossogobius giuris","Haliaeetus leucogaster"
"634","Heteropneustes fossilis","Haliaeetus leucogaster"
"635","Macrognathus pancalus","Haliaeetus leucogaster"
"636","Mastacembelus armatus","Haliaeetus leucogaster"
"637","Notopterus notopterus","Haliaeetus leucogaster"
"638","Trichogaster lalius","Haliaeetus leucogaster"
"639","Trichogaster fasciata","Haliaeetus leucogaster"
"640","Enhydris enhydris","Haliaeetus leucogaster"
"641","Fowlea piscator","Haliaeetus leucogaster"
"642","Bungarus fasciatus","Haliaeetus leucogaster"
"643","Naja naja","Haliaeetus leucogaster"
"644","Big fish juveniles","Haliaeetus leucogaster"
"645","Enhydris enhydris","Spilornis cheela"
"646","Fowlea piscator","Spilornis cheela"
"647","Bungarus fasciatus","Spilornis cheela"
"648","Naja naja","Spilornis cheela"
"649","Parambassis baculis","Alcedo atthis"
"650","Aplocheilus panchax","Alcedo atthis"
"651","Badis badis","Alcedo atthis"
"652","Puntius vittatus","Alcedo atthis"
"653","Rasbora daniconius","Alcedo atthis"
"654","Pethia phutunio","Alcedo atthis"
"655","Trichogaster lalius","Alcedo atthis"
"656","Trichogaster fasciata","Alcedo atthis"
"657","Tadploes","Alcedo atthis"
"658","Fejervarya orissaensis","Alcedo atthis"
"659","Minervarya agricola","Alcedo atthis"
"660","Minervarya pierrei","Alcedo atthis"
"661","Microhyla mymensinghensis","Alcedo atthis"
"662","Uperodon systoma","Alcedo atthis"
"663","Hylarana tytleri","Alcedo atthis"
"664","Polypedates maculatus","Alcedo atthis"
"665","Diplonychus annulatus","Alcedo atthis"
"666","Diplonychus rusticus","Alcedo atthis"
"667","Aquarius adelaides","Alcedo atthis"
"668","Limnogonus fossarum","Alcedo atthis"
"669","Laccotrephes griseus","Alcedo atthis"
"670","Laccotrephes ruber","Alcedo atthis"
"671","Ranatra elongata","Alcedo atthis"
"672","Ranatra filiformis","Alcedo atthis"
"673","Ranatra varipes","Alcedo atthis"
"674","Anisops campbelli","Alcedo atthis"
"675","Hydrovatus confertus","Alcedo atthis"
"676","Big fish juveniles","Alcedo atthis"
"677","Parambassis baculis","Halcyon smyrnensis"
"678","Aplocheilus panchax","Halcyon smyrnensis"
"679","Badis badis","Halcyon smyrnensis"
"680","Puntius vittatus","Halcyon smyrnensis"
"681","Rasbora daniconius","Halcyon smyrnensis"
"682","Pethia phutunio","Halcyon smyrnensis"
"683","Trichogaster lalius","Halcyon smyrnensis"
"684","Trichogaster fasciata","Halcyon smyrnensis"
"685","Tadploes","Halcyon smyrnensis"
"686","Fejervarya orissaensis","Halcyon smyrnensis"
"687","Minervarya agricola","Halcyon smyrnensis"
"688","Minervarya pierrei","Halcyon smyrnensis"
"689","Microhyla mymensinghensis","Halcyon smyrnensis"
"690","Uperodon systoma","Halcyon smyrnensis"
"691","Hylarana tytleri","Halcyon smyrnensis"
"692","Polypedates maculatus","Halcyon smyrnensis"
"693","Diplonychus annulatus","Halcyon smyrnensis"
"694","Diplonychus rusticus","Halcyon smyrnensis"
"695","Aquarius adelaides","Halcyon smyrnensis"
"696","Limnogonus fossarum","Halcyon smyrnensis"
"697","Laccotrephes griseus","Halcyon smyrnensis"
"698","Laccotrephes ruber","Halcyon smyrnensis"
"699","Ranatra elongata","Halcyon smyrnensis"
"700","Ranatra filiformis","Halcyon smyrnensis"
"701","Ranatra varipes","Halcyon smyrnensis"
"702","Anisops campbelli","Halcyon smyrnensis"
"703","Hydrovatus confertus","Halcyon smyrnensis"
"704","Big fish juveniles","Halcyon smyrnensis"
"705","Parambassis baculis","Ceryle rudis"
"706","Aplocheilus panchax","Ceryle rudis"
"707","Badis badis","Ceryle rudis"
"708","Puntius vittatus","Ceryle rudis"
"709","Rasbora daniconius","Ceryle rudis"
"710","Pethia phutunio","Ceryle rudis"
"711","Trichogaster lalius","Ceryle rudis"
"712","Trichogaster fasciata","Ceryle rudis"
"713","Tadploes","Ceryle rudis"
"714","Fejervarya orissaensis","Ceryle rudis"
"715","Minervarya agricola","Ceryle rudis"
"716","Minervarya pierrei","Ceryle rudis"
"717","Microhyla mymensinghensis","Ceryle rudis"
"718","Uperodon systoma","Ceryle rudis"
"719","Hylarana tytleri","Ceryle rudis"
"720","Polypedates maculatus","Ceryle rudis"
"721","Diplonychus annulatus","Ceryle rudis"
"722","Diplonychus rusticus","Ceryle rudis"
"723","Aquarius adelaides","Ceryle rudis"
"724","Limnogonus fossarum","Ceryle rudis"
"725","Laccotrephes griseus","Ceryle rudis"
"726","Laccotrephes ruber","Ceryle rudis"
"727","Ranatra elongata","Ceryle rudis"
"728","Ranatra filiformis","Ceryle rudis"
"729","Ranatra varipes","Ceryle rudis"
"730","Anisops campbelli","Ceryle rudis"
"731","Hydrovatus confertus","Ceryle rudis"
"732","Big fish juveniles","Ceryle rudis"
"733","Odonata sp.","Merops orientalis"
"734","Odonata sp.","Merops philippinus"
"735","Odonata sp.","Coracias benghalensis"
"736","Duttaphrynus melanostictus","Coracias benghalensis"
"737","Duttaphrynus scaber","Coracias benghalensis"
"738","Fejervarya orissaensis","Coracias benghalensis"
"739","Minervarya agricola","Coracias benghalensis"
"740","Minervarya pierrei","Coracias benghalensis"
"741","Euphlyctis cyanophlyctis","Coracias benghalensis"
"742","Hoplobatrachus tigerinus","Coracias benghalensis"
"743","Hoplobatrachus crassus","Coracias benghalensis"
"744","Sphaerotheca breviceps","Coracias benghalensis"
"745","Sphaerotheca rolandae","Coracias benghalensis"
"746","Microhyla mymensinghensis","Coracias benghalensis"
"747","Uperodon systoma","Coracias benghalensis"
"748","Hylarana tytleri","Coracias benghalensis"
"749","Polypedates maculatus","Coracias benghalensis"
"750","Enhydris enhydris","Coracias benghalensis"
"751","Fowlea piscator","Coracias benghalensis"
"752","Odonata sp.","Oriolus kundoo"
"753","Odonata sp.","Oriolus xanthornus"
"754","Diplonychus annulatus","Hirundo rustica"
"755","Diplonychus rusticus","Hirundo rustica"
"756","Aquarius adelaides","Hirundo rustica"
"757","Limnogonus fossarum","Hirundo rustica"
"758","Laccotrephes griseus","Hirundo rustica"
"759","Laccotrephes ruber","Hirundo rustica"
"760","Ranatra elongata","Hirundo rustica"
"761","Ranatra filiformis","Hirundo rustica"
"762","Ranatra varipes","Hirundo rustica"
"763","Anisops campbelli","Hirundo rustica"
"764","Hydrovatus confertus","Hirundo rustica"
"765","Duttaphrynus melanostictus","Acridotheres ginginianus"
"766","Duttaphrynus scaber","Acridotheres ginginianus"
"767","Fejervarya orissaensis","Acridotheres ginginianus"
"768","Minervarya agricola","Acridotheres ginginianus"
"769","Minervarya pierrei","Acridotheres ginginianus"
"770","Euphlyctis cyanophlyctis","Acridotheres ginginianus"
"771","Hoplobatrachus tigerinus","Acridotheres ginginianus"
"772","Hoplobatrachus crassus","Acridotheres ginginianus"
"773","Sphaerotheca breviceps","Acridotheres ginginianus"
"774","Sphaerotheca rolandae","Acridotheres ginginianus"
"775","Microhyla mymensinghensis","Acridotheres ginginianus"
"776","Uperodon systoma","Acridotheres ginginianus"
"777","Hylarana tytleri","Acridotheres ginginianus"
"778","Polypedates maculatus","Acridotheres ginginianus"
"779","Diplonychus annulatus","Motacilla citreola"
"780","Diplonychus rusticus","Motacilla citreola"
"781","Aquarius adelaides","Motacilla citreola"
"782","Limnogonus fossarum","Motacilla citreola"
"783","Laccotrephes griseus","Motacilla citreola"
"784","Laccotrephes ruber","Motacilla citreola"
"785","Ranatra elongata","Motacilla citreola"
"786","Ranatra filiformis","Motacilla citreola"
"787","Ranatra varipes","Motacilla citreola"
"788","Anisops campbelli","Motacilla citreola"
"789","Hydrovatus confertus","Motacilla citreola"
"801","Diplonychus annulatus","Duttaphrynus melanostictus"
"802","Diplonychus rusticus","Duttaphrynus melanostictus"
"803","Aquarius adelaides","Duttaphrynus melanostictus"
"804","Limnogonus fossarum","Duttaphrynus melanostictus"
"805","Laccotrephes griseus","Duttaphrynus melanostictus"
"806","Laccotrephes ruber","Duttaphrynus melanostictus"
"807","Ranatra elongata","Duttaphrynus melanostictus"
"808","Ranatra filiformis","Duttaphrynus melanostictus"
"809","Ranatra varipes","Duttaphrynus melanostictus"
"810","Anisops campbelli","Duttaphrynus melanostictus"
"811","Hydrovatus confertus","Duttaphrynus melanostictus"
"812","Pila globosa","Duttaphrynus melanostictus"
"813","Filopaludina bengalensis","Duttaphrynus melanostictus"
"814","Melanoides tuberculata","Duttaphrynus melanostictus"
"815","Tarebia lineata","Duttaphrynus melanostictus"
"816","Bithynia pulchella","Duttaphrynus melanostictus"
"817","Gabbia orcula","Duttaphrynus melanostictus"
"818","Radix rufescens","Duttaphrynus melanostictus"
"819","Racesina luteola","Duttaphrynus melanostictus"
"820","Gyraulus barrackporensis","Duttaphrynus melanostictus"
"821","Gyraulus convexiusculus","Duttaphrynus melanostictus"
"822","Gyraulus euphraticus","Duttaphrynus melanostictus"
"823","Indoplanorbis exustus","Duttaphrynus melanostictus"
"824","Diplonychus annulatus","Duttaphrynus scaber"
"825","Diplonychus rusticus","Duttaphrynus scaber"
"826","Aquarius adelaides","Duttaphrynus scaber"
"827","Limnogonus fossarum","Duttaphrynus scaber"
"828","Laccotrephes griseus","Duttaphrynus scaber"
"829","Laccotrephes ruber","Duttaphrynus scaber"
"830","Ranatra elongata","Duttaphrynus scaber"
"831","Ranatra filiformis","Duttaphrynus scaber"
"832","Ranatra varipes","Duttaphrynus scaber"
"833","Anisops campbelli","Duttaphrynus scaber"
"834","Hydrovatus confertus","Duttaphrynus scaber"
"835","Pila globosa","Duttaphrynus scaber"
"836","Filopaludina bengalensis","Duttaphrynus scaber"
"837","Melanoides tuberculata","Duttaphrynus scaber"
"838","Tarebia lineata","Duttaphrynus scaber"
"839","Bithynia pulchella","Duttaphrynus scaber"
"840","Gabbia orcula","Duttaphrynus scaber"
"841","Radix rufescens","Duttaphrynus scaber"
"842","Racesina luteola","Duttaphrynus scaber"
"843","Gyraulus barrackporensis","Duttaphrynus scaber"
"844","Gyraulus convexiusculus","Duttaphrynus scaber"
"845","Gyraulus euphraticus","Duttaphrynus scaber"
"846","Indoplanorbis exustus","Duttaphrynus scaber"
"847","Diplonychus annulatus","Fejervarya orissaensis"
"848","Diplonychus rusticus","Fejervarya orissaensis"
"849","Aquarius adelaides","Fejervarya orissaensis"
"850","Limnogonus fossarum","Fejervarya orissaensis"
"851","Laccotrephes griseus","Fejervarya orissaensis"
"852","Laccotrephes ruber","Fejervarya orissaensis"
"853","Ranatra elongata","Fejervarya orissaensis"
"854","Ranatra filiformis","Fejervarya orissaensis"
"855","Ranatra varipes","Fejervarya orissaensis"
"856","Anisops campbelli","Fejervarya orissaensis"
"857","Hydrovatus confertus","Fejervarya orissaensis"
"858","Diplonychus annulatus","Minervarya agricola"
"859","Diplonychus rusticus","Minervarya agricola"
"860","Aquarius adelaides","Minervarya agricola"
"861","Limnogonus fossarum","Minervarya agricola"
"862","Laccotrephes griseus","Minervarya agricola"
"863","Laccotrephes ruber","Minervarya agricola"
"864","Ranatra elongata","Minervarya agricola"
"865","Ranatra filiformis","Minervarya agricola"
"866","Ranatra varipes","Minervarya agricola"
"867","Anisops campbelli","Minervarya agricola"
"868","Hydrovatus confertus","Minervarya agricola"
"869","Pila globosa","Minervarya agricola"
"870","Filopaludina bengalensis","Minervarya agricola"
"871","Melanoides tuberculata","Minervarya agricola"
"872","Tarebia lineata","Minervarya agricola"
"873","Bithynia pulchella","Minervarya agricola"
"874","Gabbia orcula","Minervarya agricola"
"875","Radix rufescens","Minervarya agricola"
"876","Racesina luteola","Minervarya agricola"
"877","Gyraulus barrackporensis","Minervarya agricola"
"878","Gyraulus convexiusculus","Minervarya agricola"
"879","Gyraulus euphraticus","Minervarya agricola"
"880","Indoplanorbis exustus","Minervarya agricola"
"881","Diplonychus annulatus","Minervarya pierrei"
"882","Diplonychus rusticus","Minervarya pierrei"
"883","Aquarius adelaides","Minervarya pierrei"
"884","Limnogonus fossarum","Minervarya pierrei"
"885","Laccotrephes griseus","Minervarya pierrei"
"886","Laccotrephes ruber","Minervarya pierrei"
"887","Ranatra elongata","Minervarya pierrei"
"888","Ranatra filiformis","Minervarya pierrei"
"889","Ranatra varipes","Minervarya pierrei"
"890","Anisops campbelli","Minervarya pierrei"
"891","Hydrovatus confertus","Minervarya pierrei"
"892","Pila globosa","Minervarya pierrei"
"893","Filopaludina bengalensis","Minervarya pierrei"
"894","Melanoides tuberculata","Minervarya pierrei"
"895","Tarebia lineata","Minervarya pierrei"
"896","Bithynia pulchella","Minervarya pierrei"
"897","Gabbia orcula","Minervarya pierrei"
"898","Radix rufescens","Minervarya pierrei"
"899","Racesina luteola","Minervarya pierrei"
"900","Gyraulus barrackporensis","Minervarya pierrei"
"901","Gyraulus convexiusculus","Minervarya pierrei"
"902","Gyraulus euphraticus","Minervarya pierrei"
"903","Indoplanorbis exustus","Minervarya pierrei"
"904","Diplonychus annulatus","Euphlyctis cyanophlyctis"
"905","Diplonychus rusticus","Euphlyctis cyanophlyctis"
"906","Aquarius adelaides","Euphlyctis cyanophlyctis"
"907","Limnogonus fossarum","Euphlyctis cyanophlyctis"
"908","Laccotrephes griseus","Euphlyctis cyanophlyctis"
"909","Laccotrephes ruber","Euphlyctis cyanophlyctis"
"910","Ranatra elongata","Euphlyctis cyanophlyctis"
"911","Ranatra filiformis","Euphlyctis cyanophlyctis"
"912","Ranatra varipes","Euphlyctis cyanophlyctis"
"913","Anisops campbelli","Euphlyctis cyanophlyctis"
"914","Hydrovatus confertus","Euphlyctis cyanophlyctis"
"915","Diplonychus annulatus","Hoplobatrachus tigerinus"
"916","Diplonychus rusticus","Hoplobatrachus tigerinus"
"917","Aquarius adelaides","Hoplobatrachus tigerinus"
"918","Limnogonus fossarum","Hoplobatrachus tigerinus"
"919","Laccotrephes griseus","Hoplobatrachus tigerinus"
"920","Laccotrephes ruber","Hoplobatrachus tigerinus"
"921","Ranatra elongata","Hoplobatrachus tigerinus"
"922","Ranatra filiformis","Hoplobatrachus tigerinus"
"923","Ranatra varipes","Hoplobatrachus tigerinus"
"924","Anisops campbelli","Hoplobatrachus tigerinus"
"925","Hydrovatus confertus","Hoplobatrachus tigerinus"
"926","Duttaphrynus melanostictus","Hoplobatrachus tigerinus"
"927","Duttaphrynus scaber","Hoplobatrachus tigerinus"
"928","Fejervarya orissaensis","Hoplobatrachus tigerinus"
"929","Minervarya agricola","Hoplobatrachus tigerinus"
"930","Minervarya pierrei","Hoplobatrachus tigerinus"
"931","Euphlyctis cyanophlyctis","Hoplobatrachus tigerinus"
"932","Hoplobatrachus crassus","Hoplobatrachus tigerinus"
"933","Sphaerotheca breviceps","Hoplobatrachus tigerinus"
"934","Sphaerotheca rolandae","Hoplobatrachus tigerinus"
"935","Microhyla mymensinghensis","Hoplobatrachus tigerinus"
"936","Uperodon systoma","Hoplobatrachus tigerinus"
"937","Hylarana tytleri","Hoplobatrachus tigerinus"
"938","Polypedates maculatus","Hoplobatrachus tigerinus"
"939","Enhydris enhydris","Hoplobatrachus tigerinus"
"940","Fowlea piscator","Hoplobatrachus tigerinus"
"941","Bungarus fasciatus","Hoplobatrachus tigerinus"
"942","Diplonychus annulatus","Hoplobatrachus crassus"
"943","Diplonychus rusticus","Hoplobatrachus crassus"
"944","Aquarius adelaides","Hoplobatrachus crassus"
"945","Limnogonus fossarum","Hoplobatrachus crassus"
"946","Laccotrephes griseus","Hoplobatrachus crassus"
"947","Laccotrephes ruber","Hoplobatrachus crassus"
"948","Ranatra elongata","Hoplobatrachus crassus"
"949","Ranatra filiformis","Hoplobatrachus crassus"
"950","Ranatra varipes","Hoplobatrachus crassus"
"951","Anisops campbelli","Hoplobatrachus crassus"
"952","Hydrovatus confertus","Hoplobatrachus crassus"
"953","Fejervarya orissaensis","Hoplobatrachus crassus"
"954","Minervarya pierrei","Hoplobatrachus crassus"
"955","Euphlyctis cyanophlyctis","Hoplobatrachus crassus"
"956","Microhyla mymensinghensis","Hoplobatrachus crassus"
"957","Uperodon systoma","Hoplobatrachus crassus"
"958","Hylarana tytleri","Hoplobatrachus crassus"
"959","Enhydris enhydris","Hoplobatrachus crassus"
"960","Fowlea piscator","Hoplobatrachus crassus"
"961","Bungarus fasciatus","Hoplobatrachus crassus"
"962","Diplonychus annulatus","Sphaerotheca breviceps"
"963","Diplonychus rusticus","Sphaerotheca breviceps"
"964","Aquarius adelaides","Sphaerotheca breviceps"
"965","Limnogonus fossarum","Sphaerotheca breviceps"
"966","Laccotrephes griseus","Sphaerotheca breviceps"
"967","Laccotrephes ruber","Sphaerotheca breviceps"
"968","Ranatra elongata","Sphaerotheca breviceps"
"969","Ranatra filiformis","Sphaerotheca breviceps"
"970","Ranatra varipes","Sphaerotheca breviceps"
"971","Anisops campbelli","Sphaerotheca breviceps"
"972","Hydrovatus confertus","Sphaerotheca breviceps"
"973","Diplonychus annulatus","Sphaerotheca rolandae"
"974","Diplonychus rusticus","Sphaerotheca rolandae"
"975","Aquarius adelaides","Sphaerotheca rolandae"
"976","Limnogonus fossarum","Sphaerotheca rolandae"
"977","Laccotrephes griseus","Sphaerotheca rolandae"
"978","Laccotrephes ruber","Sphaerotheca rolandae"
"979","Ranatra elongata","Sphaerotheca rolandae"
"980","Ranatra filiformis","Sphaerotheca rolandae"
"981","Ranatra varipes","Sphaerotheca rolandae"
"982","Anisops campbelli","Sphaerotheca rolandae"
"983","Hydrovatus confertus","Sphaerotheca rolandae"
"984","Diplonychus annulatus","Microhyla mymensinghensis"
"985","Diplonychus rusticus","Microhyla mymensinghensis"
"986","Aquarius adelaides","Microhyla mymensinghensis"
"987","Limnogonus fossarum","Microhyla mymensinghensis"
"988","Laccotrephes griseus","Microhyla mymensinghensis"
"989","Laccotrephes ruber","Microhyla mymensinghensis"
"990","Ranatra elongata","Microhyla mymensinghensis"
"991","Ranatra filiformis","Microhyla mymensinghensis"
"992","Ranatra varipes","Microhyla mymensinghensis"
"993","Anisops campbelli","Microhyla mymensinghensis"
"994","Hydrovatus confertus","Microhyla mymensinghensis"
"995","Diplonychus annulatus","Uperodon systoma"
"996","Diplonychus rusticus","Uperodon systoma"
"997","Aquarius adelaides","Uperodon systoma"
"998","Limnogonus fossarum","Uperodon systoma"
"999","Laccotrephes griseus","Uperodon systoma"
"1000","Laccotrephes ruber","Uperodon systoma"
"1001","Ranatra elongata","Uperodon systoma"
"1002","Ranatra filiformis","Uperodon systoma"
"1003","Ranatra varipes","Uperodon systoma"
"1004","Anisops campbelli","Uperodon systoma"
"1005","Hydrovatus confertus","Uperodon systoma"
"1006","Diplonychus annulatus","Hylarana tytleri"
"1007","Diplonychus rusticus","Hylarana tytleri"
"1008","Aquarius adelaides","Hylarana tytleri"
"1009","Limnogonus fossarum","Hylarana tytleri"
"1010","Laccotrephes griseus","Hylarana tytleri"
"1011","Laccotrephes ruber","Hylarana tytleri"
"1012","Ranatra elongata","Hylarana tytleri"
"1013","Ranatra filiformis","Hylarana tytleri"
"1014","Ranatra varipes","Hylarana tytleri"
"1015","Anisops campbelli","Hylarana tytleri"
"1016","Hydrovatus confertus","Hylarana tytleri"
"1017","Diplonychus annulatus","Polypedates maculatus"
"1018","Diplonychus rusticus","Polypedates maculatus"
"1019","Aquarius adelaides","Polypedates maculatus"
"1020","Limnogonus fossarum","Polypedates maculatus"
"1021","Laccotrephes griseus","Polypedates maculatus"
"1022","Laccotrephes ruber","Polypedates maculatus"
"1023","Ranatra elongata","Polypedates maculatus"
"1024","Ranatra filiformis","Polypedates maculatus"
"1025","Ranatra varipes","Polypedates maculatus"
"1026","Anisops campbelli","Polypedates maculatus"
"1027","Hydrovatus confertus","Polypedates maculatus"
"1028","Duttaphrynus melanostictus","Varanus bengalensis"
"1029","Duttaphrynus scaber","Varanus bengalensis"
"1030","Fejervarya orissaensis","Varanus bengalensis"
"1031","Minervarya agricola","Varanus bengalensis"
"1032","Minervarya pierrei","Varanus bengalensis"
"1033","Euphlyctis cyanophlyctis","Varanus bengalensis"
"1034","Hoplobatrachus tigerinus","Varanus bengalensis"
"1035","Hoplobatrachus crassus","Varanus bengalensis"
"1036","Sphaerotheca breviceps","Varanus bengalensis"
"1037","Sphaerotheca rolandae","Varanus bengalensis"
"1038","Microhyla mymensinghensis","Varanus bengalensis"
"1039","Uperodon systoma","Varanus bengalensis"
"1040","Hylarana tytleri","Varanus bengalensis"
"1041","Polypedates maculatus","Varanus bengalensis"
"1042","Fowlea piscator","Varanus bengalensis"
"1043","Parambassis baculis","Enhydris enhydris"
"1044","Aplocheilus panchax","Enhydris enhydris"
"1045","Badis badis","Enhydris enhydris"
"1046","Puntius vittatus","Enhydris enhydris"
"1047","Rasbora daniconius","Enhydris enhydris"
"1048","Pethia phutunio","Enhydris enhydris"
"1049","Trichogaster lalius","Enhydris enhydris"
"1050","Trichogaster fasciata","Enhydris enhydris"
"1051","Fejervarya orissaensis","Enhydris enhydris"
"1052","Minervarya agricola","Enhydris enhydris"
"1053","Minervarya pierrei","Enhydris enhydris"
"1054","Microhyla mymensinghensis","Enhydris enhydris"
"1055","Uperodon systoma","Enhydris enhydris"
"1056","Hylarana tytleri","Enhydris enhydris"
"1057","Polypedates maculatus","Enhydris enhydris"
"1058","Big fish juveniles","Enhydris enhydris"
"1059","Parambassis baculis","Fowlea piscator"
"1060","Aplocheilus panchax","Fowlea piscator"
"1061","Badis badis","Fowlea piscator"
"1062","Puntius vittatus","Fowlea piscator"
"1063","Rasbora daniconius","Fowlea piscator"
"1064","Pethia phutunio","Fowlea piscator"
"1065","Trichogaster lalius","Fowlea piscator"
"1066","Trichogaster fasciata","Fowlea piscator"
"1067","Fejervarya orissaensis","Fowlea piscator"
"1068","Minervarya agricola","Fowlea piscator"
"1069","Minervarya pierrei","Fowlea piscator"
"1070","Euphlyctis cyanophlyctis","Fowlea piscator"
"1071","Hoplobatrachus tigerinus","Fowlea piscator"
"1072","Hoplobatrachus crassus","Fowlea piscator"
"1073","Uperodon systoma","Fowlea piscator"
"1074","Hylarana tytleri","Fowlea piscator"
"1075","Big fish juveniles","Fowlea piscator"
"1076","Parambassis baculis","Bungarus fasciatus"
"1077","Aplocheilus panchax","Bungarus fasciatus"
"1078","Badis badis","Bungarus fasciatus"
"1079","Puntius vittatus","Bungarus fasciatus"
"1080","Rasbora daniconius","Bungarus fasciatus"
"1081","Pethia phutunio","Bungarus fasciatus"
"1082","Trichogaster lalius","Bungarus fasciatus"
"1083","Trichogaster fasciata","Bungarus fasciatus"
"1084","Duttaphrynus melanostictus","Bungarus fasciatus"
"1085","Duttaphrynus scaber","Bungarus fasciatus"
"1086","Fejervarya orissaensis","Bungarus fasciatus"
"1087","Minervarya agricola","Bungarus fasciatus"
"1088","Minervarya pierrei","Bungarus fasciatus"
"1089","Euphlyctis cyanophlyctis","Bungarus fasciatus"
"1090","Hoplobatrachus tigerinus","Bungarus fasciatus"
"1091","Hoplobatrachus crassus","Bungarus fasciatus"
"1092","Sphaerotheca breviceps","Bungarus fasciatus"
"1093","Sphaerotheca rolandae","Bungarus fasciatus"
"1094","Microhyla mymensinghensis","Bungarus fasciatus"
"1095","Uperodon systoma","Bungarus fasciatus"
"1096","Hylarana tytleri","Bungarus fasciatus"
"1097","Polypedates maculatus","Bungarus fasciatus"
"1098","Enhydris enhydris","Bungarus fasciatus"
"1099","Fowlea piscator","Bungarus fasciatus"
"1100","Big fish juveniles","Bungarus fasciatus"
"1101","Duttaphrynus melanostictus","Naja naja"
"1102","Duttaphrynus scaber","Naja naja"
"1103","Fejervarya orissaensis","Naja naja"
"1104","Minervarya agricola","Naja naja"
"1105","Minervarya pierrei","Naja naja"
"1106","Euphlyctis cyanophlyctis","Naja naja"
"1107","Hoplobatrachus tigerinus","Naja naja"
"1108","Hoplobatrachus crassus","Naja naja"
"1109","Sphaerotheca breviceps","Naja naja"
"1110","Sphaerotheca rolandae","Naja naja"
"1111","Microhyla mymensinghensis","Naja naja"
"1112","Uperodon systoma","Naja naja"
"1113","Hylarana tytleri","Naja naja"
"1114","Duttaphrynus melanostictus","Lissemys punctata"
"1115","Duttaphrynus scaber","Lissemys punctata"
"1116","Fejervarya orissaensis","Lissemys punctata"
"1117","Minervarya agricola","Lissemys punctata"
"1118","Minervarya pierrei","Lissemys punctata"
"1119","Euphlyctis cyanophlyctis","Lissemys punctata"
