"([1, 75, 99],)"
"([1, 76, 97],)"
"([1, 76, 98],)"
"([1, 76, 99],)"
"([1, 93, 97],)"
"([1, 93, 98],)"
"([1, 93, 99],)"
"([1, 97, 106],)"
"([1, 98, 106],)"
"([1, 99, 106],)"
"([2, 3, 16],)"
"([2, 3, 17],)"
"([2, 3, 92],)"
"([2, 3, 104],)"
"([2, 3, 105],)"
"([2, 7, 18],)"
"([2, 7, 19],)"
"([2, 7, 56],)"
"([2, 7, 59],)"
"([2, 7, 60],)"
"([2, 9, 77],)"
"([2, 10, 16],)"
"([2, 10, 17],)"
"([2, 10, 92],)"
"([2, 10, 104],)"
"([2, 10, 105],)"
"([2, 15, 16],)"
"([2, 15, 17],)"
"([2, 15, 92],)"
"([2, 15, 104],)"
"([2, 15, 105],)"
"([2, 16, 18],)"
"([2, 16, 19],)"
"([2, 16, 24],)"
"([2, 16, 30],)"
"([2, 16, 56],)"
"([2, 16, 59],)"
"([2, 16, 60],)"
"([2, 16, 63],)"
"([2, 16, 64],)"
"([2, 16, 65],)"
"([2, 16, 66],)"
"([2, 16, 68],)"
"([2, 16, 69],)"
"([2, 16, 72],)"
"([2, 16, 101],)"
"([2, 17, 18],)"
"([2, 17, 19],)"
"([2, 17, 24],)"
"([2, 17, 30],)"
"([2, 17, 32],)"
"([2, 17, 45],)"
"([2, 17, 48],)"
"([2, 17, 56],)"
"([2, 17, 59],)"
"([2, 17, 60],)"
"([2, 17, 68],)"
"([2, 17, 69],)"
"([2, 17, 72],)"
"([2, 17, 101],)"
"([2, 18, 92],)"
"([2, 18, 104],)"
"([2, 18, 105],)"
"([2, 19, 92],)"
"([2, 19, 104],)"
"([2, 19, 105],)"
"([2, 24, 92],)"
"([2, 24, 104],)"
"([2, 24, 105],)"
"([2, 30, 92],)"
"([2, 30, 104],)"
"([2, 30, 105],)"
"([2, 32, 55],)"
"([2, 32, 100],)"
"([2, 32, 104],)"
"([2, 33, 77],)"
"([2, 34, 77],)"
"([2, 45, 100],)"
"([2, 45, 104],)"
"([2, 45, 105],)"
"([2, 48, 100],)"
"([2, 56, 92],)"
"([2, 56, 104],)"
"([2, 56, 105],)"
"([2, 57, 77],)"
"([2, 58, 77],)"
"([2, 59, 92],)"
"([2, 59, 104],)"
"([2, 59, 105],)"
"([2, 60, 92],)"
"([2, 60, 104],)"
"([2, 60, 105],)"
"([2, 61, 77],)"
"([2, 63, 92],)"
"([2, 63, 96],)"
"([2, 64, 92],)"
"([2, 64, 96],)"
"([2, 65, 92],)"
"([2, 65, 96],)"
"([2, 66, 92],)"
"([2, 66, 96],)"
"([2, 68, 92],)"
"([2, 68, 104],)"
"([2, 68, 105],)"
"([2, 69, 92],)"
"([2, 69, 104],)"
"([2, 69, 105],)"
"([2, 72, 92],)"
"([2, 72, 100],)"
"([2, 72, 104],)"
"([2, 72, 105],)"
"([2, 77, 91],)"
"([2, 77, 98],)"
"([2, 77, 99],)"
"([2, 77, 100],)"
"([2, 77, 104],)"
"([2, 87, 100],)"
"([2, 92, 101],)"
"([2, 100, 101],)"
"([2, 101, 104],)"
"([2, 101, 105],)"
"([3, 4, 16],)"
"([3, 4, 17],)"
"([3, 4, 92],)"
"([3, 4, 104],)"
"([3, 4, 105],)"
"([3, 6, 16],)"
"([3, 6, 17],)"
"([3, 6, 92],)"
"([3, 6, 104],)"
"([3, 6, 105],)"
"([3, 11, 16],)"
"([3, 11, 17],)"
"([3, 11, 92],)"
"([3, 11, 104],)"
"([3, 11, 105],)"
"([3, 12, 16],)"
"([3, 12, 17],)"
"([3, 12, 92],)"
"([3, 12, 104],)"
"([3, 12, 105],)"
"([3, 13, 16],)"
"([3, 13, 17],)"
"([3, 13, 92],)"
"([3, 13, 104],)"
"([3, 13, 105],)"
"([3, 14, 16],)"
"([3, 14, 17],)"
"([3, 14, 66],)"
"([3, 14, 92],)"
"([3, 14, 104],)"
"([3, 14, 105],)"
"([3, 16, 20],)"
"([3, 16, 21],)"
"([3, 16, 25],)"
"([3, 16, 26],)"
"([3, 16, 27],)"
"([3, 16, 28],)"
"([3, 16, 31],)"
"([3, 16, 37],)"
"([3, 16, 38],)"
"([3, 16, 42],)"
"([3, 16, 44],)"
"([3, 16, 45],)"
"([3, 16, 46],)"
"([3, 16, 47],)"
"([3, 16, 62],)"
"([3, 16, 70],)"
"([3, 16, 74],)"
"([3, 16, 79],)"
"([3, 16, 84],)"
"([3, 16, 86],)"
"([3, 16, 103],)"
"([3, 17, 20],)"
"([3, 17, 21],)"
"([3, 17, 25],)"
"([3, 17, 26],)"
"([3, 17, 27],)"
"([3, 17, 28],)"
"([3, 17, 31],)"
"([3, 17, 37],)"
"([3, 17, 38],)"
"([3, 17, 42],)"
"([3, 17, 44],)"
"([3, 17, 46],)"
"([3, 17, 47],)"
"([3, 17, 62],)"
"([3, 17, 70],)"
"([3, 17, 74],)"
"([3, 17, 79],)"
"([3, 17, 84],)"
"([3, 17, 86],)"
"([3, 17, 95],)"
"([3, 17, 97],)"
"([3, 17, 98],)"
"([3, 17, 99],)"
"([3, 17, 103],)"
"([3, 20, 92],)"
"([3, 20, 104],)"
"([3, 20, 105],)"
"([3, 21, 92],)"
"([3, 21, 104],)"
"([3, 21, 105],)"
"([3, 25, 92],)"
"([3, 25, 104],)"
"([3, 25, 105],)"
"([3, 26, 66],)"
"([3, 26, 92],)"
"([3, 26, 104],)"
"([3, 26, 105],)"
"([3, 27, 49],)"
"([3, 27, 66],)"
"([3, 27, 67],)"
"([3, 27, 80],)"
"([3, 27, 81],)"
"([3, 27, 85],)"
"([3, 27, 88],)"
"([3, 27, 92],)"
"([3, 27, 104],)"
"([3, 27, 105],)"
"([3, 28, 49],)"
"([3, 28, 66],)"
"([3, 28, 67],)"
"([3, 28, 80],)"
"([3, 28, 81],)"
"([3, 28, 85],)"
"([3, 28, 88],)"
"([3, 28, 92],)"
"([3, 28, 104],)"
"([3, 28, 105],)"
"([3, 29, 87],)"
"([3, 31, 49],)"
"([3, 31, 67],)"
"([3, 31, 80],)"
"([3, 31, 81],)"
"([3, 31, 85],)"
"([3, 31, 88],)"
"([3, 31, 92],)"
"([3, 31, 104],)"
"([3, 31, 105],)"
"([3, 37, 66],)"
"([3, 37, 92],)"
"([3, 37, 104],)"
"([3, 37, 105],)"
"([3, 38, 92],)"
"([3, 38, 104],)"
"([3, 38, 105],)"
"([3, 41, 80],)"
"([3, 41, 81],)"
"([3, 41, 88],)"
"([3, 42, 92],)"
"([3, 42, 104],)"
"([3, 42, 105],)"
"([3, 44, 66],)"
"([3, 44, 92],)"
"([3, 44, 104],)"
"([3, 44, 105],)"
"([3, 45, 49],)"
"([3, 45, 66],)"
"([3, 45, 67],)"
"([3, 45, 80],)"
"([3, 45, 85],)"
"([3, 45, 87],)"
"([3, 45, 92],)"
"([3, 46, 92],)"
"([3, 46, 104],)"
"([3, 46, 105],)"
"([3, 47, 49],)"
"([3, 47, 67],)"
"([3, 47, 80],)"
"([3, 47, 81],)"
"([3, 47, 85],)"
"([3, 47, 88],)"
"([3, 47, 92],)"
"([3, 47, 104],)"
"([3, 47, 105],)"
"([3, 49, 79],)"
"([3, 49, 84],)"
"([3, 49, 95],)"
"([3, 62, 66],)"
"([3, 62, 92],)"
"([3, 62, 104],)"
"([3, 62, 105],)"
"([3, 66, 70],)"
"([3, 66, 74],)"
"([3, 66, 83],)"
"([3, 66, 84],)"
"([3, 66, 96],)"
"([3, 66, 103],)"
"([3, 66, 109],)"
"([3, 67, 79],)"
"([3, 67, 84],)"
"([3, 67, 95],)"
"([3, 70, 92],)"
"([3, 70, 104],)"
"([3, 70, 105],)"
"([3, 71, 87],)"
"([3, 74, 92],)"
"([3, 74, 104],)"
"([3, 74, 105],)"
"([3, 79, 80],)"
"([3, 79, 81],)"
"([3, 79, 85],)"
"([3, 79, 88],)"
"([3, 79, 92],)"
"([3, 79, 104],)"
"([3, 79, 105],)"
"([3, 80, 84],)"
"([3, 80, 95],)"
"([3, 81, 84],)"
"([3, 81, 95],)"
"([3, 84, 85],)"
"([3, 84, 88],)"
"([3, 84, 92],)"
"([3, 84, 104],)"
"([3, 84, 105],)"
"([3, 85, 95],)"
"([3, 86, 92],)"
"([3, 86, 104],)"
"([3, 86, 105],)"
"([3, 87, 89],)"
"([3, 87, 90],)"
"([3, 87, 100],)"
"([3, 88, 95],)"
"([3, 92, 103],)"
"([3, 95, 104],)"
"([3, 95, 105],)"
"([3, 97, 105],)"
"([3, 98, 105],)"
"([3, 99, 105],)"
"([3, 103, 104],)"
"([3, 103, 105],)"
"([4, 7, 18],)"
"([4, 7, 19],)"
"([4, 7, 56],)"
"([4, 7, 59],)"
"([4, 7, 60],)"
"([4, 9, 77],)"
"([4, 10, 16],)"
"([4, 10, 17],)"
"([4, 10, 92],)"
"([4, 10, 104],)"
"([4, 10, 105],)"
"([4, 15, 16],)"
"([4, 15, 17],)"
"([4, 15, 92],)"
"([4, 15, 104],)"
"([4, 15, 105],)"
"([4, 16, 18],)"
"([4, 16, 19],)"
"([4, 16, 24],)"
"([4, 16, 30],)"
"([4, 16, 56],)"
"([4, 16, 59],)"
"([4, 16, 60],)"
"([4, 16, 63],)"
"([4, 16, 64],)"
"([4, 16, 65],)"
"([4, 16, 66],)"
"([4, 16, 68],)"
"([4, 16, 69],)"
"([4, 16, 72],)"
"([4, 16, 101],)"
"([4, 17, 18],)"
"([4, 17, 19],)"
"([4, 17, 24],)"
"([4, 17, 30],)"
"([4, 17, 32],)"
"([4, 17, 45],)"
"([4, 17, 56],)"
"([4, 17, 59],)"
"([4, 17, 60],)"
"([4, 17, 68],)"
"([4, 17, 69],)"
"([4, 17, 72],)"
"([4, 17, 101],)"
"([4, 18, 92],)"
"([4, 18, 104],)"
"([4, 18, 105],)"
"([4, 19, 92],)"
"([4, 19, 104],)"
"([4, 19, 105],)"
"([4, 24, 92],)"
"([4, 24, 104],)"
"([4, 24, 105],)"
"([4, 30, 92],)"
"([4, 30, 104],)"
"([4, 30, 105],)"
"([4, 32, 55],)"
"([4, 32, 100],)"
"([4, 32, 104],)"
"([4, 33, 77],)"
"([4, 34, 77],)"
"([4, 45, 100],)"
"([4, 45, 104],)"
"([4, 45, 105],)"
"([4, 56, 92],)"
"([4, 56, 104],)"
"([4, 56, 105],)"
"([4, 57, 77],)"
"([4, 58, 77],)"
"([4, 59, 92],)"
"([4, 59, 104],)"
"([4, 59, 105],)"
"([4, 60, 92],)"
"([4, 60, 104],)"
"([4, 60, 105],)"
"([4, 61, 77],)"
"([4, 63, 92],)"
"([4, 63, 96],)"
"([4, 64, 92],)"
"([4, 64, 96],)"
"([4, 65, 92],)"
"([4, 65, 96],)"
"([4, 66, 92],)"
"([4, 66, 96],)"
"([4, 68, 92],)"
"([4, 68, 104],)"
"([4, 68, 105],)"
"([4, 69, 92],)"
"([4, 69, 104],)"
"([4, 69, 105],)"
"([4, 72, 92],)"
"([4, 72, 100],)"
"([4, 72, 104],)"
"([4, 72, 105],)"
"([4, 77, 91],)"
"([4, 77, 98],)"
"([4, 77, 99],)"
"([4, 77, 100],)"
"([4, 77, 104],)"
"([4, 87, 100],)"
"([4, 92, 101],)"
"([4, 100, 101],)"
"([4, 101, 104],)"
"([4, 101, 105],)"
"([5, 7, 18],)"
"([5, 7, 19],)"
"([5, 7, 56],)"
"([5, 7, 59],)"
"([5, 7, 60],)"
"([5, 9, 77],)"
"([5, 17, 97],)"
"([5, 17, 98],)"
"([5, 17, 99],)"
"([5, 32, 55],)"
"([5, 33, 77],)"
"([5, 34, 77],)"
"([5, 57, 77],)"
"([5, 58, 77],)"
"([5, 61, 77],)"
"([5, 77, 98],)"
"([5, 77, 99],)"
"([5, 97, 105],)"
"([5, 98, 105],)"
"([5, 99, 105],)"
"([6, 7, 8],)"
"([6, 7, 16],)"
"([6, 7, 40],)"
"([6, 7, 75],)"
"([6, 7, 76],)"
"([6, 7, 91],)"
"([6, 7, 92],)"
"([6, 7, 93],)"
"([6, 7, 96],)"
"([6, 7, 100],)"
"([6, 7, 104],)"
"([6, 7, 106],)"
"([6, 8, 9],)"
"([6, 8, 33],)"
"([6, 8, 34],)"
"([6, 8, 55],)"
"([6, 8, 57],)"
"([6, 8, 58],)"
"([6, 8, 61],)"
"([6, 9, 16],)"
"([6, 9, 40],)"
"([6, 9, 75],)"
"([6, 9, 76],)"
"([6, 9, 91],)"
"([6, 9, 92],)"
"([6, 9, 93],)"
"([6, 9, 96],)"
"([6, 9, 100],)"
"([6, 9, 104],)"
"([6, 9, 106],)"
"([6, 10, 16],)"
"([6, 10, 17],)"
"([6, 10, 92],)"
"([6, 10, 104],)"
"([6, 10, 105],)"
"([6, 15, 16],)"
"([6, 15, 17],)"
"([6, 15, 92],)"
"([6, 15, 104],)"
"([6, 15, 105],)"
"([6, 16, 18],)"
"([6, 16, 19],)"
"([6, 16, 24],)"
"([6, 16, 30],)"
"([6, 16, 33],)"
"([6, 16, 34],)"
"([6, 16, 55],)"
"([6, 16, 56],)"
"([6, 16, 57],)"
"([6, 16, 58],)"
"([6, 16, 59],)"
"([6, 16, 60],)"
"([6, 16, 61],)"
"([6, 16, 63],)"
"([6, 16, 64],)"
"([6, 16, 65],)"
"([6, 16, 66],)"
"([6, 16, 68],)"
"([6, 16, 69],)"
"([6, 16, 72],)"
"([6, 16, 101],)"
"([6, 17, 18],)"
"([6, 17, 19],)"
"([6, 17, 24],)"
"([6, 17, 30],)"
"([6, 17, 32],)"
"([6, 17, 45],)"
"([6, 17, 48],)"
"([6, 17, 56],)"
"([6, 17, 59],)"
"([6, 17, 60],)"
"([6, 17, 68],)"
"([6, 17, 69],)"
"([6, 17, 72],)"
"([6, 17, 101],)"
"([6, 18, 92],)"
"([6, 18, 104],)"
"([6, 18, 105],)"
"([6, 19, 92],)"
"([6, 19, 104],)"
"([6, 19, 105],)"
"([6, 24, 92],)"
"([6, 24, 104],)"
"([6, 24, 105],)"
"([6, 30, 92],)"
"([6, 30, 104],)"
"([6, 30, 105],)"
"([6, 32, 100],)"
"([6, 32, 104],)"
"([6, 33, 40],)"
"([6, 33, 75],)"
"([6, 33, 76],)"
"([6, 33, 91],)"
"([6, 33, 92],)"
"([6, 33, 93],)"
"([6, 33, 96],)"
"([6, 33, 100],)"
"([6, 33, 104],)"
"([6, 33, 106],)"
"([6, 34, 40],)"
"([6, 34, 75],)"
"([6, 34, 76],)"
"([6, 34, 91],)"
"([6, 34, 92],)"
"([6, 34, 93],)"
"([6, 34, 96],)"
"([6, 34, 100],)"
"([6, 34, 104],)"
"([6, 34, 106],)"
"([6, 40, 55],)"
"([6, 40, 57],)"
"([6, 40, 58],)"
"([6, 40, 61],)"
"([6, 40, 97],)"
"([6, 40, 98],)"
"([6, 40, 99],)"
"([6, 45, 100],)"
"([6, 45, 104],)"
"([6, 45, 105],)"
"([6, 48, 100],)"
"([6, 55, 75],)"
"([6, 55, 76],)"
"([6, 55, 91],)"
"([6, 55, 92],)"
"([6, 55, 93],)"
"([6, 55, 96],)"
"([6, 55, 100],)"
"([6, 55, 104],)"
"([6, 55, 106],)"
"([6, 56, 92],)"
"([6, 56, 104],)"
"([6, 56, 105],)"
"([6, 57, 75],)"
"([6, 57, 76],)"
"([6, 57, 91],)"
"([6, 57, 92],)"
"([6, 57, 93],)"
"([6, 57, 96],)"
"([6, 57, 100],)"
"([6, 57, 104],)"
"([6, 57, 106],)"
"([6, 58, 75],)"
"([6, 58, 76],)"
"([6, 58, 91],)"
"([6, 58, 92],)"
"([6, 58, 93],)"
"([6, 58, 96],)"
"([6, 58, 100],)"
"([6, 58, 104],)"
"([6, 58, 106],)"
"([6, 59, 92],)"
"([6, 59, 104],)"
"([6, 59, 105],)"
"([6, 60, 92],)"
"([6, 60, 104],)"
"([6, 60, 105],)"
"([6, 61, 75],)"
"([6, 61, 76],)"
"([6, 61, 91],)"
"([6, 61, 92],)"
"([6, 61, 93],)"
"([6, 61, 96],)"
"([6, 61, 100],)"
"([6, 61, 104],)"
"([6, 61, 106],)"
"([6, 63, 92],)"
"([6, 63, 96],)"
"([6, 64, 92],)"
"([6, 64, 96],)"
"([6, 65, 92],)"
"([6, 65, 96],)"
"([6, 66, 92],)"
"([6, 66, 96],)"
"([6, 68, 92],)"
"([6, 68, 104],)"
"([6, 68, 105],)"
"([6, 69, 92],)"
"([6, 69, 104],)"
"([6, 69, 105],)"
"([6, 72, 92],)"
"([6, 72, 100],)"
"([6, 72, 104],)"
"([6, 72, 105],)"
"([6, 75, 97],)"
"([6, 75, 98],)"
"([6, 75, 99],)"
"([6, 76, 97],)"
"([6, 76, 98],)"
"([6, 76, 99],)"
"([6, 77, 91],)"
"([6, 77, 100],)"
"([6, 77, 104],)"
"([6, 87, 100],)"
"([6, 92, 101],)"
"([6, 93, 97],)"
"([6, 93, 98],)"
"([6, 93, 99],)"
"([6, 97, 106],)"
"([6, 98, 106],)"
"([6, 99, 104],)"
"([6, 99, 106],)"
"([6, 100, 101],)"
"([6, 101, 104],)"
"([6, 101, 105],)"
"([7, 8, 18],)"
"([7, 8, 19],)"
"([7, 8, 21],)"
"([7, 8, 31],)"
"([7, 8, 38],)"
"([7, 8, 42],)"
"([7, 8, 47],)"
"([7, 8, 56],)"
"([7, 8, 59],)"
"([7, 8, 60],)"
"([7, 8, 74],)"
"([7, 8, 84],)"
"([7, 11, 18],)"
"([7, 11, 19],)"
"([7, 11, 56],)"
"([7, 11, 59],)"
"([7, 11, 60],)"
"([7, 12, 18],)"
"([7, 12, 19],)"
"([7, 12, 56],)"
"([7, 12, 59],)"
"([7, 12, 60],)"
"([7, 13, 18],)"
"([7, 13, 19],)"
"([7, 13, 56],)"
"([7, 13, 59],)"
"([7, 13, 60],)"
"([7, 14, 18],)"
"([7, 14, 19],)"
"([7, 14, 56],)"
"([7, 14, 59],)"
"([7, 14, 60],)"
"([7, 16, 21],)"
"([7, 16, 31],)"
"([7, 16, 38],)"
"([7, 16, 42],)"
"([7, 16, 47],)"
"([7, 16, 74],)"
"([7, 16, 84],)"
"([7, 18, 20],)"
"([7, 18, 23],)"
"([7, 18, 25],)"
"([7, 18, 26],)"
"([7, 18, 27],)"
"([7, 18, 28],)"
"([7, 18, 33],)"
"([7, 18, 34],)"
"([7, 18, 35],)"
"([7, 18, 36],)"
"([7, 18, 37],)"
"([7, 18, 39],)"
"([7, 18, 40],)"
"([7, 18, 43],)"
"([7, 18, 44],)"
"([7, 18, 45],)"
"([7, 18, 46],)"
"([7, 18, 50],)"
"([7, 18, 51],)"
"([7, 18, 52],)"
"([7, 18, 53],)"
"([7, 18, 54],)"
"([7, 18, 62],)"
"([7, 18, 64],)"
"([7, 18, 65],)"
"([7, 18, 70],)"
"([7, 18, 73],)"
"([7, 18, 75],)"
"([7, 18, 76],)"
"([7, 18, 78],)"
"([7, 18, 79],)"
"([7, 18, 83],)"
"([7, 18, 86],)"
"([7, 18, 91],)"
"([7, 18, 93],)"
"([7, 18, 94],)"
"([7, 18, 95],)"
"([7, 18, 96],)"
"([7, 18, 97],)"
"([7, 18, 98],)"
"([7, 18, 99],)"
"([7, 18, 100],)"
"([7, 18, 103],)"
"([7, 18, 106],)"
"([7, 18, 107],)"
"([7, 18, 109],)"
"([7, 19, 20],)"
"([7, 19, 23],)"
"([7, 19, 25],)"
"([7, 19, 26],)"
"([7, 19, 27],)"
"([7, 19, 28],)"
"([7, 19, 33],)"
"([7, 19, 34],)"
"([7, 19, 35],)"
"([7, 19, 36],)"
"([7, 19, 37],)"
"([7, 19, 39],)"
"([7, 19, 40],)"
"([7, 19, 43],)"
"([7, 19, 44],)"
"([7, 19, 45],)"
"([7, 19, 46],)"
"([7, 19, 50],)"
"([7, 19, 51],)"
"([7, 19, 52],)"
"([7, 19, 53],)"
"([7, 19, 54],)"
"([7, 19, 62],)"
"([7, 19, 64],)"
"([7, 19, 65],)"
"([7, 19, 70],)"
"([7, 19, 73],)"
"([7, 19, 75],)"
"([7, 19, 76],)"
"([7, 19, 78],)"
"([7, 19, 79],)"
"([7, 19, 83],)"
"([7, 19, 86],)"
"([7, 19, 91],)"
"([7, 19, 93],)"
"([7, 19, 94],)"
"([7, 19, 95],)"
"([7, 19, 96],)"
"([7, 19, 97],)"
"([7, 19, 98],)"
"([7, 19, 99],)"
"([7, 19, 100],)"
"([7, 19, 103],)"
"([7, 19, 106],)"
"([7, 19, 107],)"
"([7, 19, 109],)"
"([7, 20, 56],)"
"([7, 20, 59],)"
"([7, 20, 60],)"
"([7, 21, 35],)"
"([7, 21, 36],)"
"([7, 21, 39],)"
"([7, 21, 40],)"
"([7, 21, 75],)"
"([7, 21, 76],)"
"([7, 21, 91],)"
"([7, 21, 92],)"
"([7, 21, 93],)"
"([7, 21, 96],)"
"([7, 21, 100],)"
"([7, 21, 104],)"
"([7, 21, 106],)"
"([7, 23, 56],)"
"([7, 23, 59],)"
"([7, 23, 60],)"
"([7, 25, 56],)"
"([7, 25, 59],)"
"([7, 25, 60],)"
"([7, 26, 31],)"
"([7, 26, 47],)"
"([7, 26, 56],)"
"([7, 26, 59],)"
"([7, 26, 60],)"
"([7, 26, 84],)"
"([7, 27, 31],)"
"([7, 27, 41],)"
"([7, 27, 47],)"
"([7, 27, 56],)"
"([7, 27, 59],)"
"([7, 27, 60],)"
"([7, 28, 31],)"
"([7, 28, 41],)"
"([7, 28, 47],)"
"([7, 28, 56],)"
"([7, 28, 59],)"
"([7, 28, 60],)"
"([7, 29, 35],)"
"([7, 29, 36],)"
"([7, 29, 39],)"
"([7, 29, 40],)"
"([7, 29, 52],)"
"([7, 29, 53],)"
"([7, 29, 75],)"
"([7, 29, 76],)"
"([7, 29, 93],)"
"([7, 29, 106],)"
"([7, 31, 44],)"
"([7, 31, 67],)"
"([7, 31, 70],)"
"([7, 31, 85],)"
"([7, 31, 88],)"
"([7, 31, 91],)"
"([7, 31, 92],)"
"([7, 31, 96],)"
"([7, 31, 100],)"
"([7, 31, 104],)"
"([7, 31, 109],)"
"([7, 33, 56],)"
"([7, 33, 59],)"
"([7, 33, 60],)"
"([7, 34, 56],)"
"([7, 34, 59],)"
"([7, 34, 60],)"
"([7, 35, 41],)"
"([7, 35, 56],)"
"([7, 35, 59],)"
"([7, 35, 60],)"
"([7, 35, 74],)"
"([7, 35, 82],)"
"([7, 35, 108],)"
"([7, 36, 41],)"
"([7, 36, 56],)"
"([7, 36, 59],)"
"([7, 36, 60],)"
"([7, 36, 74],)"
"([7, 36, 82],)"
"([7, 36, 108],)"
"([7, 37, 56],)"
"([7, 37, 59],)"
"([7, 37, 60],)"
"([7, 38, 40],)"
"([7, 38, 75],)"
"([7, 38, 76],)"
"([7, 38, 91],)"
"([7, 38, 92],)"
"([7, 38, 93],)"
"([7, 38, 96],)"
"([7, 38, 100],)"
"([7, 38, 104],)"
"([7, 38, 106],)"
"([7, 39, 42],)"
"([7, 39, 56],)"
"([7, 39, 59],)"
"([7, 39, 60],)"
"([7, 39, 74],)"
"([7, 39, 82],)"
"([7, 39, 108],)"
"([7, 40, 41],)"
"([7, 40, 42],)"
"([7, 40, 56],)"
"([7, 40, 59],)"
"([7, 40, 60],)"
"([7, 40, 74],)"
"([7, 40, 82],)"
"([7, 40, 108],)"
"([7, 41, 44],)"
"([7, 41, 52],)"
"([7, 41, 53],)"
"([7, 41, 75],)"
"([7, 41, 88],)"
"([7, 42, 75],)"
"([7, 42, 76],)"
"([7, 42, 91],)"
"([7, 42, 92],)"
"([7, 42, 96],)"
"([7, 42, 100],)"
"([7, 42, 104],)"
"([7, 42, 106],)"
"([7, 43, 56],)"
"([7, 43, 59],)"
"([7, 43, 60],)"
"([7, 44, 47],)"
"([7, 44, 56],)"
"([7, 44, 59],)"
"([7, 44, 60],)"
"([7, 44, 84],)"
"([7, 45, 56],)"
"([7, 45, 59],)"
"([7, 45, 60],)"
"([7, 46, 56],)"
"([7, 46, 59],)"
"([7, 46, 60],)"
"([7, 47, 67],)"
"([7, 47, 70],)"
"([7, 47, 85],)"
"([7, 47, 88],)"
"([7, 47, 91],)"
"([7, 47, 92],)"
"([7, 47, 96],)"
"([7, 47, 100],)"
"([7, 47, 104],)"
"([7, 47, 109],)"
"([7, 49, 64],)"
"([7, 49, 65],)"
"([7, 50, 56],)"
"([7, 50, 59],)"
"([7, 50, 60],)"
"([7, 51, 56],)"
"([7, 51, 59],)"
"([7, 51, 60],)"
"([7, 52, 56],)"
"([7, 52, 59],)"
"([7, 52, 60],)"
"([7, 52, 74],)"
"([7, 52, 82],)"
"([7, 52, 108],)"
"([7, 53, 56],)"
"([7, 53, 59],)"
"([7, 53, 60],)"
"([7, 53, 74],)"
"([7, 53, 82],)"
"([7, 53, 108],)"
"([7, 54, 56],)"
"([7, 54, 59],)"
"([7, 54, 60],)"
"([7, 56, 62],)"
"([7, 56, 64],)"
"([7, 56, 65],)"
"([7, 56, 70],)"
"([7, 56, 73],)"
"([7, 56, 75],)"
"([7, 56, 76],)"
"([7, 56, 78],)"
"([7, 56, 79],)"
"([7, 56, 83],)"
"([7, 56, 86],)"
"([7, 56, 91],)"
"([7, 56, 93],)"
"([7, 56, 94],)"
